SuburbId,PostalCode,Suburb,Latitude,Longitude
1937,6410,Bungulla,-31.623099,117.591223
1938,3527,Bunguluke,-36.055958,143.386610
1939,4703,Bungundarra,-23.062718,150.656105
1940,4494,Bungunya,-28.420865,149.658021
1941,2423,Bungwahl,-32.387265,152.444151
1942,6353,Buniche,-32.999107,118.827854
1943,3357,Buninyong,-37.648547,143.918563
1944,6623,Bunjil,-29.657763,116.374144
1945,4310,Bunjurgen,-28.039970,152.616730
1946,3352,Bunkers Hill,-37.576871,143.745113
1947,2731,Bunnaloo,-35.791187,144.629848
1948,2337,Bunnan,-32.068680,150.602156
1949,6613,Buntine,-29.986601,116.571121
1950,4055,Bunya,-27.369847,152.937598
1951,4655,Bunya Creek,-25.374911,152.841570
1952,4405,Bunya Mountains,-26.890118,151.510410
1953,2429,Bunyah,-32.164248,152.219204
1954,2630,Bunyan,-36.169630,149.153753
1955,3815,Bunyip,-38.097080,145.715492
1956,3815,Bunyip North,-38.061150,145.714902
1957,2646,Buraja,-35.857846,146.371386
1958,6467,Burakin,-30.525059,117.172700
1959,6452,Buraminya,-32.918330,122.895000
1960,4102,Buranda,-27.499989,153.035349
1961,4156,Burbank,-27.558921,153.163912
1962,2671,Burcher,-33.515238,147.250059
1963,4818,Burdell,-19.244455,146.687873
1964,5253,Burdett,-35.077737,139.391948
1965,2328,Bureen,-32.457341,150.741969
1966,6227,Burekup,-33.309543,115.809665
1967,6302,Burges,-31.810516,116.784861
1968,2672,Burgooney,-33.387503,146.579788
1969,4659,Burgowan,-25.350685,152.641732
1970,3568,Burkes Bridge,-35.836345,144.336635
1971,3475,Burkes Flat,-36.655933,143.550981
1972,4830,Burketown,-17.741706,139.547865
1973,4822,Burleigh,-20.258595,143.106303
1974,4220,Burleigh Heads,-28.088477,153.451921
1975,4220,Burleigh Town,-28.097856,153.441027
1976,4220,Burleigh Waters,-28.095217,153.427020
1977,6401,Burlong,-31.665815,116.624707
1978,6532,Burma Road,-28.966940,115.076940
1979,3371,Burnbank,-37.227531,143.577744
1980,4413,Burncluith,-26.629502,150.703880
1981,4310,Burnett Creek,-28.267270,152.570815
1982,4670,Burnett Heads,-24.763702,152.405582
1983,3558,Burnewang,-36.485796,144.713905
1984,7320,Burnie,-41.052874,145.906337
1985,3121,Burnley,-37.826869,145.007098
1986,3121,Burnley North,-37.829382,145.007165
1987,2880,Burns,-32.043365,141.195887
1988,6028,Burns Beach,-31.729200,115.717254
1989,7212,Burns Creek,-41.451600,147.481039
1990,5520,Burnsfield,-33.696509,138.215369
1991,3023,Burnside,-37.753381,144.752618
1992,3023,Burnside Heights,-37.771039,144.772248
1993,2440,Burnt Bridge,-31.102905,152.807672
1994,2792,Burnt Yards,-33.585625,149.031455
1995,2739,Buronga,-34.171443,142.182794
1996,4505,Burpengary,-27.170790,152.954767
1997,5417,Burra,-33.682472,138.938323
1998,2722,Burra Creek,-34.892408,148.101801
1999,5417,Burra Eastern Districts,-33.793633,139.213781
2000,2830,Burrabadine,-32.237737,148.516680
2001,2732,Burraboi,-35.342175,144.399744
2002,6421,Burracoppin,-31.397419,118.478039
2003,2576,Burradoo,-34.506395,150.404854
2004,2795,Burraga,-33.947964,149.530130
2005,2550,Burragate,-37.001083,149.628928
2006,3730,Burramine,-35.995232,145.895321
2007,3730,Burramine South,-36.055294,145.831740
2008,6490,Burran Rock,-31.260227,118.008744
2009,2650,Burrandana,-35.418993,147.351011
2010,2230,Burraneer,-34.065063,151.137171
2011,2594,Burrangong,-34.287811,148.268425
2012,2447,Burrapine,-30.740060,152.655154
2013,2577,Burrawang,-34.593302,150.518264
2014,2429,Burrell Creek,-31.951999,152.295687
2015,2386,Burren Junction,-30.105176,148.965674
2016,2540,Burrier,-34.870381,150.451137
2017,2539,Burrill Lake,-35.387189,150.449603
2018,2483,Burringbar,-28.434333,153.471284
2019,2582,Burrinjuck,-34.976658,148.623310
2020,2821,Burroway,-32.057228,148.263375
2021,3709,Burrowye,-36.048847,147.561427
2022,4659,Burrum,-25.184233,152.614149
2023,4659,Burrum Heads,-25.184233,152.614149
2024,4659,Burrum River,-25.273406,152.580724
2025,4659,Burrum Town,-25.331732,152.580229
2026,3352,Burrumbeet,-37.473098,143.656645
2027,2642,Burrumbuttock,-35.835429,146.802861
2028,2850,Burrundulla,-32.623433,149.639181
2029,5291,Burrungule,-37.783970,140.575164
2030,6714,Burrup,-20.620817,116.784603
2031,6100,Burswood,-31.959952,115.902637
2032,5110,Burton,-34.735556,138.597909
2033,4680,Burua,-23.942588,151.221904
2034,3125,Burwood,-37.852805,145.151909
2035,3151,Burwood East,-37.858352,145.138553
2036,3151,Burwood Heights,-37.852535,145.150335
2037,2134,Burwood North,-33.876154,151.103933
2038,2168,Busby,-33.910896,150.875155
2039,2469,Busbys Flat,-29.038162,152.810381
2040,2259,Bushells Ridge,-33.210392,151.476534
2041,3281,Bushfield,-38.325329,142.505522
2042,4818,Bushland Beach,-19.194592,146.675330
2043,4702,Bushley,-23.528802,150.260157
2044,7140,Bushy Park,-42.708940,146.898243
2045,6280,Busselton,-33.650546,115.347032
2046,4885,Butchers Creek,-17.363155,145.693770
2047,3885,Butchers Ridge,-37.262060,148.260612
2048,5560,Bute,-33.863962,138.007629
2049,6036,Butler,-31.649385,115.709860
2050,2830,Butlers Falls,-32.310736,148.625579
2051,7140,Butlers Gorge,-42.272177,146.266736
2052,2283,Buttaba,-33.050936,151.571937
2053,2323,Buttai,-32.819352,151.560660
2054,2321,Butterwick,-32.658257,151.639005
2055,4660,Buxton,-25.196679,152.537040
2056,2446,Byabarra,-31.534350,152.528239
2057,2628,Byadbo Wilderness,-36.846098,148.429585
2058,3301,Byaduk,-37.952429,141.987783
2059,3300,Byaduk North,-37.880712,141.960066
2060,2484,Byangum,-28.361173,153.385150
2061,3678,Byawatha,-36.287608,146.448151
2062,4387,Bybera,-28.280370,150.886064
2063,4605,Byee,-26.189047,151.850578
2064,4680,Byellee,-23.872484,151.192943
2065,4703,Byfield,-22.848493,150.651540
2066,6122,Byford,-32.221725,116.007200
2067,2669,Bygalorie,-33.498371,146.803615
2068,2849,Bylong,-32.417309,150.114058
2069,4455,Bymount,-26.081763,148.544029
2070,2798,Byng,-33.343288,149.254464
2071,3617,Byrneside,-36.416975,145.149914
2072,4625,Byrnestown,-25.523540,151.762265
2073,2831,Byrock,-30.661860,146.403970
2074,2481,Byron Bay,-28.643387,153.612224
2075,2484,Byrrill Creek,-28.442628,153.226866
2076,2621,Bywong,-35.179788,149.345703
2077,3888,Cabanandra,-37.160780,148.675730
2078,2137,Cabarita,-33.849081,151.113765
2079,2488,Cabarita Beach,-28.332149,153.569695
2080,4352,Cabarlah,-27.424504,151.992604
2081,3364,Cabbage Tree,-37.278159,143.890311
2082,3889,Cabbage Tree Creek,-37.704375,148.710484
2083,2477,Cabbage Tree Island,-28.983995,153.456889
2084,6726,Cable Beach,-17.950181,122.196423
2085,4510,Caboolture,-27.085007,152.951707
2086,4510,Caboolture South,-27.097374,152.948980
2087,4312,Caboonbah,-27.141566,152.499727
2088,2166,Cabramatta,-33.895070,150.935889
2089,2166,Cabramatta West,-33.899136,150.917514
2090,2629,Cabramurra,-35.939511,148.385746
2091,5321,Cadell,-34.089801,139.766386
2092,5321,Cadell Lagoon,-34.032348,139.755336
2093,3442,Cadello,-37.295815,144.543992
2094,5271,Cadgee,-36.756955,140.780314
2095,2800,Cadia,-33.455109,148.993510
2096,6466,Cadoux,-30.768036,117.135417
2097,2850,Caerleon,-32.569912,149.549841
2098,4343,Caffey,-27.695930,152.215408
2099,2424,Caffreys Flat,-31.802185,152.068568
2100,6443,Caiguna,-32.253135,125.516246
2101,4285,Cainbable,-28.149819,153.096048
2102,4722,Cairdbeign,-24.249511,148.051143
2103,2446,Cairncross,-31.343251,152.672398
2104,3023,Cairnlea,-37.762076,144.754169
2105,4870,Cairns,-16.925397,145.775178
2106,7116,Cairns Bay,-43.191056,146.959609
2107,4870,Cairns Central,-16.925022,145.772180
2108,4870,Cairns North,-16.906599,145.759714
2109,4870,Cairns Orchid Plaza,-16.922503,145.777718
2110,2648,Cal Lal,-34.006404,141.115301
2111,2340,Calala,-31.129764,150.946878
2112,2460,Calamia,-29.853152,153.108592
2113,4116,Calamvale,-27.623928,153.050074
2114,2871,Calarie,-33.334669,147.989966
2115,4670,Calavos,-24.936598,152.444479
2116,5671,Calca,-33.026298,134.361383
2117,4816,Calcium,-19.676411,146.836419
2118,7325,Calder,-41.070070,145.629108
2119,3049,Calder Park,-37.700648,144.755896
2120,3984,Caldermeade,-38.257421,145.550044
2121,4478,Caldervale,-25.105912,146.818423
2122,2527,Calderwood,-34.552252,150.707252
2123,2710,Caldwell,-35.630254,144.502142
2124,4798,Calen,-20.897518,148.771151
2125,2250,Calga,-33.438350,151.236467
2126,4570,Calgoa,-25.874015,152.263048
2127,4570,Calico Creek,-26.299486,152.647368
2128,2729,Califat,-35.243609,148.080654
2129,3556,California Gully,-36.732656,144.257173
2130,2710,Calimo,-35.434654,144.552357
2131,6569,Calingiri,-31.091752,116.448840
2132,4390,Calingunee,-27.986113,150.336400
2133,5310,Caliph,-34.654710,140.282598
2134,6167,Calista,-32.247262,115.806558
2135,3573,Calivil,-36.298763,144.085645
2136,6302,Caljie,-31.728493,116.939400
2137,2308,Callaghan,-35.125235,147.322357
2138,2422,Callaghans Creek,-31.842276,152.060743
2139,2540,Callala Bay,-34.987610,150.718141
2140,2540,Callala Beach,-35.009084,150.696524
2141,4390,Callandoon,-28.496505,150.104923
2142,3381,Callawadda,-36.817331,142.785567
2143,6260,Callcup,-34.589211,115.955321
2144,4680,Callemondah,-23.849313,151.231154
2145,4715,Callide,-24.270966,150.499863
2146,3844,Callignee,-38.377210,146.603156
2147,3844,Callignee North,-38.321442,146.617446
2148,5254,Callington,-35.115486,139.043714
2149,2462,Calliope,-29.618586,153.071360
2150,5501,Calomba,-34.392682,138.415915
2151,2795,Caloola,-33.617883,149.434865
2152,5254,Caloote,-34.964177,139.260306
2153,2705,Calorafield,-34.439842,146.220656
2154,4551,Caloundra,-26.804636,153.130349
2155,4551,Caloundra West,-26.792249,153.111959
2156,5341,Calperum,-34.205781,140.689287
2157,3971,Calrossie,-38.493910,146.666161
2158,5490,Caltowie,-33.181404,138.481520
2159,5490,Caltowie North,-33.131369,138.514363
2160,5490,Caltowie West,-33.108818,138.341988
2161,3875,Calulu,-37.786277,147.508519
2162,4340,Calvert,-27.662777,152.516008
2163,2577,Calwalla,-34.567326,150.478036
2164,2905,Calwell,-35.435280,149.112290
2165,6728,Camballin,-17.986747,124.178459
2166,2632,Cambalong,-36.877712,149.114802
2167,3779,Cambarville,-37.560312,145.885335
2168,2330,Camberwell,-32.479701,151.092002
2169,3126,Camberwell East,-37.840195,145.094524
2170,3124,Camberwell North,-37.825705,145.068352
2171,3124,Camberwell South,-37.825705,145.068352
2172,3124,Camberwell West,-37.840088,145.093634
2173,2540,Cambewarra,-34.820751,150.542226
2174,2540,Cambewarra Village,-34.823090,150.559835
2175,4719,Camboon,-25.049303,150.163389
2176,4358,Cambooya,-27.706725,151.863738
2177,2420,Cambra,-32.455835,151.830460
2178,5353,Cambrai,-34.651766,139.284528
2179,3352,Cambrian Hill,-37.625250,143.832618
2180,4822,Cambridge,-20.421992,142.553597
2181,2747,Cambridge Gardens,-33.735558,150.721712
2182,6743,Cambridge Gulf,-15.174208,128.550721
2183,2747,Cambridge Park,-33.751520,150.725439
2184,2469,Cambridge Plateau,-28.762136,152.722809
2185,4552,Cambroon,-26.640030,152.685614
2186,7320,Camdale,-41.041509,145.841099
2187,2570,Camden,-34.054599,150.695678
2188,2443,Camden Head,-31.646864,152.834560
2189,5038,Camden Park,-34.968380,138.543432
2190,2570,Camden South,-34.087480,150.695074
2191,2142,Camellia,-33.816872,151.022191
2192,7316,Camena,-41.167417,145.966402
2193,2880,Cameron Corner,-29.001582,141.001978
2194,2285,Cameron Park,-32.933952,151.655731
2195,2359,Camerons Creek,-30.337816,151.105149
2196,4300,Camira,-27.634493,152.916039
2197,2062,Cammeray,-33.821953,151.210430
2198,4730,Camoola,-23.044622,144.525193
2199,4828,Camooweal,-19.921773,138.119119
2200,4871,Camp Creek,-17.623712,145.969437
2201,4152,Camp Hill,-27.493015,153.076507
2202,4520,Camp Mountain,-27.395000,152.873677
2203,7026,Campania,-42.664221,147.421446
2204,4820,Campaspe,-20.708723,146.317285
2205,3564,Campaspe West,-36.131154,144.728548
2206,2612,Campbell,-35.290006,149.153091
2207,4625,Campbell Creek,-25.711338,151.690896
2208,7210,Campbell Town,-41.928807,147.493620
2209,3061,Campbellfield,-37.643746,144.951369
2210,3381,Campbells Bridge,-36.916423,142.785635
2211,3451,Campbells Creek,-37.094107,144.203759
2212,3556,Campbells Forest,-36.618200,144.122033
2213,4521,Campbells Pocket,-27.071840,152.808774
2214,5074,Campbelltown,-34.878302,138.663553
2215,2560,Campbelltown North,-34.065840,150.824890
2216,1450,Camperdown,-30.305815,153.136790
2217,5640,Campoona,-33.502394,136.446932
2218,2194,Campsie,-33.914373,151.103465
2219,2318,Campvale,-32.769906,151.851897
2220,2281,Cams Wharf,-33.127824,151.621585
2221,2046,Canada Bay,-33.863194,151.116398
2222,3350,Canadian,-37.584072,143.883055
2223,2850,Canadian Lead,-32.410681,149.581564
2224,4413,Canaga,-26.673531,150.921307
2225,4702,Canal Creek,-22.970113,150.475084
2226,3537,Canary Island,-35.986353,143.874630
2227,2835,Canbelego,-31.456755,146.282759
2228,2601,Canberra,-35.302425,149.114587
2229,2609,Canberra International Airport,-35.303411,149.194007
2230,6315,Cancanning,-33.115280,117.586670
2231,2550,Candelo,-36.767311,149.695188
2232,6710,Cane,-22.095000,115.855280
2233,2460,Cangai,-29.508401,152.479215
2234,5268,Cangara,-36.341667,140.740155
2235,4630,Cania,-24.617427,150.943098
2236,2480,Caniaba,-28.835685,153.206732
2237,3630,Caniambo,-36.492115,145.649789
2238,4570,Canina,-26.143974,152.740487
2239,2166,Canley Heights,-33.883633,150.923895
2240,2166,Canley Vale,-33.887291,150.943275
2241,3890,Cann River,-37.564236,149.151747
2242,6627,Canna,-28.896856,115.861125
2243,5268,Cannawigara,-36.253344,140.674319
2244,3540,Cannie,-35.758550,143.445376
2245,4630,Cannindah,-24.864758,151.237684
2246,4357,Canning Creek,-28.229377,151.154059
2247,6111,Canning Mills,-32.071088,116.105070
2248,6155,Canning Vale,-32.057985,115.918139
2249,6155,Canning Vale South,-32.070862,115.891717
2250,6107,Cannington,-32.019462,115.939199
2251,4370,Canningvale,-28.246876,152.073729
2252,4310,Cannon Creek,-28.071862,152.728899
2253,4170,Cannon Hill,-27.469678,153.097305
2254,4800,Cannon Valley,-20.310512,148.657547
2255,3977,Cannons Creek,-38.212992,145.315447
2256,4802,Cannonvale,-20.277364,148.699214
2257,3393,Cannum,-36.310127,142.243725
2258,2800,Canobolas,-33.298346,149.047339
2259,2157,Canoelands,-33.508714,151.061148
2260,2825,Canonba,-31.347072,147.345556
2261,4702,Canoona,-23.080850,150.277841
2262,5419,Canowie,-33.388018,138.759817
2263,5420,Canowie Belt,-33.181747,138.758352
2264,2804,Canowindra,-33.562223,148.664910
2265,2193,Canterbury,-33.910848,151.121145
2266,2263,Canton Beach,-33.271922,151.544045
2267,5291,Canunda,-37.659048,140.263775
2268,4275,Canungra,-28.017174,153.164715
2269,2577,Canyonleigh,-34.588633,150.118763
2270,4157,Capalaba,-27.525711,153.193360
2271,4157,Capalaba West,-27.514226,153.180017
2272,2429,Caparra,-31.730732,152.248477
2273,6452,Cape Arid,-33.639440,123.433330
2274,7257,Cape Barren Island,-40.391808,148.232722
2275,5223,Cape Borda,-35.770818,136.757903
2276,3305,Cape Bridgewater,-38.370774,141.401813
2277,6532,Cape Burney,-28.861013,114.642753
2278,3351,Cape Clear,-37.786818,143.612778
2279,4810,Cape Cleveland,-19.334039,147.031890
2280,3888,Cape Conran,-37.780263,148.717584
2281,4800,Cape Conway,-20.298122,148.746961
2282,5291,Cape Douglas,-38.002259,140.610855
2283,4800,Cape Gloucester,-20.065963,148.453709
2284,4740,Cape Hillsborough,-20.932593,149.010339
2285,5275,Cape Jaffa,-36.946556,139.683476
2286,5204,Cape Jervis,-35.603683,138.105284
2287,6450,Cape Le Grand,-33.920000,122.315830
2288,4025,Cape Moreton,-27.026892,153.452601
2289,3233,Cape Otway,-38.852976,143.522782
2290,3995,Cape Paterson,-38.670860,145.656474
2291,7264,Cape Portland,-40.784899,147.993937
2292,6707,Cape Range National Park,-22.158615,113.920333
2293,3939,Cape Schanck,-38.464988,144.899983
2294,4873,Cape Tribulation,-16.079301,145.468297
2295,3925,Cape Woolamai,-38.543380,145.340775
2296,2469,Capeen Creek,-28.544132,152.649342
2297,6271,Capel,-33.557565,115.558897
2298,6271,Capel River,-33.647220,115.669440
2299,4723,Capella,-23.086102,148.023080
2300,3579,Capels Crossing,-35.615243,143.942374
2301,2846,Capertee,-33.148969,149.990010
2302,2371,Capoompeta,-29.393231,152.041527
2303,6642,Capricorn,-23.937780,119.845280
2304,4677,Captain Creek,-24.292033,151.779995
2305,2623,Captains Flat,-35.552827,149.445083
2306,4357,Captains Mountain,-27.922228,151.170586
2307,6041,Caraban,-31.353571,115.526545
2308,6033,Carabooda,-31.603480,115.746096
2309,2650,Carabost,-35.578722,147.717144
2310,3623,Carag Carag,-36.462334,144.904277
2311,2810,Caragabal,-33.843829,147.739256
2312,5641,Caralue,-33.236590,136.064500
2313,3371,Caralulup,-37.205024,143.637709
2314,3274,Caramut,-37.912068,142.523202
2315,6566,Carani,-31.008556,116.433184
2316,3478,Carapooee,-36.711719,143.314010
2317,3478,Carapooee West,-36.730657,143.288292
2318,3312,Carapook,-37.551741,141.541128
2319,2225,Caravan Head,-33.997441,151.087892
2320,4878,Caravonica,-16.871009,145.678260
2321,5680,Carawa,-32.364553,134.235027
2322,4723,Carbine Creek,-23.261870,147.803254
2323,6701,Carbla,-26.198822,114.291389
2324,3678,Carboor,-36.596229,146.522339
2325,4130,Carbrook,-27.687086,153.276026
2326,6280,Carbunup River,-33.699340,115.189061
2327,2850,Carcalgong,-32.853420,149.697200
2328,2791,Carcoar,-33.609622,149.140601
2329,5301,Carcuma,-35.575453,140.043325
2330,2285,Cardiff,-32.939705,151.659343
2331,2285,Cardiff Heights,-32.936219,151.672253
2332,2285,Cardiff South,-32.957742,151.661447
2333,3352,Cardigan,-37.526537,143.747739
2334,3352,Cardigan Village,-37.524031,143.741734
2335,3978,Cardinia,-38.145962,145.423291
2336,3496,Cardross,-34.292017,142.145463
2337,4854,Cardstone,-17.751214,145.609392
2338,6122,Cardup,-32.248780,116.007817
2339,4849,Cardwell,-18.265652,146.027929
2340,2107,Careel Bay,-33.623135,151.327046
2341,5270,Carew,-36.301149,140.471463
2342,2283,Carey Bay,-33.027126,151.605836
2343,5144,Carey Gully,-34.973365,138.754892
2344,6230,Carey Park,-33.352780,115.642023
2345,3334,Cargerie,-37.804935,143.980293
2346,2800,Cargo,-33.423633,148.808929
2347,4152,Carina,-27.495728,153.088686
2348,4152,Carina Heights,-27.503852,153.090545
2349,2831,Carinda,-30.461198,147.691173
2350,4152,Carindale,-27.505783,153.102356
2351,6020,Carine,-31.850982,115.778122
2352,3825,Caringal,-37.946690,146.345252
2353,2229,Caringbah,-34.043160,151.123102
2354,3464,Carisbrook,-37.007853,143.796275
2355,2630,Carlaminda,-36.254154,149.309474
2356,2118,Carlingford,-33.782959,151.047707
2357,2118,Carlingford Court,-33.776166,151.052400
2358,2118,Carlingford North,-33.763237,151.047719
2359,6101,Carlisle,-31.975068,115.914930
2360,6101,Carlisle North,-31.975068,115.914930
2361,3239,Carlisle River,-38.556481,143.398828
2362,6101,Carlisle South,-31.984714,115.919527
2363,6275,Carlotta,-34.096977,115.778516
2364,3442,Carlsruhe,-37.286556,144.513823
2365,2218,Carlton,-33.968523,151.124528
2366,3054,Carlton North,-37.784337,144.969747
2367,7173,Carlton River,-42.866817,147.699985
2368,3053,Carlton South,-37.778987,145.002600
2369,3685,Carlyle,-35.996711,146.484777
2370,6076,Carmel,-32.018516,116.084188
2371,4739,Carmila,-21.910044,149.416599
2372,4852,Carmoo,-17.943944,146.051902
2373,6517,Carnamah,-29.688487,115.886125
2374,6701,Carnarvon,-24.883717,113.656956
2375,3163,Carnegie,-37.889336,145.058121
2376,4310,Carneys Creek,-28.232625,152.560846
2377,3351,Carngham,-37.576056,143.578864
2378,2460,Carnham,-29.332638,152.537421
2379,2660,Carnsdale,-35.670726,146.999996
2380,2347,Caroda,-30.020601,150.363496
2381,4300,Carole Park,-27.608168,152.933899
2382,5291,Caroline,-37.921992,140.850471
2383,3023,Caroline Springs,-37.741240,144.736311
2384,2486,Carool,-28.230291,153.419146
2385,2343,Caroona,-31.399114,150.427946
2386,4344,Carpendale,-27.589099,152.153257
2387,3260,Carpendeit,-38.380341,143.258021
2388,4823,Carpentaria,-18.127441,139.959459
2389,5291,Carpenter Rocks,-37.911053,140.397691
2390,6423,Carrabin,-31.374940,118.692434
2391,2311,Carrabolla,-32.291617,151.405936
2392,2440,Carrai,-30.899756,152.248557
2393,3844,Carrajung,-38.374056,146.685294
2394,3874,Carrajung South,-38.379257,146.791268
2395,2163,Carramar,-33.884558,150.961884
2396,3361,Carranballac,-37.701093,143.218205
2397,4825,Carrandotta,-21.970873,138.617000
2398,4211,Carrara,-28.015760,153.368672
2399,6532,Carrarang,-26.478890,113.507136
2400,2711,Carrathool,-34.407182,145.430787
2401,2871,Carrawabbity,-33.364390,147.841057
2402,7291,Carrick,-41.533413,147.010575
2403,5204,Carrickalinga,-35.427193,138.327154
2404,5432,Carrieton,-32.424639,138.529153
2405,2294,Carrington,-32.916023,151.765725
2406,2577,Carrington Falls,-34.632892,150.660769
2407,2340,Carroll,-30.986643,150.444920
2408,2372,Carrolls Creek,-28.830120,152.093666
2409,6317,Carrolup,-33.683610,117.376670
2410,3480,Carron,-36.292385,142.739051
2411,2330,Carrowbrook,-32.270899,151.306284
2412,2460,Carrs Creek,-29.653051,152.917205
2413,2460,Carrs Island,-29.670100,152.912582
2414,2460,Carrs Peninsular,-29.643605,152.905916
2415,4816,Carruchan,-18.203881,145.889584
2416,3197,Carrum,-38.076364,145.123205
2417,3201,Carrum Downs,-38.090783,145.191719
2418,4034,Carseldine,-27.346256,153.013940
2419,2221,Carss Park,-33.986556,151.119041
2420,4806,Carstairs,-19.669608,147.446511
2421,4563,Carters Ridge,-26.449302,152.766298
2422,6316,Cartmeticup,-33.470000,117.517500
2423,2168,Cartwright,-33.926577,150.890356
2424,2650,Cartwrights Hill,-35.069754,147.389575
2425,3494,Carwarp,-34.457991,142.230811
2426,2849,Carwell,-32.840409,149.906368
2427,2620,Carwoola,-35.365294,149.336975
2428,6450,Cascade,-33.381940,121.118060
2429,7151,Casey,-41.518719,146.642660
2430,4500,Cashmere,-27.310723,152.907684
2431,3305,Cashmore,-38.311967,141.481232
2432,2470,Casino,-28.863887,153.046151
2433,2329,Cassilis,-32.007883,149.980435
2434,5223,Cassini,-35.587468,137.319796
2435,4873,Cassowary,-16.530390,145.424758
2436,5076,Castambul,-34.869357,138.752695
2437,4567,Castaways Beach,-26.430258,153.105728
2438,3777,Castella,-37.526926,145.420130
2439,3311,Casterton,-37.584211,141.405944
2440,2069,Castle Cove,-33.784165,151.199948
2441,3691,Castle Creek,-36.183374,146.827113
2442,3585,Castle Donnington,-35.418038,143.594275
2443,2350,Castle Doyle,-30.586704,151.758010
2444,7116,Castle Forbes Bay,-43.131209,146.979630
2445,1765,Castle Hill,-33.735906,151.030535
2446,2333,Castle Rock,-32.210062,150.732863
2447,3862,Castleburn,-37.573541,147.187425
2448,2068,Castlecrag,-33.802403,151.212643
2449,3450,Castlemaine,-37.063869,144.217101
2450,2749,Castlereagh,-33.668796,150.676550
2451,6450,Castletown,-33.836337,121.909483
2452,7315,Castra,-41.287509,146.115636
2453,6167,Casuarina,-32.237622,115.874563
2454,2170,Casula,-33.947350,150.907753
2455,2170,Casula Mall,-33.950422,150.909367
2456,6507,Cataby,-30.736585,115.541950
2457,2536,Catalina,-35.723476,150.192552
2458,3981,Catani,-38.188905,145.648437
2459,2560,Cataract,-34.261883,150.804049
2460,3377,Cathcart,-37.304935,142.879648
2461,2557,Catherine Field,-33.993545,150.774858
2462,2281,Catherine Hill Bay,-33.161795,151.626395
2463,3714,Cathkin,-37.141080,145.589081
2464,2823,Cathundral,-31.921496,147.837012
2465,2756,Cattai,-33.555841,150.909515
2466,6255,Catterick,-33.826110,116.145000
2467,4407,Cattle Creek,-27.648300,150.836678
2468,3537,Catumnal,-36.090288,143.644117
2469,3162,Caulfield,-37.880479,145.026806
2470,3145,Caulfield East,-37.875412,145.041976
2471,3161,Caulfield North,-37.901678,145.023570
2472,3162,Caulfield South,-37.886903,145.021979
2473,5238,Caurnamont,-34.848369,139.583370
2474,2604,Causeway,-35.317703,149.150133
2475,4703,Causeway Lake,-23.198344,150.789220
2476,2582,Cavan,-35.022931,148.835379
2477,3660,Caveat,-37.091133,145.495713
2478,5422,Cavenagh,-32.729333,139.000159
2479,3314,Cavendish,-37.526205,142.039943
2480,6055,Caversham,-31.873677,115.977483
2481,2281,Caves Beach,-33.108212,151.640147
2482,7304,Caveside,-41.595636,146.432449
2483,5291,Caveton,-37.941796,140.805318
2484,4702,Cawarral,-23.255353,150.663810
2485,4352,Cawdor,-27.463119,151.906431
2486,2474,Cawongla,-28.591753,153.103105
2487,2171,Cecil Hills,-33.883696,150.853171
2488,2178,Cecil Park,-33.874780,150.838225
2489,4407,Cecil Plains,-27.530341,151.190935
2490,2259,Cedar Brush Creek,-33.147255,151.258292
2491,4520,Cedar Creek,-27.327982,152.802966
2492,4285,Cedar Grove,-27.861267,152.980397
2493,2429,Cedar Party,-31.796941,152.390100
2494,4570,Cedar Pocket,-26.198579,152.752262
2495,2474,Cedar Point,-28.681713,152.992978
2496,4285,Cedar Vale,-27.879860,153.015694
2497,4514,Cedarton,-26.861700,152.815532
2498,5690,Ceduna,-32.126082,133.675174
2499,2424,Cells River,-31.553043,152.062941
2500,4352,Cement Mills,-28.332675,151.504945
2501,4350,Centenary Heights,-27.580357,151.964525
2502,2756,Central Colo,-33.416384,150.784635
2503,2775,Central Macdonald,-33.331658,150.975498
2504,2250,Central Mangrove,-33.292384,151.234661
2505,3145,Central Park,-37.866895,145.048737
2506,7304,Central Plateau,-41.845885,146.571557
2507,4001,Central Plaza,-27.947415,153.394629
2508,4701,Central Queensland University,-23.319762,150.522583
2509,2546,Central Tilba,-36.311773,150.084817
2510,4627,Ceratodus,-25.288528,151.139849
2511,3221,Ceres,-38.172189,144.258950
2512,6511,Cervantes,-30.498083,115.081138
2513,2325,Cessnock,-32.832943,151.353993
2514,2325,Cessnock West,-32.840026,151.341115
2515,7306,Cethana,-41.476789,146.132738
2516,3148,Chadstone,-37.886372,145.082527
2517,3148,Chadstone Centre,-37.886372,145.082527
2518,6450,Chadwick,-33.820306,121.887871
2519,2460,Chaelundi,-29.973890,152.377080
2520,5341,Chaffey,-34.101871,140.700891
2521,4610,Chahpingah,-26.470859,151.381578
2522,7215,Chain Of Lagoons,-41.664953,148.283987
2523,5231,Chain Of Ponds,-34.822343,138.832794
2524,2259,Chain Valley Bay,-33.174102,151.580195
2525,2630,Chakola,-36.072585,149.159951
2526,4133,Chambers Flat,-27.735955,153.087955
2527,2460,Chambigne,-29.763733,152.752728
2528,6111,Champion Lakes,-32.121537,115.989224
2529,4413,Chances Plain,-26.748102,150.726241
2530,5680,Chandada,-32.754646,134.674816
2531,6490,Chandler,-31.089450,118.345952
2532,3890,Chandlers Creek,-37.347633,149.202430
2533,5159,Chandlers Hill,-35.072405,138.619173
