Name,StopId,StreetNumber,StreetName,SuburbId,StateId,CountryId,PostCode,EntranceType,Latitude,Longitude,ExitNumber
Woodburn,59,NULL,NULL,947,5,2,2141,Path,-33.871393,151.032327,NULL
Lawson,60,NULL,NULL,951,5,2,2322,Stairs,-32.799407,151.658578,NULL
Addison,62,2,Milton Street,951,5,2,2322,Lift,-32.799471,151.658161,NULL
Addison,61,2,Milton Street,951,5,2,2322,Stairs,-32.799583,151.658334,NULL
Pacific,63,NULL,Pacific Highway,962,5,2,2081,Ramp,-33.622914,151.153563,NULL
Station,65,5,Station Road,982,5,2,2535,Path,-34.780273,150.696723,NULL
King Georges,67,480,A3,1012,5,2,2209,Lift,-33.949130,151.080829,NULL
King Georges,66,482,A3,1012,5,2,2209,Stairs,-33.949140,151.080867,NULL
King Georges,68,409-413,King Georges Road,1012,5,2,2209,Stairs,-33.949262,151.080478,NULL
Bexley,69,2,Shaw Street,1016,5,2,2207,Stairs,-33.937481,151.113926,NULL
Avalon,70,4,Teresa Street,1122,5,2,2143,Stairs,-33.892536,151.024313,NULL
Great Western,71,264,A32,1159,5,2,2785,Stairs,-33.633972,150.284590,NULL
Station,72,264,Great Western Highway,1159,5,2,2785,Stairs,-33.634005,150.284253,NULL
First,75,40,First Avenue,1169,5,2,2148,Lift,-33.767754,150.907961,3
First,73,42,First Avenue,1169,5,2,2148,Stairs,-33.767777,150.908019,3
First,74,40,First Avenue,1169,5,2,2148,Stairs,-33.767733,150.907968,3
Jim Simpson,77,14,Main Street,1169,5,2,2148,Escalators,-33.768967,150.907296,2
Patrick,79,14,Main Street,1169,5,2,2148,Lift,-33.768899,150.907082,1
Old Richmond,78,9b,Main Street,1169,5,2,2148,Lift,-33.767829,150.907147,4
Patrick,80,10,Main Street,1169,5,2,2148,Stairs,-33.769033,150.906989,1
Jim Simpson,76,14,Main Street,1169,5,2,2148,Stairs,-33.768941,150.907305,2
Old Richmond,81,9b,Main Street,1169,5,2,2148,Stairs,-33.767798,150.906924,4
Wilson,82,NULL,NULL,1197,5,2,2774,Lift,-33.743699,150.609962,NULL
Great Western,86,NULL,NULL,1197,5,2,2774,Stairs,-33.744049,150.609328,NULL
Great Western,85,144,Great Western Highway,1197,5,2,2774,Ramp,-33.744117,150.609388,NULL
Great Western,84,140U,Great Western Highway,1197,5,2,2774,Stairs,-33.743803,150.609686,NULL
Wilson,83,NULL,Wilson Way,1197,5,2,2774,Stairs,-33.743662,150.609805,NULL
Meroo,87,47,Meroo Street,1300,5,2,2541,Path,-34.853744,150.609770,NULL
Princes,89,NULL,Princes Highway,1306,5,2,2533,Ramp,-34.658855,150.853756,NULL
Princes,88,NULL,Princes Highway,1306,5,2,2533,Stairs,-34.658686,150.853768,NULL
Grafton,92,NULL,NULL,1320,5,2,2022,Stairs,-33.890994,151.248208,NULL
Rowe,91,422,Oxford Street,1320,5,2,2022,Ramp,-33.891869,151.248366,NULL
Grafton,90,422,Oxford Street,1320,5,2,2022,Stairs,-33.891030,151.248596,NULL
Station,94,105,Toronto Road,1403,5,2,2284,Ramp,-32.971900,151.604790,NULL
Fourth,93,105,Toronto Road,1403,5,2,2284,Ramp,-32.971699,151.605168,NULL
Kirkham,96,69,Kirkham Road,1511,5,2,2576,Path,-34.477637,150.416797,NULL
Wingercarribee,98,25-29,Station Street,1511,5,2,2576,Lift,-34.478370,150.416576,NULL
Wingercarribee,99,25-29,Station Street,1511,5,2,2576,Lift,-34.478277,150.416394,NULL
Station,95,8,Station Street,1511,5,2,2576,Path,-34.477924,150.416974,NULL
Wingercarribee,97,25-29,Station Street,1511,5,2,2576,Stairs,-34.478416,150.416594,NULL
Kirkham,100,25-29,Station Street,1511,5,2,2576,Stairs,-34.478222,150.416379,NULL
Railway,102,52,Russell Street,1566,5,2,2335,Ramp,-32.662092,151.345535,NULL
Railway,101,2,Station Street,1566,5,2,2335,Ramp,-32.662210,151.345932,NULL
Graham,105,NULL,NULL,1670,5,2,2292,Ramp,-32.922891,151.735065,NULL
Brown,106,NULL,NULL,1670,5,2,2292,Stairs,-32.922368,151.734946,NULL
Brown,104,142,Broadmeadow Road,1670,5,2,2292,Ramp,-32.922164,151.735221,NULL
Graham,103,33,Graham Road,1670,5,2,2292,Stairs,-32.922692,151.735412,NULL
St James,5,2a,Saint James Road,1670,5,2,2292,Ramp,-32.933401,151.720347,NULL
St James,4,2a,Saint James Road,1670,5,2,2292,Stairs,-32.933413,151.720363,NULL
Danger,361,8,Dangar Road,1710,5,2,2083,Stairs,-33.547101,151.226598,NULL
Danger,360,10,Dangar Road,1710,5,2,2083,Stairs,-33.547008,151.226715,NULL
Railway,108,NULL,NULL,1843,5,2,2784,Stairs,-33.723167,150.414989,NULL
Great Western,107,352,A32,1843,5,2,2784,Ramp,-33.723519,150.415201,NULL
Park,109,74A,Park Road,1861,5,2,2516,Lift,-34.333844,150.915069,NULL
Park,110,74A,Park Road,1861,5,2,2516,Lift,-34.333820,150.914931,NULL
Railway,112,41,Park Road,1861,5,2,2516,Path,-34.334339,150.914688,NULL
Franklin,111,41,Park Road,1861,5,2,2516,Path,-34.334286,150.914914,NULL
Church,114,1,Church Street,1902,5,2,2578,Path,-34.656049,150.299572,NULL
Erith,113,9,Railway Avenue,1902,5,2,2578,Ramp,-34.655752,150.299740,NULL
Burradoo,115,123,Burradoo Road,2003,5,2,2576,Path,-34.494186,150.398129,NULL
Burradoo,116,123,Burradoo Road,2003,5,2,2576,Ramp,-34.494185,150.397858,NULL
Burwood,118,212,Burwood Road,2034,5,2,2134,Path,-33.877188,151.103824,NULL
Burwood,117,40,Deane Street,2034,5,2,2134,Stairs,-33.877045,151.103852,NULL
Railway,123,NULL,NULL,2088,5,2,2166,Path,-33.895102,150.938659,NULL
Broomfield,119,86,Broomfield Street,2088,5,2,2166,Lift,-33.894642,150.939104,NULL
Broomfield,120,86A,Broomfield Street,2088,5,2,2166,Stairs,-33.894806,150.939048,NULL
Railway,121,193,Railway Parade,2088,5,2,2166,Lift,-33.894598,150.938813,NULL
Railway,122,201,Railway Parade,2088,5,2,2166,Ramp,-33.894942,150.938732,NULL
Ring,903,NULL,Unnamed Road,2137,5,2,2308,Ramp,-32.888486,151.709521,NULL
Grand,124,181,James Ruse Drive,2191,5,2,2142,Ramp,-33.819181,151.024141,NULL
Hurley,130,2,Farrow Road,2214,5,2,2560,Lift,-34.063200,150.814308,NULL
Farrow,131,NULL,Farrow Road,2214,5,2,2560,Stairs,-34.063323,150.814021,NULL
Farrow,129,2,Farrow Road,2214,5,2,2560,Stairs,-34.063024,150.814409,NULL
Hurley,126,NULL,Hurley Street,2214,5,2,2560,Lift,-34.063591,150.814739,NULL
Hurley,127,NULL,Hurley Street,2214,5,2,2560,Path,-34.063699,150.814622,NULL
Hurley,128,NULL,Hurley Street,2214,5,2,2560,Stairs,-34.063679,150.814614,NULL
Menangle,499,NULL,Menangle Road,2214,5,2,2560,Lift,-34.072492,150.797478,NULL
Menangle,500,NULL,Menangle Road,2214,5,2,2560,Lift,-34.072217,150.797388,NULL
Menangle,501,NULL,Menangle Road,2214,5,2,2560,Stairs,-34.072553,150.797159,NULL
Menangle,502,NULL,Menangle Road,2214,5,2,2560,Stairs,-34.072266,150.797075,NULL
Railway,125,95,Railway Street,2214,5,2,2560,Ramp,-34.064189,150.814813,NULL
Beamish,133,NULL,NULL,2218,5,2,2194,Ramp,-33.910392,151.103557,NULL
Beamish,132,182,Beamish Street,2218,5,2,2194,Ramp,-33.910495,151.103574,NULL
First,135,12,First Avenue,2240,5,2,2166,Ramp,-33.887462,150.943629,NULL
First,134,12A,First Avenue,2240,5,2,2166,Stairs,-33.887443,150.943689,NULL
Railway,137,115,Railway Parade,2240,5,2,2166,Ramp,-33.887346,150.943419,NULL
Railway,136,115,Railway Parade,2240,5,2,2166,Stairs,-33.887234,150.943480,NULL
Canterbury,138,1,Broughton Street,2265,5,2,2193,Path,-33.912116,151.119013,NULL
Mary,143,NULL,NULL,2330,5,2,2285,Lift,-32.941409,151.662255,NULL
Mary,142,NULL,NULL,2330,5,2,2285,Stairs,-32.941457,151.662301,NULL
Main,141,281,Main Road,2330,5,2,2285,Path,-32.941279,151.662819,NULL
Kingsway,144,NULL,NULL,2353,5,2,2229,Lift,-34.041625,151.121914,NULL
Kingsway,145,347,Kingsway,2353,5,2,2229,Stairs,-34.041578,151.121856,NULL
Lloyds,149,314,Cumberland Highway,2356,5,2,2118,Path,-33.782874,151.046657,NULL
Lloyds,146,1A,Lloyds Avenue,2356,5,2,2118,Path,-33.782171,151.047273,NULL
James,147,1A,Lloyds Avenue,2356,5,2,2118,Path,-33.782127,151.046844,NULL
Lloyds,148,1A,Lloyds Avenue,2356,5,2,2118,Ramp,-33.782709,151.046786,NULL
Pennant Hills,150,312B,Pennant Hills Road,2356,5,2,2118,Path,-33.783043,151.046351,NULL
Carlton,154,NULL,NULL,2365,5,2,2218,Stairs,-33.968092,151.124237,NULL
Carlton,152,37,Carlton Parade,2365,5,2,2218,Lift,-33.968010,151.124390,NULL
Carlton,155,37,Carlton Parade,2365,5,2,2218,Ramp,-33.967980,151.124179,NULL
Railway,151,310,Railway Parade,2365,5,2,2218,Lift,-33.968422,151.124536,NULL
Railway,153,318,Railway Parade,2365,5,2,2218,Stairs,-33.968468,151.124344,NULL
Carramar,157,33,Carramar Avenue,2395,5,2,2163,Path,-33.884316,150.960564,NULL
Sandal,156,144C,Wattle Avenue,2395,5,2,2163,Path,-33.884768,150.960729,NULL
Casula,159,2,Casula Road,2454,5,2,2170,Lift,-33.950352,150.912079,NULL
Casula,161,2,Casula Road,2454,5,2,2170,Path,-33.950368,150.911705,NULL
Casula,162,2,Casula Road,2454,5,2,2170,Stairs,-33.950329,150.911686,NULL
Casula,158,1,Powerhouse Road,2454,5,2,2170,Stairs,-33.950049,150.912137,NULL
Casula,160,6,Rushton Place,2454,5,2,2170,Lift,-33.950187,150.911728,NULL
Railway,186,NULL,NULL,2565,5,2,2067,Lift,-33.796898,151.180712,NULL
Orchard,185,NULL,NULL,2565,5,2,2067,Lift,-33.796735,151.181176,NULL
Thomas,187,2-4,Thomas Street,2565,5,2,2067,Lift,-33.797930,151.180693,NULL
Thomas,189,2-4,Thomas Street,2565,5,2,2067,Stairs,-33.797903,151.180647,NULL
Thomas,183,NULL,Unnamed Road,2565,5,2,2067,Lift,-33.797651,151.181263,NULL
Post Office,179,495,Victoria Avenue,2565,5,2,2067,Escalators,-33.797185,151.181428,NULL
Railway,190,461,Victoria Avenue,2565,5,2,2067,Escalators,-33.797050,151.180536,NULL
Orchard,181,45,Victoria Avenue,2565,5,2,2067,Escalators,-33.796736,151.181364,NULL
Post Office,182,1,Victoria Avenue,2565,5,2,2067,Lift,-33.797176,151.181303,NULL
Thomas,184,436,Victoria Avenue,2565,5,2,2067,Stairs,-33.797667,151.181181,NULL
Post Office,178,430,Victoria Avenue,2565,5,2,2067,Stairs,-33.797227,151.181442,NULL
Railway,188,438,Victoria Avenue,2565,5,2,2067,Stairs,-33.797095,151.180673,NULL
Railway,191,438,Victoria Avenue,2565,5,2,2067,Stairs,-33.797015,151.180521,NULL
Orchard,180,430,Victoria Avenue,2565,5,2,2067,Stairs,-33.796775,151.181380,NULL
Cheltenham,193,22,Cheltenham Road,2575,5,2,2119,Lift,-33.755439,151.078109,NULL
Cheltenham,192,22,Cheltenham Road,2575,5,2,2119,Stairs,-33.755397,151.078149,NULL
Chester Hill,194,9,Chester Hill Road,2597,5,2,2162,Path,-33.883688,151.000462,NULL
Bells,1010,NULL,Unnamed Road,2673,5,2,2790,Stairs,-33.471841,150.202119,NULL
Racecource,206,40a,Racecourse Road,2678,5,2,2756,Path,-33.608488,150.787844,NULL
Racecource,207,40a,Racecourse Road,2678,5,2,2756,Ramp,-33.608594,150.787763,NULL
Racecource,205,40a,Racecourse Road,2678,5,2,2756,Ramp,-33.608442,150.787892,NULL
Berry,208,3,Sutherland Street,2749,5,2,2142,Ramp,-33.835546,151.017038,1
Lawrence Hargrave,210,220,Lawrence Hargrave Drive,2757,5,2,2508,Stairs,-34.242535,150.977052,NULL
Cater,213,21,Cater Street,2831,5,2,2515,Stairs,-34.289892,150.943031,NULL
Como,216,111,Como Parade,2892,5,2,2226,Ramp,-34.004471,151.067689,NULL
Railway,214,31,Novara Crescent,2892,5,2,2226,Stairs,-34.004540,151.068330,NULL
Railway,215,27,Novara Crescent,2892,5,2,2226,Stairs,-34.004376,151.068248,NULL
King,220,NULL,NULL,2902,5,2,2138,Lift,-33.848089,151.085199,NULL
Queen,218,NULL,NULL,2902,5,2,2138,Lift,-33.848031,151.085901,NULL
Queen,217,NULL,NULL,2902,5,2,2138,Stairs,-33.848092,151.085952,NULL
King,221,NULL,NULL,2902,5,2,2138,Stairs,-33.847954,151.085190,NULL
King,219,40,Victoria Avenue,2902,5,2,2138,Stairs,-33.848213,151.085212,NULL
Bridge,222,25,Bridge Street,2925,5,2,2500,Stairs,-34.438239,150.885120,NULL
Gladsone,223,128,Gladstone Avenue,2925,5,2,2500,Ramp,-34.437965,150.884845,NULL
Duff,225,NULL,NULL,3136,5,2,2518,Path,-34.375494,150.905148,NULL
Pacific,64,1007,Pacific Highway,3177,5,2,2081,Ramp,-33.623002,151.153142,NULL
Pacific,228,1133,Pacific Highway,3177,5,2,2081,Ramp,-33.593789,151.171565,NULL
Pacific,227,1164A,Pacific Highway,3177,5,2,2081,Ramp,-33.592980,151.171638,NULL
Cronulla,233,NULL,NULL,3260,5,2,2230,Path,-34.055357,151.151434,NULL
Cronulla,232,138,Cronulla Street,3260,5,2,2230,Path,-34.055727,151.151599,NULL
Cronulla,231,20,Laycock Avenue,3260,5,2,2230,Path,-34.056840,151.151721,NULL
Hennessy,234,29,Hennessy Street,3285,5,2,2132,Ramp,-33.882836,151.115515,NULL
Paisley,235,2A,The Strand,3285,5,2,2132,Stairs,-33.883185,151.115082,NULL
Bong Bong,238,NULL,NULL,3475,5,2,2530,Path,-34.493482,150.791460,NULL
Bong Bong,239,20,Bong Bong Road,3475,5,2,2530,Path,-34.493435,150.791306,NULL
Station,236,30,Hamilton Street,3475,5,2,2530,Path,-34.492358,150.792222,NULL
Staiton,237,1,Station Street,3475,5,2,2530,Path,-34.493077,150.791833,NULL
Gordon,240,2C,Gordon Crescent,3597,5,2,2114,Path,-33.799519,151.086753,NULL
School,246,2,Doonside Road,3752,5,2,2767,Ramp,-33.764015,150.869281,NULL
Cross,247,17,Hill End Road,3752,5,2,2767,Ramp,-33.763627,150.869234,NULL
Main,248,4A,Wamsley Street,3754,5,2,2264,Path,-33.083823,151.501041,NULL
Newport,249,4A,Wamsley Street,3754,5,2,2264,Stairs,-33.084114,151.500864,NULL
Newport,250,4A,Wamsley Street,3754,5,2,2264,Stairs,-33.084021,151.500698,NULL
Camden,251,3,Camden Road,3769,5,2,2569,Path,-34.183233,150.710546,NULL
Camden,252,28,Station Street West,3769,5,2,2569,Path,-34.183303,150.710538,NULL
New Canterbury,253,NULL,NULL,3859,5,2,2203,Stairs,-33.904761,151.139002,NULL
Bedford,256,3,Bedford Crescent,3859,5,2,2203,Lift,-33.910626,151.140555,NULL
Bedford,255,1,Bedford Crescent,3859,5,2,2203,Stairs,-33.910671,151.140584,NULL
Constitution,17,66,Constitution Road,3859,5,2,2203,Path,-33.902049,151.138043,NULL
Grove,16,66,Constitution Road,3859,5,2,2203,Path,-33.902045,151.138159,NULL
Davis,906,10A,Davis Street,3859,5,2,2203,Path,-33.898962,151.140003,NULL
New Canterbury,254,486,New Canterbury Road,3859,5,2,2203,Lift,-33.904772,151.138975,NULL
Weston,907,77,Weston Street,3859,5,2,2203,Path,-33.898812,151.139864,NULL
Kissing Point,260,NULL,NULL,3882,5,2,2117,Path,-33.803397,151.032467,NULL
Kissing Point,258,57,Kissing Point Road,3882,5,2,2117,Ramp,-33.803883,151.032917,NULL
Kissing Point,259,57,Kissing Point Road,3882,5,2,2117,Stairs,-33.803894,151.032895,NULL
Station,257,28,Station Street,3882,5,2,2117,Path,-33.804026,151.033110,NULL
Brown,261,4,Brown Street,3900,5,2,2420,Ramp,-32.402557,151.759385,NULL
Brown,262,4,Brown Street,3900,5,2,2420,Stairs,-32.402493,151.759251,NULL
Railway,226,8,Duff Parade,3993,5,2,2518,Path,-34.375673,150.904890,NULL
Park,266,96,Park Road,4005,5,2,2213,Ramp,-33.961730,150.984255,NULL
Park,264,96,Park Road,4005,5,2,2213,Ramp,-33.961573,150.984449,NULL
Park,265,96,Park Road,4005,5,2,2213,Stairs,-33.961642,150.984343,NULL
Thompson,263,3,Thompson Lane,4005,5,2,2213,Path,-33.962011,150.984726,NULL
Melbourne,267,NULL,Melbourne Street,4019,5,2,2323,Stairs,-32.744572,151.587474,NULL
Victoria,894,64,Victoria Street,4019,5,2,2323,Stairs,-32.751124,151.593796,NULL
Waller,893,1,Waller Street,4019,5,2,2323,Stairs,-32.750965,151.594137,NULL
Railway,272,20,Railway Parade,4057,5,2,2122,Lift,-33.790170,151.082563,NULL
West,273,2C,Railway Parade,4057,5,2,2122,Lift,-33.790149,151.082002,NULL
West,274,2C,Railway Parade,4057,5,2,2122,Path,-33.790148,151.081972,NULL
Railway,271,20,Railway Parade,4057,5,2,2122,Ramp,-33.790410,151.082636,NULL
Railway,270,27,Railway Parade,4057,5,2,2122,Ramp,-33.789929,151.082667,NULL
New South Head,275,235,New South Head Road,4091,5,2,2027,Path,-33.878936,151.236154,NULL
Soliders,276,4,Henderson Road,NULL,5,2,2174,Lift,-33.969304,150.858864,NULL
Soliders,277,4,Henderson Road,NULL,5,2,2174,Stairs,-33.969362,150.858844,NULL
Old Bathurst,280,4,Mackellar Street,4211,5,2,2750,Lift,-33.745827,150.671332,NULL
Mackellar,281,4,Mackellar Street,4211,5,2,2750,Lift,-33.745657,150.671283,NULL
Old Bathurst,278,4,Mackellar Street,4211,5,2,2750,Stairs,-33.745777,150.671412,NULL
Mackellar,279,4,Mackellar Street,4211,5,2,2750,Stairs,-33.745524,150.671380,NULL
Princes,284,37,Princes Highway,4222,5,2,2233,Lift,-34.067769,151.014681,NULL
Princes,285,35-37,Princes Highway,4222,5,2,2233,Lift,-34.067381,151.014551,NULL
Princes,282,2,Station Street,4222,5,2,2233,Ramp,-34.067539,151.014842,NULL
Princes,283,2,Station Street,4222,5,2,2233,Ramp,-34.067195,151.014735,NULL
Beecroft,290,NULL,NULL,4235,5,2,2121,Lift,-33.772720,151.081567,NULL
Beecroft,288,56,Beecroft Road,4235,5,2,2121,Lift,-33.772652,151.081804,NULL
Langston,286,NULL,Beecroft Road,4235,5,2,2121,Path,-33.772548,151.082278,NULL
Beecroft,289,53,Beecroft Road,4235,5,2,2121,Stairs,-33.772915,151.081640,NULL
Beecroft,287,56,Beecroft Road,4235,5,2,2121,Stairs,-33.772841,151.081872,NULL
Erskineville,291,11,Swanson Street,4263,5,2,2043,Path,-33.900053,151.185556,NULL
Marian,731,NULL,NULL,4345,5,2,2015,Stairs,-33.892704,151.198181,NULL
Bundanoon,293,NULL,NULL,4359,5,2,2579,Path,-34.613377,150.317359,NULL
Ringwood,292,1,Bundanoon Road,4359,5,2,2579,Path,-34.613466,150.317799,NULL
Dale,300,NULL,NULL,4370,5,2,2165,Lift,-33.872644,150.956818,NULL
The Crescent,301,NULL,NULL,4370,5,2,2165,Lift,-33.872497,150.956712,NULL
Dale,296,NULL,NULL,4370,5,2,2165,Path,-33.872552,150.957049,NULL
The Crescent,298,52,The Crescent,4370,5,2,2165,Path,-33.872282,150.956899,NULL
Dale,297,52,The Crescent,4370,5,2,2165,Stairs,-33.872509,150.957006,NULL
The Crescent,299,52-68,The Crescent,4370,5,2,2165,Stairs,-33.872389,150.956864,NULL
Elliotts,302,2,Montague Street,4384,5,2,2519,Stairs,-34.395096,150.896577,NULL
Elliotts,303,62,Rann Street,4384,5,2,2519,Stairs,-34.395059,150.896452,NULL
Tucker,304,17,Fassifern Road,4409,5,2,2283,Ramp,-32.985674,151.581208,NULL
Tucker,305,17,Fassifern Road,4409,5,2,2283,Stairs,-32.985681,151.581175,NULL
Tucker,306,4,Wallsend Road,4409,5,2,2283,Ramp,-32.985576,151.580841,NULL
Great Western,307,NULL,NULL,4411,5,2,2776,Ramp,-33.696816,150.534935,NULL
Great Western,311,NULL,NULL,4411,5,2,2776,Ramp,-33.696369,150.534430,NULL
Great Western,308,NULL,NULL,4411,5,2,2776,Stairs,-33.696780,150.534926,NULL
Great Western,310,607,Great Western Highway,4411,5,2,2776,Stairs,-33.696331,150.534567,NULL
Great Western,309,24B,Sir Henrys Parade,4411,5,2,2776,Stairs,-33.696540,150.534819,NULL
Chapman,410,12,Maxwell Road,4561,5,2,2037,Ramp,-33.875560,151.178368,NULL
Chapman,409,12,Maxwell Road,4561,5,2,2037,Ramp,-33.875338,151.178597,NULL
Belinda,316,18,Belinda Street,4792,5,2,2534,Ramp,-34.744778,150.817650,NULL
Burton,317,4,Burton Street,4884,5,2,2037,Stairs,-33.877076,151.187564,NULL
Bayview,318,5030,Palmerston Avenue,4884,5,2,2037,Ramp,-33.877294,151.187253,NULL
Chapman,408,7,Victoria Road,4884,5,2,2037,Stairs,-33.875320,151.178614,NULL
Burfitt,319,5B,Burfitt Parade,4935,5,2,2773,Ramp,-33.769026,150.621263,NULL
Railway,322,108,Railway Parade,4959,5,2,2167,Lift,-33.972286,150.893255,NULL
service road,323,104,Railway Parade,4959,5,2,2167,Lift,-33.971830,150.893173,NULL
Railway,324,102,Railway Parade,4959,5,2,2167,Stairs,-33.972475,150.893125,NULL
Railway,320,104,Railway Parade,4959,5,2,2167,Stairs,-33.972077,150.893577,NULL
service road,321,90,Railway Parade,4959,5,2,2167,Stairs,-33.971739,150.893269,NULL
St Johns,328,1-5,Saint Johns Avenue,5130,5,2,2072,Ramp,-33.755964,151.154096,NULL
Wade,329,3,Wade Lane,5130,5,2,2072,Ramp,-33.755682,151.153977,NULL
Werona,325,77,Werona Avenue,5130,5,2,2072,Ramp,-33.755984,151.154864,NULL
Werona,326,87,Werona Avenue,5130,5,2,2072,Ramp,-33.755350,151.154396,NULL
St Johns,327,3,Werona Avenue,5130,5,2,2072,Stairs,-33.756120,151.154175,NULL
Burns,330,6,Burns Crescent,5144,5,2,2250,Lift,-33.423480,151.341944,NULL
Burns,331,6,Burns Crescent,5144,5,2,2250,Stairs,-33.423481,151.341911,NULL
Showground,333,38,Showground Road,5144,5,2,2250,Path,-33.423383,151.341401,NULL
Showground,332,40,Showground Road,5144,5,2,2250,Stairs,-33.423330,151.341414,NULL
Sloane,334,NULL,Sloane Street,5151,5,2,2580,Path,-34.759019,149.720588,NULL
Park,335,171,Sloane Street,5151,5,2,2580,Path,-34.758126,149.719249,NULL
Memorial,337,7-9,South Street,5199,5,2,2142,Ramp,-33.832900,151.011405,NULL
Memorial,336,9A,South Street,5199,5,2,2142,Ramp,-33.832776,151.011491,NULL
Factory,209,29,William Street,5199,5,2,2142,Ramp,-33.836061,151.016563,2
Mansfield,343,2B,Mansfield Street,5297,5,2,2334,Ramp,-32.686675,151.384053,NULL
Nelson,342,2B,Nelson Street,5297,5,2,2334,Ramp,-32.686787,151.384282,NULL
Military,351,132,Military Road,5336,5,2,2161,Lift,-33.854492,150.984227,NULL
Military,348,126,Military Road,5336,5,2,2161,Ramp,-33.854167,150.984403,NULL
Military,345,121,Military Road,5336,5,2,2161,Ramp,-33.853822,150.984647,NULL
Military,350,128,Military Road,5336,5,2,2161,Stairs,-33.854330,150.984277,NULL
Military,349,126,Military Road,5336,5,2,2161,Stairs,-33.854257,150.984328,NULL
Railway,347,322,Railway Terrace,5336,5,2,2161,Lift,-33.854568,150.984486,NULL
Railway,344,318,Railway Terrace,5336,5,2,2161,Ramp,-33.854233,150.984682,NULL
Railway,346,318,Railway Terrace,5336,5,2,2161,Stairs,-33.854449,150.984595,NULL
Gymea Bay,352,57B,Gymea Bay Road,5413,5,2,2227,Lift,-34.034907,151.085208,NULL
Gymea Bay,353,57B,Gymea Bay Road,5413,5,2,2227,Stairs,-34.034870,151.085182,NULL
Marion,519,2A,Marion Street,5418,5,2,2045,Path,-33.883915,151.144996,NULL
Beaumont,355,1A,Beaumont Street,5465,5,2,2303,Ramp,-32.918530,151.748397,NULL
Beaumont,357,1A,Beaumont Street,5465,5,2,2303,Ramp,-32.918418,151.748255,NULL
Beaumont,356,1A,Beaumont Street,5465,5,2,2303,Stairs,-32.918385,151.748269,NULL
Marion,358,46A,Wigram Street,5525,5,2,2150,Ramp,-33.823357,151.007932,NULL
Hay,669,NULL,NULL,5582,5,2,2000,Path,-33.879337,151.202620,NULL
Hay,668,NULL,NULL,5582,5,2,2000,Path,-33.879254,151.202740,NULL
Chalmers,171,65,Chalmers Street,5582,5,2,2000,Escalators,-33.885444,151.206822,6
Chalmers,172,67,Chalmers Street,5582,5,2,2000,Stairs,-33.885478,151.206790,6
Eddy,167,1,Eddy Avenue,5582,5,2,2000,Escalators,-33.883208,151.207011,3
Eddy,175,11,Eddy Avenue,5582,5,2,2000,Escalators,-33.882137,151.206098,NULL
Eddy,168,NULL,Eddy Avenue,5582,5,2,2000,Lift,-33.883536,151.206971,3
Eddy,169,1,Eddy Avenue,5582,5,2,2000,Path,-33.882539,151.206884,2
Eddy,173,1,Eddy Avenue,5582,5,2,2000,Path,-33.882330,151.206503,2
Eddy,174,NULL,Eddy Avenue,5582,5,2,2000,Stairs,-33.882102,151.206125,NULL
Hay,140,744,George Street,5582,5,2,2000,Path,-33.879804,151.205512,NULL
Hay,139,730-742,George Street,5582,5,2,2000,Path,-33.879708,151.205558,NULL
Lee,177,8A,Lee Street,5582,5,2,2000,Path,-33.883985,151.204266,7
Pitt,176,15,Railway Colonnade Drive,5582,5,2,2000,Path,-33.882366,151.205813,1
Eddy,166,NULL,Railway Colonnade Drive,5582,5,2,2000,Stairs,-33.883024,151.207076,3
Great Western,365,183-186,Great Western Highway,5586,5,2,2779,Ramp,-33.723086,150.454017,NULL
Great Western,364,186,Great Western Highway,5586,5,2,2779,Stairs,-33.723530,150.454573,NULL
Railway,366,39,Railway Parade,5586,5,2,2779,Path,-33.723673,150.453967,NULL
Princes,370,1350,A1,5601,5,2,2233,Path,-34.087802,151.008285,NULL
Princes,369,1349,A1,5601,5,2,2233,Ramp,-34.087785,151.008298,NULL
Tunnel,371,9,Tunnel Road,5627,5,2,2508,Lift,-34.177189,150.994246,NULL
Tunnel,372,9,Tunnel Road,5627,5,2,2508,Stairs,-34.177147,150.994085,NULL
Maitland,373,360,Maitland Road,5671,5,2,2322,Stairs,-32.828752,151.684320,NULL
Hilldale,376,179,Hilldale Road,5713,5,2,2420,Ramp,-32.504484,151.649805,NULL
The Boulevarde,379,25,The Boulevarde,5779,5,2,2173,Lift,-33.962829,150.956351,NULL
The Boulevarde,378,NULL,The Boulevarde,5779,5,2,2173,Ramp,-33.962979,150.956456,NULL
The Boulevarde,377,NULL,The Boulevarde,5779,5,2,2173,Stairs,-33.962927,150.956504,NULL
The Crescent,381,NULL,NULL,5789,5,2,2140,Ramp,-33.866968,151.086107,NULL
Loftus,380,11,Station Street,5789,5,2,2140,Stairs,-33.866419,151.086421,NULL
The Crescent,382,22,The Crescent,5789,5,2,2140,Stairs,-33.866926,151.086095,NULL
The Crescent,315,318,Parramatta Road,5792,5,2,2140,Stairs,-33.863892,151.070239,NULL
The Crescent,314,96,The Crescent,5792,5,2,2140,Stairs,-33.865154,151.070676,NULL
Hunter,383,21,Florence Street,5819,5,2,2077,Ramp,-33.703839,151.099774,NULL
George,386,6,Florence Street,5819,5,2,2077,Ramp,-33.703735,151.098746,NULL
George,384,6,Florence Street,5819,5,2,2077,Ramp,-33.703553,151.098842,NULL
