SchoolCode,SchoolName,StreetNumber,StreetName,SuburbId,StateId,CountryId,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender,ICSEAValue
4197,Blacksmiths Public School,6,Barooga Street,1165,5,2,Primary School,-33.071303,151.654011,Comprehensive,Kinder to Year 6,Coed,1003
8244,Blacktown Boys High School,11A,Fifth Avenue,1169,5,2,Secondary School,-33.762057,150.912543,Comprehensive,Year 7 to Year 12,Boys,1017
8224,Blacktown Girls High School,23,Fifth Avenue,1169,5,2,Secondary School,-33.761976,150.910792,Comprehensive,Year 7 to Year 12,Girls,1000
4061,Blacktown North Public School,86,Sunnyholt Road,1169,5,2,Primary School,-33.758790,150.913134,Comprehensive,Kinder to Year 6,Coed,970
4193,Blacktown South Public School,8,Benaud Street,1169,5,2,Primary School,-33.780193,150.905175,Comprehensive,Kinder to Year 6,Coed,1041
4116,Blacktown West Public School,37,Blue Hills Crescent,1169,5,2,Primary School,-33.770441,150.893057,Comprehensive,Kinder to Year 6,Coed,957
1252,Blackville Public School,15,O'Neile Street,1171,5,2,Primary School,-31.640440,150.237489,Comprehensive,Kinder to Year 6,Coed,939
4559,Blackwell Public School,58,Blackwell Avenue,NULL,5,2,Primary School,-33.806328,150.783052,Comprehensive,Kinder to Year 6,Coed,980
4535,Blairmount Public School,75,Badgally Road,1182,5,2,Primary School,-34.048007,150.802444,Comprehensive,Kinder to Year 6,Coed,921
1254,Blakebrook Public School,417,Rosehill Road,1183,5,2,Primary School,-28.763426,153.229992,Comprehensive,Kinder to Year 6,Coed,1002
8236,Blakehurst High School,225,West Street,1184,5,2,Secondary School,-33.980406,151.113240,Language,Year 7 to Year 12,Coed,1039
1255,Blakehurst Public School,2,Dewrang Street,2419,5,2,Primary School,-33.982980,151.115779,Comprehensive,Kinder to Year 6,Coed,1027
1256,Blandford Public School,8,Clarke Street,1193,5,2,Primary School,-31.778585,150.892725,Comprehensive,Kinder to Year 6,Coed,999
1257,Blaxcell Street Public School,5,Sheahan Avenue,5336,5,2,Primary School,-33.858068,151.006125,Comprehensive,Kinder to Year 6,Coed,951
4313,Blaxland East Public School,NULL,NULL,1197,5,2,Primary School,-33.746937,150.623632,Comprehensive,Kinder to Year 6,Coed,1085
8522,Blaxland High School,NULL,NULL,1197,5,2,Secondary School,-33.754247,150.608590,Comprehensive,Year 7 to Year 12,Coed,1050
1258,Blaxland Public School,NULL,NULL,1197,5,2,Primary School,-33.737103,150.603489,Comprehensive,Kinder to Year 6,Coed,1043
8357,Blayney High School,10,Water Street,1201,5,2,Secondary School,-33.531048,149.251081,Comprehensive,Year 7 to Year 12,Coed,960
1260,Blayney Public School,7,Lindsay Street,1201,5,2,Primary School,-33.528987,149.251583,Comprehensive,Kinder to Year 6,Coed,959
5265,Bletchington Public School,146,Phillip Street,9728,5,2,Primary School,-33.268526,149.103570,Comprehensive,Kinder to Year 6,Coed,963
4585,Bligh Park Public School,NULL,NULL,1208,5,2,Primary School,-33.639133,150.794565,Comprehensive,Kinder to Year 6,Coed,935
1261,Blighty Public School,178,Blighty School Road,1209,5,2,Primary School,-35.580094,145.349272,Comprehensive,Kinder to Year 6,Coed,983
4623,Blue Haven Public School,12,Pinehurst Way,1217,5,2,Primary School,-33.212499,151.502826,Comprehensive,Kinder to Year 6,Coed,924
1266,Boambee Public School,NULL,NULL,1238,5,2,Primary School,-30.334055,153.077009,Comprehensive,Kinder to Year 6,Coed,985
1269,Bobin Public School,2512,Bulga Road,1246,5,2,Primary School,-31.712682,152.283880,Comprehensive,Kinder to Year 6,Coed,998
1271,Bobs Farm Public School,764,Marsh Road,1249,5,2,Primary School,-32.766796,152.010937,Comprehensive,Kinder to Year 6,Coed,984
1272,Bodalla Public School,7,Potato Point Road,1257,5,2,Primary School,-36.099380,150.053879,Comprehensive,Kinder to Year 6,Coed,915
1274,Bogan Gate Public School,5,Bogan Street,1263,5,2,Primary School,-33.104968,147.797859,Comprehensive,Kinder to Year 6,Coed,903
4632,Bogangar Public School,NULL,NULL,1265,5,2,Primary School,-28.338166,153.572189,Comprehensive,Kinder to Year 6,Coed,989
1275,Boggabilla Central School,2,Simpson Street,1267,5,2,Central/Community School,-28.616586,150.361593,Comprehensive,Kinder to Year 12,Coed,626
1276,Boggabri Public School,60,Wee Waa Street,1268,5,2,Primary School,-30.705682,150.043053,Comprehensive,Kinder to Year 6,Coed,878
1286,Bolwarra Public School,22,Bolwarra Road,1296,5,2,Primary School,-32.706994,151.573008,Comprehensive,Kinder to Year 6,Coed,1041
8448,Bomaderry High School,7,Shanklin Close,1300,5,2,Secondary School,-34.844038,150.602725,Comprehensive,Year 7 to Year 12,Coed,968
1287,Bomaderry Public School,35-43,Cambewarra Road,1300,5,2,Primary School,-34.847379,150.608269,Comprehensive,Kinder to Year 6,Coed,897
8486,Bombala High School,20,Bright Street,1302,5,2,Secondary School,-36.917647,149.231927,Comprehensive,Year 7 to Year 12,Coed,927
1288,Bombala Public School,1,Joseph Street,1302,5,2,Primary School,-36.918986,149.233792,Comprehensive,Kinder to Year 6,Coed,947
1290,Bonalbo Central School,22,Clarence Street,1313,5,2,Central/Community School,-28.735472,152.623959,Comprehensive,Kinder to Year 12,Coed,880
1292,Bondi Beach Public School,NULL,NULL,1318,5,2,Primary School,-33.888300,151.276821,Comprehensive,Kinder to Year 6,Coed,1144
7407,Bondi Public School,32,Moore Street,1317,5,2,Primary School,-33.892625,151.264753,Comprehensive,Kinder to Year 6,Coed,1134
1293,Bongongo Public School,NULL,Fern Hill Road,51,5,2,Primary School,-35.084630,148.399517,Comprehensive,Kinder to Year 6,Coed,928
2532,Bonnells Bay Public School,NULL,NULL,8438,5,2,Primary School,-33.114489,151.516783,Comprehensive,Kinder to Year 6,Coed,966
4507,Bonnet Bay Public School,49,Tudar Road,1332,5,2,Primary School,-34.012607,151.056257,Comprehensive,Kinder to Year 6,Coed,1081
4594,Bonnyrigg Heights Public School,NULL,Wilson Road,1339,5,2,Primary School,-33.889350,150.867681,Comprehensive,Kinder to Year 6,Coed,993
8260,Bonnyrigg High School,682,Cabramatta Road West,1338,5,2,Secondary School,-33.894982,150.893167,Comprehensive,Year 7 to Year 12,Coed,957
4545,Bonnyrigg Public School,100,Bonnyrigg Avenue,1338,5,2,Primary School,-33.887728,150.888962,Comprehensive,Kinder to Year 6,Coed,898
1296,Bonshaw Public School,11,Texas Street,1341,5,2,Primary School,-29.046366,151.278092,Comprehensive,Kinder to Year 6,Coed,1007
1297,Bonville Public School,2,East Bonville Road,1342,5,2,Primary School,-30.379782,153.032316,Comprehensive,Kinder to Year 6,Coed,1007
1302,Boolaroo Public School,32,Second Street,1366,5,2,Primary School,-32.951196,151.622765,Comprehensive,Kinder to Year 6,Coed,903
1303,Booligal Public School,8,Lachlan Street,1375,5,2,Primary School,-33.867040,144.886395,Comprehensive,Kinder to Year 6,Coed,1055
1307,Boomi Public School,25,Werrina Street,1383,5,2,Primary School,-28.724129,149.577268,Comprehensive,Kinder to Year 6,Coed,920
4017,Booragul Public School,14,Marmong Street,1403,5,2,Primary School,-32.973933,151.611510,Comprehensive,Kinder to Year 6,Coed,927
1311,Booral Public School,2300,The Bucketts Way,1404,5,2,Primary School,-32.471428,151.960736,Comprehensive,Kinder to Year 6,Coed,950
1313,Boorowa Central School,46,Brial Street,1421,5,2,Central/Community School,-34.436712,148.726108,Comprehensive,Kinder to Year 12,Coed,945
1318,Boree Creek Public School,NULL,Namoi Street,1448,5,2,Primary School,-35.105937,146.606338,Comprehensive,Kinder to Year 6,Coed,931
3504,Borenore Public School,1245,The Escort Way,1450,5,2,Primary School,-33.251005,148.984209,Comprehensive,Kinder to Year 6,Coed,1077
1320,Boronia Park Public School,113,Pittwater Road,5883,5,2,Primary School,-33.821414,151.135558,Comprehensive,Kinder to Year 6,Coed,1131
8582,Bossley Park High School,36,Prairie Vale Road,1462,5,2,Secondary School,-33.870958,150.875379,Comprehensive,Year 7 to Year 12,Coed,978
1321,Bossley Park Public School,NULL,NULL,1462,5,2,Primary School,-33.858524,150.883076,Comprehensive,Kinder to Year 6,Coed,983
5741,Botany Bay Environmental Education Centre,21,Cape Solander Drive,6796,5,2,Environmental Education Centre,-34.003706,151.221169,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
1323,Botany Public School,NULL,NULL,1466,5,2,Primary School,-33.943160,151.194687,Comprehensive,Kinder to Year 6,Coed,1059
8355,Bourke High School,34,Tarcoon Street,1479,5,2,Secondary School,-30.091467,145.948761,Comprehensive,Year 7 to Year 12,Coed,765
1326,Bourke Public School,15,Green Street,1479,5,2,Primary School,-30.093510,145.949680,Comprehensive,Kinder to Year 6,Coed,738
7408,Bourke Street Public School,15,Mort Street,11763,5,2,Primary School,-33.890534,151.215737,Comprehensive,Kinder to Year 6,Coed,1096
4644,Bourke-Walgett School of Distance Education,15,Green Street,1479,5,2,Primary School,-30.093640,145.949464,Distance Education,Kinder to Year 6,Coed,1003
5679,Bournda Environmental Education Centre,NULL,Unnamed Road,12927,5,2,Environmental Education Centre,-36.790800,149.927120,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
4538,Bowen Public School,50-60,Park Street,9728,5,2,Primary School,-33.280751,149.117874,Comprehensive,Kinder to Year 6,Coed,814
1334,Bowning Public School,147,Bowning Road,1510,5,2,Primary School,-34.769376,148.811530,Comprehensive,Kinder to Year 6,Coed,924
8104,Bowral High School,10,Aitken Road,1511,5,2,Secondary School,-34.488816,150.423432,Comprehensive,Year 7 to Year 12,Coed,982
1335,Bowral Public School,14,Boolwey Street,1511,5,2,Primary School,-34.481178,150.419191,Comprehensive,Kinder to Year 6,Coed,1075
1336,Bowraville Central School,23,High Street,1512,5,2,Central/Community School,-30.645289,152.853898,Comprehensive,Kinder to Year 12,Coed,845
4403,Bradbury Public School,23,Green Lane,1539,5,2,Primary School,-34.085998,150.812690,Comprehensive,Kinder to Year 6,Coed,982
4525,Braddock Public School,70,Laycock Street,3222,5,2,Primary School,-33.722492,150.708382,Comprehensive,Kinder to Year 6,Coed,861
8599,Bradfield College,4,Westbourne Street,11545,5,2,Secondary School,-33.820468,151.188457,Senior College,Year 11 to Year 12,Coed,NULL
4406,Bradfordville Public School,7,Grant Parade,5151,5,2,Primary School,-34.723022,149.739879,Comprehensive,Kinder to Year 6,Coed,952
1340,Braidwood Central School,180,Wallace Street,1551,5,2,Central/Community School,-35.440595,149.798888,Comprehensive,Kinder to Year 12,Coed,982
1341,Branxton Public School,12,King Street,1566,5,2,Primary School,-32.659391,151.350682,Comprehensive,Kinder to Year 6,Coed,959
1345,Breadalbane Public School,1631,Breadalbane Road,1580,5,2,Primary School,-34.790546,149.487576,Comprehensive,Kinder to Year 6,Coed,971
1347,Bredbo Public School,19,B23,1589,5,2,Primary School,-35.953990,149.147970,Comprehensive,Kinder to Year 6,Coed,1049
1350,Brewarrina Central School,50,Bourke Street,1605,5,2,Central/Community School,-29.963669,146.859088,Comprehensive,Kinder to Year 12,Coed,655
5694,Brewongle Environmental Education Centre,730,Sackville Ferry Road,10950,5,2,Environmental Education Centre,-33.481670,150.891511,Comprehensive,Environmental Education Centre (formerly Field Stu,Coed,NULL
4458,Briar Road Public School,NULL,NULL,63,5,2,Primary School,-34.089103,150.827673,Comprehensive,Kinder to Year 6,Coed,827
1354,Bribbaree Public School,4060,Bribbaree Road,1611,5,2,Primary School,-34.120420,147.874699,Comprehensive,Kinder to Year 6,Coed,865
5540,Bridge Road School,127,Parramatta Road,2216,5,2,Schools for Specific Purposes,-33.887445,151.175254,Comprehensive,Emotional disturbance,Coed,NULL
1358,Brighton-Le-Sands Public School,35,Crawford Road,1636,5,2,Primary School,-33.962357,151.148929,Comprehensive,Kinder to Year 6,Coed,1059
1360,Bringelly Public School,1205,The Northern Road,1651,5,2,Primary School,-33.937910,150.730266,Comprehensive,Kinder to Year 6,Coed,927
8513,Brisbane Water Secondary College Umina Campus,NULL,NULL,12646,5,2,Secondary School,-33.507421,151.308139,Junior College,Year 7 to Year 10,Coed,942
8374,Brisbane Water Secondary College Woy Woy Campus,NULL,NULL,13930,5,2,Secondary School,-33.492687,151.323582,Senior College,Year 10 to Year 12,Coed,NULL
1498,Brisbania Public School,4,Shaw Street,11040,5,2,Primary School,-33.478822,151.357294,Comprehensive,Kinder to Year 6,Coed,1026
1361,Broadwater Public School,230,Pacific Highway,1674,5,2,Primary School,-29.002773,153.437279,Comprehensive,Kinder to Year 6,Coed,973
1363,Brocklesby Public School,20,King Street,1680,5,2,Primary School,-35.823911,146.677989,Comprehensive,Kinder to Year 6,Coed,990
5529,Broderick Gillawarna School,34,Victoria Street,10640,5,2,Schools for Specific Purposes,-33.942493,151.015897,Comprehensive,Medium / High Support needs,Coed,NULL
1367,Broke Public School,18-26,Cochrane Street,1688,5,2,Primary School,-32.744976,151.104334,Comprehensive,Kinder to Year 6,Coed,942
8105,Broken Hill High School,76,Garnet Street,1691,5,2,Secondary School,-31.960105,141.456986,Comprehensive,Year 7 to Year 12,Coed,916
1371,Broken Hill North Public School,619,Chapple Street,1691,5,2,Primary School,-31.944457,141.471518,Comprehensive,Kinder to Year 6,Coed,860
1369,Broken Hill Public School,95,Marks Street,1691,5,2,Primary School,-31.956108,141.456502,Comprehensive,Kinder to Year 6,Coed,910
1372,Bronte Public School,41,Palmerston Avenue,1700,5,2,Primary School,-33.900605,151.262011,Comprehensive,Kinder to Year 6,Coed,1162
4566,Brooke Avenue Public School,28,Sturt Street,6518,5,2,Primary School,-33.376110,151.466133,Comprehensive,Kinder to Year 6,Coed,925
1377,Brooklyn Public School,106,Brooklyn Road,1710,5,2,Primary School,-33.548414,151.214992,Comprehensive,Kinder to Year 6,Coed,1068
1379,Brookvale Public School,8,Old Pittwater Road,1716,5,2,Primary School,-33.761678,151.270787,Comprehensive,Kinder to Year 6,Coed,1037
4612,Broulee Public School,21,Cambridge Crescent,1732,5,2,Primary School,-35.845580,150.171898,Comprehensive,Kinder to Year 6,Coed,993
1387,Brungle Public School,2,Brungle School Road,1758,5,2,Primary School,-35.156755,148.233572,Comprehensive,Kinder to Year 6,Coed,NULL
1389,Brunswick Heads Public School,10,Fingal Street,1763,5,2,Primary School,-28.541343,153.550848,Comprehensive,Kinder to Year 6,Coed,1005
5749,Budawang School,32,Camden Street,12628,5,2,Schools for Specific Purposes,-35.349710,150.471311,Comprehensive,Medium / High Support needs,Coed,NULL
4183,Budgewoi Public School,NULL,NULL,5437,5,2,Primary School,-33.225718,151.549312,Comprehensive,Kinder to Year 6,Coed,938
1402,Bulahdelah Central School,8,Meade Street,1828,5,2,Central/Community School,-32.413374,152.211848,Comprehensive,Kinder to Year 12,Coed,931
4228,Bullarah Public School,6915,Gwydir Highway,1846,5,2,Primary School,-29.470905,149.228908,Comprehensive,Kinder to Year 6,Coed,948
8878,Bulli High School,19,Alroy Street,1861,5,2,Secondary School,-34.337247,150.921143,Comprehensive,Year 7 to Year 12,Coed,1036
1411,Bulli Public School,NULL,NULL,1861,5,2,Primary School,-34.326951,150.912703,Comprehensive,Kinder to Year 6,Coed,1059
5569,Bullimbal School,101a,Johnston Street,9479,5,2,Schools for Specific Purposes,-31.075417,150.920900,Comprehensive,Medium / High Support needs,Coed,NULL
1414,Bundanoon Public School,14,Church Street,1902,5,2,Primary School,-34.657878,150.300442,Comprehensive,Kinder to Year 6,Coed,1039
1415,Bundarra Central School,4,Bowline Street,1905,5,2,Central/Community School,-30.168353,151.077625,Comprehensive,Kinder to Year 12,Coed,863
3765,Bundeena Public School,48R,Scarborough Street,1906,5,2,Primary School,-34.086792,151.152422,Comprehensive,Kinder to Year 6,Coed,1059
1421,Bungendore Public School,59-65,Gibraltar Street,1931,5,2,Primary School,-35.255619,149.444628,Comprehensive,Kinder to Year 6,Coed,1060
1424,Bungwahl Public School,56,Seal Rocks Road,1941,5,2,Primary School,-32.389144,152.448558,Comprehensive,Kinder to Year 6,Coed,996
4616,Buninyong Public School,253,Myall Street,3828,5,2,Primary School,-32.243188,148.639381,Comprehensive,Kinder to Year 6,Coed,757
1425,Bunnaloo Public School,NULL,Fitzroy Street,1947,5,2,Primary School,-35.786399,144.597923,Comprehensive,Kinder to Year 6,Coed,1047
1432,Burke Ward Public School,189,Rakow Street,1691,5,2,Primary School,-31.960361,141.441054,Comprehensive,Kinder to Year 6,Coed,911
1433,Burnside Public School,1,Masons Drive,9456,5,2,Primary School,-33.792580,151.018316,Comprehensive,Kinder to Year 6,Coed,1128
1688,Buronga Public School,18,Silver City Highway,1995,5,2,Primary School,-34.169471,142.181315,Comprehensive,Kinder to Year 6,Coed,861
4259,Burraneer Bay Public School,159,Burraneer Bay Road,2010,5,2,Primary School,-34.051026,151.132781,Comprehensive,Kinder to Year 6,Coed,1096
1445,Burrawang Public School,NULL,NULL,2013,5,2,Primary School,-34.592222,150.517250,Comprehensive,Kinder to Year 6,Coed,1090
1447,Burren Junction Public School,7,Alma Street,2015,5,2,Primary School,-30.102686,148.964703,Comprehensive,Kinder to Year 6,Coed,998
1449,Burringbar Public School,59,Burringbar Road,2018,5,2,Primary School,-28.436645,153.466738,Comprehensive,Kinder to Year 6,Coed,978
1453,Burrumbuttock Public School,63,Howlong-Burrumbuttock Road,2027,5,2,Primary School,-35.837489,146.800049,Comprehensive,Kinder to Year 6,Coed,1014
8152,Burwood Girls High School,95,Queen Street,3285,5,2,Secondary School,-33.875318,151.113036,Comprehensive,Year 7 to Year 12,Girls,1085
1455,Burwood Public School,11,Stanley Street,2034,5,2,Primary School,-33.876800,151.098987,Comprehensive,Kinder to Year 6,Coed,1090
4337,Busby Public School,19,Albany Street,2038,5,2,Primary School,-33.911561,150.881313,Comprehensive,Kinder to Year 6,Coed,873
4396,Busby West Public School,38,Starling Street,5247,5,2,Primary School,-33.906099,150.874450,Comprehensive,Kinder to Year 6,Coed,905
1460,Buxton Public School,31,Hassall Road,2055,5,2,Primary School,-34.246971,150.544826,Comprehensive,Kinder to Year 6,Coed,961
