StateCode,State,District,CityCode,City,Suburb,PostCode,SuburbLatitude,SuburbLongitude
TAS,Tasmania,NULL,FIN,Finders Island,Wingaroo,7255,-39.898426,147.993789
TAS,Tasmania,NULL,KIN,King Island,Bungaree,7256,-39.780600,143.904354
TAS,Tasmania,NULL,KIN,King Island,Currie,7256,-39.931075,143.850667
TAS,Tasmania,NULL,KIN,King Island,Egg Lagoon,7256,-39.645659,143.973215
TAS,Tasmania,NULL,KIN,King Island,Grassy,7256,-40.048558,144.056784
TAS,Tasmania,NULL,KIN,King Island,Loorana,7256,-39.830500,143.893066
TAS,Tasmania,NULL,KIN,King Island,Lymwood,7256,-39.991177,143.969564
TAS,Tasmania,NULL,KIN,King Island,Naracoopa,7256,-39.922632,144.122908
TAS,Tasmania,NULL,KIN,King Island,Nugara,7256,-39.940779,143.898878
TAS,Tasmania,NULL,KIN,King Island,Pearshape,7256,-40.063418,143.932676
TAS,Tasmania,NULL,KIN,King Island,Pegarah,7256,-39.943757,143.997043
TAS,Tasmania,NULL,KIN,King Island,Reekara,7256,-39.762298,143.912066
TAS,Tasmania,NULL,KIN,King Island,Sea Elephant,7256,-39.864414,144.003418
TAS,Tasmania,NULL,KIN,King Island,Surprise Bay,7256,-40.115198,143.915972
TAS,Tasmania,NULL,KIN,King Island,Wickham,7256,-39.608784,143.960285
TAS,Tasmania,NULL,KIN,King Island,Yambacoona,7256,-39.695327,143.958739
TAS,Tasmania,NULL,KIN,King Island,Yarra Creek,7256,-39.992283,144.092094
TAS,Tasmania,NULL,LAU,Launceston,Cape Barren Island,7257,-40.391808,148.232722
TAS,Tasmania,NULL,LAU,Launceston,Breadalbane,7258,-41.527814,147.187315
TAS,Tasmania,NULL,LAU,Launceston,Relbia,7258,-41.505778,147.202068
TAS,Tasmania,NULL,LAU,Launceston,White Hills,7258,-41.504439,147.252206
TAS,Tasmania,NULL,LAU,Launceston,Myrtle Bank,7259,-41.294679,147.351311
TAS,Tasmania,NULL,LAU,Launceston,Nunamara,7259,-41.388395,147.302991
TAS,Tasmania,NULL,LAU,Launceston,Patersonia,7259,-41.336617,147.305078
TAS,Tasmania,NULL,LAU,Launceston,Targa,7259,-41.315250,147.367333
TAS,Tasmania,NULL,LAU,Launceston,Tayene,7259,-41.362323,147.462361
TAS,Tasmania,NULL,LAU,Launceston,Blumont,7260,-41.154156,147.411004
TAS,Tasmania,NULL,LAU,Launceston,Cuckoo,7260,-41.201047,147.579610
TAS,Tasmania,NULL,LAU,Launceston,Forester,7260,-41.088210,147.676186
TAS,Tasmania,NULL,LAU,Launceston,Jetsonville,7260,-41.128181,147.484664
TAS,Tasmania,NULL,LAU,Launceston,Kamona,7260,-41.155162,147.673102
TAS,Tasmania,NULL,LAU,Launceston,Lietinna,7260,-41.156293,147.465817
TAS,Tasmania,NULL,LAU,Launceston,Lisle,7260,-41.234213,147.325665
TAS,Tasmania,NULL,LAU,Launceston,Nabowla,7260,-41.174163,147.368891
TAS,Tasmania,NULL,LAU,Launceston,North Scottsdale,7260,-41.116275,147.585209
TAS,Tasmania,NULL,LAU,Launceston,Scottsdale,7260,-41.161106,147.516386
TAS,Tasmania,NULL,LAU,Launceston,South Springfield,7260,-41.256949,147.506880
TAS,Tasmania,NULL,LAU,Launceston,Springfield,7260,-41.210525,147.486294
TAS,Tasmania,NULL,LAU,Launceston,Tonganah,7260,-41.173383,147.585416
TAS,Tasmania,NULL,LAU,Launceston,Tulendeena,7260,-41.178241,147.658941
TAS,Tasmania,NULL,LAU,Launceston,West Scottsdale,7260,-41.183974,147.448273
TAS,Tasmania,NULL,LAU,Launceston,Branxholm,7261,-41.168485,147.738812
TAS,Tasmania,NULL,LAU,Launceston,Warrentinna,7261,-41.081481,147.745289
TAS,Tasmania,NULL,LAU,Launceston,Bridport,7262,-41.002975,147.394214
TAS,Tasmania,NULL,LAU,Launceston,Tomahawk,7262,-40.869347,147.754561
TAS,Tasmania,NULL,LAU,Launceston,Waterhouse,7262,-40.923956,147.653439
TAS,Tasmania,NULL,LAU,Launceston,Alberton,7263,-41.293087,147.789324
TAS,Tasmania,NULL,LAU,Launceston,Legerwood,7263,-41.222845,147.711614
TAS,Tasmania,NULL,LAU,Launceston,Ringarooma,7263,-41.241524,147.736368
TAS,Tasmania,NULL,LAU,Launceston,Talawa,7263,-41.278868,147.718852
TAS,Tasmania,NULL,LAU,Launceston,Trenah,7263,-41.308487,147.681576
TAS,Tasmania,NULL,LAU,Launceston,Boobyalla,7264,-40.893601,147.878822
TAS,Tasmania,NULL,LAU,Launceston,Cape Portland,7264,-40.784899,147.993937
TAS,Tasmania,NULL,LAU,Launceston,Derby,7264,-41.147552,147.801395
TAS,Tasmania,NULL,LAU,Launceston,Eddystone,7264,-40.990901,148.345454
TAS,Tasmania,NULL,LAU,Launceston,Eddystone Point,7264,-41.008953,148.291369
TAS,Tasmania,NULL,LAU,Launceston,Gladstone,7264,-40.959990,148.009571
TAS,Tasmania,NULL,LAU,Launceston,Herrick,7264,-41.103319,147.879466
TAS,Tasmania,NULL,LAU,Launceston,Moorina,7264,-41.126699,147.869979
TAS,Tasmania,NULL,LAU,Launceston,Musselroe Bay,7264,-40.830766,148.178767
TAS,Tasmania,NULL,LAU,Launceston,Pioneer,7264,-41.082401,147.933124
TAS,Tasmania,NULL,LAU,Launceston,Rushy Lagoon,7264,-40.858675,148.015682
TAS,Tasmania,NULL,LAU,Launceston,South Mount Cameron,7264,-41.038867,147.954573
TAS,Tasmania,NULL,LAU,Launceston,Telita,7264,-41.135023,147.762761
TAS,Tasmania,NULL,LAU,Launceston,Weldborough,7264,-41.212620,147.882437
TAS,Tasmania,NULL,LAU,Launceston,Banca,7265,-41.023289,147.801828
TAS,Tasmania,NULL,LAU,Launceston,Winnaleah,7265,-41.098165,147.826302
TAS,Tasmania,NULL,LAU,Launceston,Bangor,7267,-41.217518,147.137044
TAS,Tasmania,NULL,LAU,Launceston,Karoola,7267,-41.261477,147.158873
TAS,Tasmania,NULL,LAU,Launceston,Lalla,7267,-41.259490,147.179268
TAS,Tasmania,NULL,LAU,Launceston,Lower Turners Marsh,7267,-41.208038,147.118602
TAS,Tasmania,NULL,LAU,Launceston,Turners Marsh,7267,-41.289168,147.128699
TAS,Tasmania,NULL,LAU,Launceston,Lilydale,7268,-41.250344,147.217213
TAS,Tasmania,NULL,LAU,Launceston,North Lilydale,7268,-41.230932,147.235462
TAS,Tasmania,NULL,LAU,Launceston,Underwood,7268,-41.295400,147.202656
TAS,Tasmania,NULL,LAU,Launceston,Badger Head,7270,-41.101676,146.674021
TAS,Tasmania,NULL,LAU,Launceston,Beaconsfield,7270,-41.201299,146.816927
TAS,Tasmania,NULL,LAU,Launceston,Beauty Point,7270,-41.158477,146.822251
TAS,Tasmania,NULL,LAU,Launceston,Clarence Point,7270,-41.134742,146.788656
TAS,Tasmania,NULL,LAU,Launceston,Flowery Gully,7270,-41.244630,146.821352
TAS,Tasmania,NULL,LAU,Launceston,Greens Beach,7270,-41.088622,146.742383
TAS,Tasmania,NULL,LAU,Launceston,Kayena,7270,-41.193803,146.895730
TAS,Tasmania,NULL,LAU,Launceston,Kelso,7270,-41.102182,146.792816
TAS,Tasmania,NULL,LAU,Launceston,Rowella,7270,-41.178360,146.916219
TAS,Tasmania,NULL,LAU,Launceston,Sidmouth,7270,-41.218674,146.889583
TAS,Tasmania,NULL,LAU,Launceston,York Town,7270,-41.153404,146.765575
TAS,Tasmania,NULL,LAU,Launceston,Blackwall,7275,-41.305130,146.966495
TAS,Tasmania,NULL,LAU,Launceston,Deviot,7275,-41.232855,146.932353
TAS,Tasmania,NULL,LAU,Launceston,Exeter,7275,-41.300230,146.953434
TAS,Tasmania,NULL,LAU,Launceston,Frankford,7275,-41.337433,146.769443
TAS,Tasmania,NULL,LAU,Launceston,Glengarry,7275,-41.331326,146.876387
TAS,Tasmania,NULL,LAU,Launceston,Holwell,7275,-41.278510,146.783305
TAS,Tasmania,NULL,LAU,Launceston,Lanena,7275,-41.306977,146.961100
TAS,Tasmania,NULL,LAU,Launceston,Loira,7275,-41.269329,146.916398
TAS,Tasmania,NULL,LAU,Launceston,Notley Hills,7275,-41.342991,146.926575
TAS,Tasmania,NULL,LAU,Launceston,Robigana,7275,-41.260319,146.947635
TAS,Tasmania,NULL,LAU,Launceston,Swan Point,7275,-41.255161,146.973070
TAS,Tasmania,NULL,LAU,Launceston,Winkleigh,7275,-41.295016,146.846092
TAS,Tasmania,NULL,LAU,Launceston,Gravelly Beach,7276,-41.276981,146.977952
TAS,Tasmania,NULL,LAU,Launceston,Bridgenorth,7277,-41.378544,146.974938
TAS,Tasmania,NULL,LAU,Launceston,Grindelwald,7277,-41.349339,147.006882
TAS,Tasmania,NULL,LAU,Launceston,Legana,7277,-41.367237,147.045371
TAS,Tasmania,NULL,LAU,Launceston,Rosevears,7277,-41.328807,147.008328
TAS,Tasmania,NULL,LAU,Launceston,Hadspen,7290,-41.502702,147.062503
TAS,Tasmania,NULL,LAU,Launceston,Carrick,7291,-41.533413,147.010575
TAS,Tasmania,NULL,LAU,Launceston,Hagley,7292,-41.526154,146.896855
TAS,Tasmania,NULL,LAU,Launceston,Quamby Bend,7292,-41.487532,146.865419
TAS,Tasmania,NULL,LAU,Launceston,Rosevale,7292,-41.422912,146.929316
TAS,Tasmania,NULL,LAU,Launceston,Selbourne,7292,-41.453535,146.873810
TAS,Tasmania,NULL,LAU,Launceston,Westwood,7292,-41.495011,146.988203
TAS,Tasmania,NULL,LAU,Launceston,Devon Hills,7300,-41.550696,147.187219
TAS,Tasmania,NULL,LAU,Launceston,Perth,7300,-41.576438,147.174002
TAS,Tasmania,NULL,LAU,Launceston,Powranna,7300,-41.679362,147.270593
TAS,Tasmania,NULL,LAU,Launceston,Bishopsbourne,7301,-41.618529,146.986471
TAS,Tasmania,NULL,LAU,Launceston,Blackwood Creek,7301,-41.737452,146.913687
TAS,Tasmania,NULL,LAU,Launceston,Liffey,7301,-41.666781,146.859100
TAS,Tasmania,NULL,LAU,Launceston,Longford,7301,-41.595849,147.121761
TAS,Tasmania,NULL,LAU,Launceston,Toiberry,7301,-41.607403,147.041204
TAS,Tasmania,NULL,LAU,Launceston,Bracknell,7302,-41.652009,146.937733
TAS,Tasmania,NULL,LAU,Launceston,Cressy,7302,-41.684753,147.080572
TAS,Tasmania,NULL,LAU,Launceston,Poatina,7302,-41.794275,146.962601
TAS,Tasmania,NULL,LAU,Launceston,Birralee,7303,-41.383287,146.833281
TAS,Tasmania,NULL,LAU,Launceston,Cluan,7303,-41.608032,146.861612
TAS,Tasmania,NULL,LAU,Launceston,Exton,7303,-41.527388,146.759199
TAS,Tasmania,NULL,LAU,Launceston,Oaks,7303,-41.590998,146.970704
TAS,Tasmania,NULL,LAU,Launceston,Osmaston,7303,-41.556721,146.739622
TAS,Tasmania,NULL,LAU,Launceston,Westbury,7303,-41.528203,146.832552
TAS,Tasmania,NULL,LAU,Launceston,Whitemore,7303,-41.586824,146.925424
TAS,Tasmania,NULL,LAU,Launceston,Brandum,7304,-41.821399,146.675070
TAS,Tasmania,NULL,LAU,Launceston,Breona,7304,-41.786664,146.701786
TAS,Tasmania,NULL,LAU,Launceston,Caveside,7304,-41.595636,146.432449
TAS,Tasmania,NULL,LAU,Launceston,Central Plateau,7304,-41.845885,146.571557
TAS,Tasmania,NULL,LAU,Launceston,Chudleigh,7304,-41.557545,146.480364
TAS,Tasmania,NULL,LAU,Launceston,Dairy Plains,7304,-41.581232,146.524142
TAS,Tasmania,NULL,LAU,Launceston,Deloraine,7304,-41.524552,146.657178
TAS,Tasmania,NULL,LAU,Launceston,Doctors Point,7304,-41.793517,146.683846
TAS,Tasmania,NULL,LAU,Launceston,Dunorlan,7304,-41.488486,146.552961
TAS,Tasmania,NULL,LAU,Launceston,Elizabeth Town,7304,-41.447610,146.573491
TAS,Tasmania,NULL,LAU,Launceston,Golden Valley,7304,-41.650534,146.744708
TAS,Tasmania,NULL,LAU,Launceston,Jackeys Marsh,7304,-41.687613,146.676448
TAS,Tasmania,NULL,LAU,Launceston,Kimberley,7304,-41.401664,146.491376
TAS,Tasmania,NULL,LAU,Launceston,Liena,7304,-41.562130,146.221145
TAS,Tasmania,NULL,LAU,Launceston,Mayberry,7304,-41.563915,146.305499
TAS,Tasmania,NULL,LAU,Launceston,Meander,7304,-41.649043,146.616049
TAS,Tasmania,NULL,LAU,Launceston,Mersey Forest,7304,-41.693548,146.215675
TAS,Tasmania,NULL,LAU,Launceston,Mole Creek,7304,-41.556063,146.401434
TAS,Tasmania,NULL,LAU,Launceston,Moltema,7304,-41.449851,146.536230
TAS,Tasmania,NULL,LAU,Launceston,Montana,7304,-41.596856,146.600384
TAS,Tasmania,NULL,LAU,Launceston,Needles,7304,-41.547832,146.563352
TAS,Tasmania,NULL,LAU,Launceston,Parkham,7304,-41.412110,146.618532
TAS,Tasmania,NULL,LAU,Launceston,Quamby Brook,7304,-41.594007,146.711694
TAS,Tasmania,NULL,LAU,Launceston,Red Hills,7304,-41.533884,146.591271
TAS,Tasmania,NULL,LAU,Launceston,Reedy Marsh,7304,-41.445451,146.696936
TAS,Tasmania,NULL,LAU,Launceston,Reynolds Neck,7304,-41.848538,146.693067
TAS,Tasmania,NULL,LAU,Launceston,Weegena,7304,-41.457194,146.484272
TAS,Tasmania,NULL,LAU,Launceston,Weetah,7304,-41.454931,146.641354
TAS,Tasmania,NULL,LAU,Launceston,Western Creek,7304,-41.632035,146.507342
TAS,Tasmania,NULL,LAU,Launceston,Merseylea,7305,-41.343613,146.473493
TAS,Tasmania,NULL,LAU,Launceston,Railton,7305,-41.345144,146.423827
TAS,Tasmania,NULL,LAU,Launceston,Sunnyside,7305,-41.383151,146.453120
TAS,Tasmania,NULL,LAU,Launceston,Acacia Hills,7306,-41.280491,146.324953
TAS,Tasmania,NULL,LAU,Launceston,Barrington,7306,-41.330694,146.281867
TAS,Tasmania,NULL,LAU,Launceston,Beulah,7306,-41.450902,146.378330
TAS,Tasmania,NULL,LAU,Launceston,Cethana,7306,-41.476789,146.132738
TAS,Tasmania,NULL,LAU,Launceston,Claude Road,7306,-41.434294,146.275054
TAS,Tasmania,NULL,LAU,Launceston,Cradle Mountain,7306,-41.649774,145.944912
TAS,Tasmania,NULL,LAU,Launceston,Gowrie Park,7306,-41.470619,146.213357
TAS,Tasmania,NULL,LAU,Launceston,Lorinna,7306,-41.542158,146.134964
TAS,Tasmania,NULL,LAU,Launceston,Lower Barrington,7306,-41.294881,146.286405
TAS,Tasmania,NULL,LAU,Launceston,Lower Beulah,7306,-41.467432,146.403285
TAS,Tasmania,NULL,LAU,Launceston,Middlesex,7306,-41.556428,145.950110
TAS,Tasmania,NULL,LAU,Launceston,Nook,7306,-41.338624,146.329803
TAS,Tasmania,NULL,LAU,Launceston,Nowhere Else,7306,-41.366238,146.276194
TAS,Tasmania,NULL,LAU,Launceston,Paradise,7306,-41.436143,146.320672
TAS,Tasmania,NULL,LAU,Launceston,Promised Land,7306,-41.428423,146.203456
TAS,Tasmania,NULL,LAU,Launceston,Roland,7306,-41.410101,146.234591
TAS,Tasmania,NULL,LAU,Launceston,Sheffield,7306,-41.382119,146.324741
TAS,Tasmania,NULL,LAU,Launceston,Staverton,7306,-41.444934,146.185949
TAS,Tasmania,NULL,LAU,Launceston,Stoodley,7306,-41.394548,146.408132
TAS,Tasmania,NULL,LAU,Launceston,West Kentish,7306,-41.397734,146.261242
TAS,Tasmania,NULL,LAU,Launceston,Bakers Beach,7307,-41.185628,146.610640
TAS,Tasmania,NULL,LAU,Launceston,Harford,7307,-41.245721,146.540196
TAS,Tasmania,NULL,LAU,Launceston,Hawley Beach,7307,-41.150889,146.540709
TAS,Tasmania,NULL,LAU,Launceston,Latrobe,7307,-41.235472,146.410842
TAS,Tasmania,NULL,LAU,Launceston,Moriarty,7307,-41.216527,146.481107
TAS,Tasmania,NULL,LAU,Launceston,Northdown,7307,-41.177085,146.486431
TAS,Tasmania,NULL,LAU,Launceston,Port Sorell,7307,-41.166398,146.550162
TAS,Tasmania,NULL,LAU,Launceston,Sassafras,7307,-41.286377,146.497684
TAS,Tasmania,NULL,LAU,Launceston,Shearwater,7307,-41.161015,146.540942
TAS,Tasmania,NULL,LAU,Launceston,Squeaking Point,7307,-41.189668,146.560224
TAS,Tasmania,NULL,LAU,Launceston,Thirlstane,7307,-41.201812,146.537903
TAS,Tasmania,NULL,LAU,Launceston,Wesley Vale,7307,-41.189834,146.454639
TAS,Tasmania,NULL,LAU,Launceston,Aberdeen,7310,-41.241121,146.324486
TAS,Tasmania,NULL,LAU,Launceston,Ambleside,7310,-41.206124,146.372948
TAS,Tasmania,NULL,LAU,Launceston,Devonport,7310,-41.175455,146.351294
TAS,Tasmania,NULL,LAU,Launceston,Don,7310,-41.183568,146.320153
TAS,Tasmania,NULL,LAU,Launceston,East Devonport,7310,-41.180221,146.370183
TAS,Tasmania,NULL,LAU,Launceston,Erriba,7310,-41.434195,146.125021
TAS,Tasmania,NULL,LAU,Launceston,Eugenana,7310,-41.233096,146.312522
TAS,Tasmania,NULL,LAU,Launceston,Forth,7310,-41.190088,146.251382
TAS,Tasmania,NULL,LAU,Launceston,Forthside,7310,-41.236184,146.263885
TAS,Tasmania,NULL,LAU,Launceston,Kindred,7310,-41.254423,146.251199
TAS,Tasmania,NULL,LAU,Launceston,Lillico,7310,-41.163871,146.287000
TAS,Tasmania,NULL,LAU,Launceston,Lower Wilmot,7310,-41.309148,146.217162
TAS,Tasmania,NULL,LAU,Launceston,Melrose,7310,-41.241963,146.288437
TAS,Tasmania,NULL,LAU,Launceston,Miandetta,7310,-41.196995,146.354203
TAS,Tasmania,NULL,LAU,Launceston,Moina,7310,-41.478262,146.100874
TAS,Tasmania,NULL,LAU,Launceston,Paloona,7310,-41.257336,146.275917
TAS,Tasmania,NULL,LAU,Launceston,Quoiba,7310,-41.205642,146.350247
TAS,Tasmania,NULL,LAU,Launceston,South Spreyton,7310,-41.246148,146.342007
TAS,Tasmania,NULL,LAU,Launceston,Spreyton,7310,-41.217595,146.345020
TAS,Tasmania,NULL,LAU,Launceston,Stony Rise,7310,-41.196035,146.339606
TAS,Tasmania,NULL,LAU,Launceston,Tarleton,7310,-41.232206,146.380634
TAS,Tasmania,NULL,LAU,Launceston,Tugrah,7310,-41.205370,146.307308
TAS,Tasmania,NULL,LAU,Launceston,West Devonport,7310,-41.179995,146.341928
TAS,Tasmania,NULL,LAU,Launceston,Wilmot,7310,-41.385115,146.172641
TAS,Tasmania,NULL,LAU,Launceston,Abbotsham,7315,-41.211306,146.175577
TAS,Tasmania,NULL,LAU,Launceston,Castra,7315,-41.287509,146.115636
TAS,Tasmania,NULL,LAU,Launceston,Gawler,7315,-41.183231,146.160580
TAS,Tasmania,NULL,LAU,Launceston,Gunns Plains,7315,-41.278672,146.038570
TAS,Tasmania,NULL,LAU,Launceston,Leith,7315,-41.156958,146.254867
TAS,Tasmania,NULL,LAU,Launceston,Loongana,7315,-41.410449,145.970650
TAS,Tasmania,NULL,LAU,Launceston,Nietta,7315,-41.364346,146.070078
TAS,Tasmania,NULL,LAU,Launceston,North Motton,7315,-41.193470,146.131309
TAS,Tasmania,NULL,LAU,Launceston,Preston,7315,-41.285034,146.075153
TAS,Tasmania,NULL,LAU,Launceston,South Nietta,7315,-41.421561,146.071891
TAS,Tasmania,NULL,LAU,Launceston,South Preston,7315,-41.333319,146.051848
TAS,Tasmania,NULL,LAU,Launceston,Spalford,7315,-41.237528,146.179594
TAS,Tasmania,NULL,LAU,Launceston,Sprent,7315,-41.264960,146.157797
TAS,Tasmania,NULL,LAU,Launceston,Turners Beach,7315,-41.157532,146.247149
TAS,Tasmania,NULL,LAU,Launceston,Ulverstone,7315,-41.157353,146.171783
TAS,Tasmania,NULL,LAU,Launceston,Upper Castra,7315,-41.328529,146.132250
TAS,Tasmania,NULL,LAU,Launceston,West Ulverstone,7315,-41.151237,146.163359
TAS,Tasmania,NULL,LAU,Launceston,Camena,7316,-41.167417,145.966402
TAS,Tasmania,NULL,LAU,Launceston,Cuprona,7316,-41.135711,145.966394
TAS,Tasmania,NULL,LAU,Launceston,Heybridge,7316,-41.080589,145.985959
TAS,Tasmania,NULL,LAU,Launceston,Howth,7316,-41.089176,146.005153
TAS,Tasmania,NULL,LAU,Launceston,Loyetea,7316,-41.292795,145.952926
TAS,Tasmania,NULL,LAU,Launceston,Penguin,7316,-41.110249,146.069078
TAS,Tasmania,NULL,LAU,Launceston,Preservation Bay,7316,-41.103224,146.050711
TAS,Tasmania,NULL,LAU,Launceston,Riana,7316,-41.203336,145.998500
TAS,Tasmania,NULL,LAU,Launceston,South Riana,7316,-41.234841,145.977352
TAS,Tasmania,NULL,LAU,Launceston,Sulphur Creek,7316,-41.094497,146.023135
TAS,Tasmania,NULL,LAU,Launceston,West Pine,7316,-41.150238,145.993216
TAS,Tasmania,NULL,BUR,Burnie,Acton,7320,-41.070069,145.893987
TAS,Tasmania,NULL,BUR,Burnie,Brooklyn,7320,-41.071975,145.908997
TAS,Tasmania,NULL,BUR,Burnie,Burnie,7320,-41.052874,145.906337
TAS,Tasmania,NULL,BUR,Burnie,Camdale,7320,-41.041509,145.841099
TAS,Tasmania,NULL,BUR,Burnie,Cooee,7320,-41.041872,145.877832
TAS,Tasmania,NULL,BUR,Burnie,Downlands,7320,-41.084108,145.893446
TAS,Tasmania,NULL,BUR,Burnie,Emu Heights,7320,-41.077796,145.919574
TAS,Tasmania,NULL,BUR,Burnie,Havenview,7320,-41.082675,145.913437
TAS,Tasmania,NULL,BUR,Burnie,Hillcrest,7320,-41.062406,145.897214
TAS,Tasmania,NULL,BUR,Burnie,Montello,7320,-41.054651,145.897524
TAS,Tasmania,NULL,BUR,Burnie,Ocean Vista,7320,-41.039736,145.856976
TAS,Tasmania,NULL,BUR,Burnie,Park Grove,7320,-41.055126,145.887288
TAS,Tasmania,NULL,BUR,Burnie,Parklands,7320,-41.049575,145.894097
TAS,Tasmania,NULL,BUR,Burnie,Romaine,7320,-41.076581,145.902129
TAS,Tasmania,NULL,BUR,Burnie,Round Hill,7320,-41.076095,145.936853
TAS,Tasmania,NULL,BUR,Burnie,Shorewell Park,7320,-41.071587,145.880374
TAS,Tasmania,NULL,BUR,Burnie,South Burnie,7320,-41.063651,145.912361
TAS,Tasmania,NULL,BUR,Burnie,Upper Burnie,7320,-41.070296,145.900944
TAS,Tasmania,NULL,BUR,Burnie,Wivenhoe,7320,-41.067774,145.932471
TAS,Tasmania,NULL,LAU,Launceston,Black River,7321,-40.850586,145.308924
TAS,Tasmania,NULL,LAU,Launceston,Boat Harbour,7321,-40.946046,145.637165
TAS,Tasmania,NULL,LAU,Launceston,Boat Harbour Beach,7321,-40.927499,145.616432
TAS,Tasmania,NULL,LAU,Launceston,Chasm Creek,7321,-41.067978,145.968381
TAS,Tasmania,NULL,LAU,Launceston,Corinna,7321,-41.649433,145.083022
TAS,Tasmania,NULL,LAU,Launceston,Cowrie Point,7321,-40.851997,145.368514
TAS,Tasmania,NULL,LAU,Launceston,Crayfish Creek,7321,-40.857748,145.400859
TAS,Tasmania,NULL,LAU,Launceston,Detention,7321,-40.880056,145.453508
TAS,Tasmania,NULL,LAU,Launceston,East Cam,7321,-41.060828,145.860617
TAS,Tasmania,NULL,LAU,Launceston,East Ridgley,7321,-41.155264,145.847043
TAS,Tasmania,NULL,LAU,Launceston,Edgcumbe Beach,7321,-40.860775,145.411850
TAS,Tasmania,NULL,LAU,Launceston,Guildford,7321,-41.461085,145.719459
TAS,Tasmania,NULL,LAU,Launceston,Hampshire,7321,-41.264655,145.783070
TAS,Tasmania,NULL,LAU,Launceston,Hellyer,7321,-40.875337,145.440898
TAS,Tasmania,NULL,LAU,Launceston,Highclere,7321,-41.191982,145.805841
TAS,Tasmania,NULL,LAU,Launceston,Luina,7321,-41.457771,145.430502
TAS,Tasmania,NULL,LAU,Launceston,Mawbanna,7321,-40.952171,145.366617
TAS,Tasmania,NULL,LAU,Launceston,Montumana,7321,-40.949471,145.519730
TAS,Tasmania,NULL,LAU,Launceston,Mooreville,7321,-41.094264,145.863870
TAS,Tasmania,NULL,LAU,Launceston,Natone,7321,-41.165567,145.920954
TAS,Tasmania,NULL,LAU,Launceston,Parrawe,7321,-41.295847,145.589388
TAS,Tasmania,NULL,LAU,Launceston,Port Latta,7321,-40.855289,145.382720
TAS,Tasmania,NULL,LAU,Launceston,Ridgley,7321,-41.148883,145.834523
TAS,Tasmania,NULL,LAU,Launceston,Rocky Cape,7321,-40.887293,145.468684
TAS,Tasmania,NULL,LAU,Launceston,Savage River,7321,-41.512441,145.215215
TAS,Tasmania,NULL,LAU,Launceston,Sisters Beach,7321,-40.919198,145.561977
TAS,Tasmania,NULL,LAU,Launceston,Stowport,7321,-41.112597,145.928906
TAS,Tasmania,NULL,LAU,Launceston,Tewkesbury,7321,-41.206308,145.726805
TAS,Tasmania,NULL,LAU,Launceston,Tullah,7321,-41.737685,145.618787
TAS,Tasmania,NULL,LAU,Launceston,Upper Natone,7321,-41.233705,145.897918
TAS,Tasmania,NULL,LAU,Launceston,Upper Stowport,7321,-41.154461,145.907748
TAS,Tasmania,NULL,LAU,Launceston,Waratah,7321,-41.444448,145.531689
TAS,Tasmania,NULL,LAU,Launceston,West Mooreville,7321,-41.109943,145.838218
TAS,Tasmania,NULL,LAU,Launceston,West Ridgley,7321,-41.147175,145.781751
TAS,Tasmania,NULL,LAU,Launceston,Wiltshire,7321,-40.837848,145.281396
TAS,Tasmania,NULL,BUR,Burnie,Somerset,7322,-41.035186,145.828259
TAS,Tasmania,NULL,LAU,Launceston,Calder,7325,-41.070070,145.629108
TAS,Tasmania,NULL,LAU,Launceston,Doctors Rocks,7325,-41.006277,145.778684
TAS,Tasmania,NULL,LAU,Launceston,Elliott,7325,-41.092707,145.780388
TAS,Tasmania,NULL,LAU,Launceston,Flowerdale,7325,-40.969494,145.654946
TAS,Tasmania,NULL,LAU,Launceston,Henrietta,7325,-41.150840,145.681299
TAS,Tasmania,NULL,LAU,Launceston,Lapoinya,7325,-41.009001,145.578371
TAS,Tasmania,NULL,LAU,Launceston,Meunna,7325,-41.087324,145.483069
TAS,Tasmania,NULL,LAU,Launceston,Milabena,7325,-41.027360,145.517704
TAS,Tasmania,NULL,LAU,Launceston,Moorleah,7325,-40.998169,145.614521
TAS,Tasmania,NULL,LAU,Launceston,Mount Hicks,7325,-41.049775,145.774119
TAS,Tasmania,NULL,LAU,Launceston,Myalla,7325,-40.982224,145.572027
TAS,Tasmania,NULL,LAU,Launceston,Oldina,7325,-41.085392,145.673716
TAS,Tasmania,NULL,LAU,Launceston,Oonah,7325,-41.245332,145.605013
TAS,Tasmania,NULL,LAU,Launceston,Preolenna,7325,-41.085699,145.567148
TAS,Tasmania,NULL,LAU,Launceston,Sisters Creek,7325,-40.961686,145.573591
TAS,Tasmania,NULL,LAU,Launceston,Table Cape,7325,-40.954148,145.726744
TAS,Tasmania,NULL,LAU,Launceston,Takone,7325,-41.164229,145.634755
TAS,Tasmania,NULL,LAU,Launceston,West Takone,7325,-41.180401,145.530409
TAS,Tasmania,NULL,LAU,Launceston,Wynyard,7325,-40.989088,145.728082
TAS,Tasmania,NULL,LAU,Launceston,Yolla,7325,-41.125674,145.716221
TAS,Tasmania,NULL,LAU,Launceston,Alcomie,7330,-40.934871,145.185229
TAS,Tasmania,NULL,LAU,Launceston,Arthur River,7330,-41.059551,144.681865
TAS,Tasmania,NULL,LAU,Launceston,Brittons Swamp,7330,-40.939091,144.968702
TAS,Tasmania,NULL,LAU,Launceston,Broadmeadows,7330,-40.856063,145.095904
TAS,Tasmania,NULL,LAU,Launceston,Christmas Hills,7330,-40.901234,144.997852
