SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,StateName,PostCode,CountryName,LevelOfSchooling,SchoolSubType,LocationLatitude,LocationLongitude,SchoolGender,SchoolSpecialityType
8258,Bellingen High School,1125,Waterfall Way,Bellingen,,New South Wales,2454,Australia,Secondary School,Year 7 to Year 12,-30.455123,152.908442,Coed,Comprehensive
8259,Callaghan College Wallsend Campus,NULL,NULL,Wallsend,,New South Wales,2287,Australia,Secondary School,Year 7 to Year 10,-32.892950,151.669289,Coed,Junior College
8260,Bonnyrigg High School,682,Cabramatta Road West,Bonnyrigg,,New South Wales,2177,Australia,Secondary School,Year 7 to Year 12,-33.894982,150.893167,Coed,Comprehensive
8261,Cronulla High School,NULL,NULL,Kurnell,,New South Wales,2231,Australia,Secondary School,Year 7 to Year 12,-34.038439,151.159056,Coed,Comprehensive
8262,Ingleburn High School,4,Coucal Place,Ingleburn,,New South Wales,2565,Australia,Secondary School,Year 7 to Year 12,-34.005121,150.871520,Coed,Comprehensive
8263,J J Cahill Memorial High School,17,Horner Avenue,Mascot,,New South Wales,2020,Australia,Secondary School,Year 7 to Year 12,-33.927435,151.201835,Coed,Comprehensive
8265,Sefton High School,45,Hector Street,Sefton,,New South Wales,2162,Australia,Secondary School,Year 7 to Year 12,-33.879538,151.008799,Coed,Comprehensive
8266,James Fallon High School,412,Fallon Street,North Albury,,New South Wales,2640,Australia,Secondary School,Year 7 to Year 12,-36.060244,146.928971,Coed,Comprehensive
8268,Glenwood High School,NULL,NULL,Glenwood,,New South Wales,2768,Australia,Secondary School,Year 7 to Year 12,-33.733029,150.937429,Coed,Comprehensive
8269,Chester Hill High School,33,Treloar Crescent,Chester Hill,,New South Wales,2162,Australia,Secondary School,Year 7 to Year 12,-33.874032,150.995411,Coed,Comprehensive
8270,Wee Waa High School,23348,Kamilaroi Highway,Wee Waa,,New South Wales,2388,Australia,Secondary School,Year 7 to Year 12,-30.219777,149.457028,Coed,Comprehensive
8271,Lucas Heights Community School,NULL,NULL,Barden Ridge,,New South Wales,2234,Australia,Central/Community School,Kinder to Year 12,-34.035778,151.004817,Coed,Comprehensive
8272,Coffs Harbour Senior College,NULL,NULL,Coffs Harbour,,New South Wales,2450,Australia,Secondary School,Year 11 to Year 12,-30.330173,153.102656,Coed,Senior College
8273,Cecil Hills High School,NULL,NULL,Cecil Hills,,New South Wales,2171,Australia,Secondary School,Year 7 to Year 12,-33.895704,150.852043,Coed,Comprehensive
8274,Tuggerah Lakes Secondary College Tumbi Umbi Campus,150,Bellevue Road,Tumbi Umbi,,New South Wales,2261,Australia,Secondary School,Year 7 to Year 10,-33.395596,151.454054,Coed,Junior College
8276,Glenmore Park High School,6,Naoi Place,Glenmore Park,,New South Wales,2745,Australia,Secondary School,Year 7 to Year 12,-33.791012,150.672564,Coed,Comprehensive
8277,Wyndham College,NULL,NULL,Schofields,,New South Wales,2762,Australia,Secondary School,Year 11 to Year 12,-33.724004,150.875297,Coed,Senior College
8278,Wadalba Community School,NULL,Van Stappen Road,Wadalba,,New South Wales,2259,Australia,Central/Community School,Kinder to Year 12,-33.264769,151.467432,Coed,Comprehensive
8279,Lake Munmorah High School,670,Pacific Highway,Lake Munmorah,,New South Wales,2259,Australia,Secondary School,Year 7 to Year 12,-33.189743,151.573699,Coed,Comprehensive
8280,Camden Haven High School,NULL,NULL,Kew,,New South Wales,2439,Australia,Secondary School,Year 7 to Year 12,-31.639394,152.736080,Coed,Comprehensive
8281,Great Lakes College Senior Campus,62,Wharf Street,Tuncurry,,New South Wales,2428,Australia,Secondary School,Year 11 to Year 12,-32.170528,152.501170,Coed,Senior College
8282,Banora Point High School,NULL,NULL,Banora Point,,New South Wales,2486,Australia,Secondary School,Year 7 to Year 12,-28.215457,153.525324,Coed,Comprehensive
8284,Georges River College Oatley Senior Campus,158,Hurstville Road,Oatley,,New South Wales,2223,Australia,Secondary School,Year 11 to Year 12,-33.977001,151.081391,Coed,Senior College
8286,Mount Annan High School,248,Welling Drive,Mount Annan,,New South Wales,2567,Australia,Secondary School,Year 7 to Year 12,-34.057371,150.760739,Coed,Comprehensive
8288,Cleveland Street Intensive English High School,244,Cleveland Street,Surry Hills,,New South Wales,2010,Australia,Secondary School,Intensive English Centre,-33.889068,151.205780,Coed,Intensive English
8289,Great Lakes College Tuncurry Campus,62,Wharf Street,Tuncurry,,New South Wales,2428,Australia,Secondary School,Year 7 to Year 10,-32.170596,152.501308,Coed,Junior College
8290,John Edmondson High School,64,Horningsea Park Drive,Horningsea Park,,New South Wales,2171,Australia,Secondary School,Year 7 to Year 12,-33.946000,150.843226,Coed,Comprehensive
8291,Rouse Hill High School,68,Bridgewood Drive,Beaumont Hills,,New South Wales,2155,Australia,Secondary School,Year 7 to Year 12,-33.688142,150.934312,Coed,Comprehensive
8292,Kariong Mountains High School,NULL,NULL,Kariong,,New South Wales,2250,Australia,Secondary School,Year 7 to Year 12,-33.430390,151.296076,Coed,Comprehensive
8308,Corowa High School,69,Redlands Road,Corowa,,New South Wales,2646,Australia,Secondary School,Year 7 to Year 12,-35.993008,146.381577,Coed,Comprehensive
8314,The Henry Lawson High School,28,South Street,Grenfell,,New South Wales,2810,Australia,Secondary School,Year 7 to Year 12,-33.902722,148.163449,Coed,Comprehensive
8318,Kandos High School,16-36,Fleming Street,Kandos,,New South Wales,2848,Australia,Secondary School,Year 7 to Year 12,-32.855738,149.974588,Coed,Comprehensive
8320,Kogarah High School,22A,Gladstone Street,Kogarah,,New South Wales,2217,Australia,Secondary School,Year 7 to Year 12,-33.961161,151.134227,Coed,Comprehensive
8325,Moree Secondary College Albert St Campus,207,Balo Street,Moree,,New South Wales,2400,Australia,Secondary School,Year 10 to Year 12,-29.466450,149.842344,Coed,Senior College
8326,Mosman High School,769,Military Road,Mosman,,New South Wales,2088,Australia,Secondary School,Year 7 to Year 12,-33.829677,151.243425,Coed,Comprehensive
8328,Murrumburrah High School,42,Smith Street,Harden,,New South Wales,2587,Australia,Secondary School,Year 7 to Year 12,-34.559162,148.369808,Coed,Comprehensive
8334,Yass High School,NULL,NULL,Yass,,New South Wales,2582,Australia,Secondary School,Year 7 to Year 12,-34.835474,148.911066,Coed,Comprehensive
8343,Tumut High School,104,Lambie Street,Tumut,,New South Wales,2720,Australia,Secondary School,Year 7 to Year 12,-35.312212,148.219291,Coed,Comprehensive
8346,Condobolin High School,4,Officers Parade,Condobolin,,New South Wales,2877,Australia,Secondary School,Year 7 to Year 12,-33.091828,147.143195,Coed,Comprehensive
8347,Coonabarabran High School,8,Bandulla Street,Coonabarabran,,New South Wales,2357,Australia,Secondary School,Year 7 to Year 12,-31.283104,149.285117,Coed,Comprehensive
8349,Gilgandra High School,50,Eiraben Street,Gilgandra,,New South Wales,2827,Australia,Secondary School,Year 7 to Year 12,-31.703431,148.666529,Coed,Comprehensive
8353,Nyngan High School,19-37,Cobar Street,Nyngan,,New South Wales,2825,Australia,Secondary School,Year 7 to Year 12,-31.561368,147.188882,Coed,Comprehensive
8355,Bourke High School,34,Tarcoon Street,Bourke,,New South Wales,2840,Australia,Secondary School,Year 7 to Year 12,-30.091467,145.948761,Coed,Comprehensive
8356,Cobar High School,18,Rankin Street,Cobar,,New South Wales,2835,Australia,Secondary School,Year 7 to Year 12,-31.501643,145.827881,Coed,Comprehensive
8357,Blayney High School,10,Water Street,Blayney,,New South Wales,2799,Australia,Secondary School,Year 7 to Year 12,-33.531048,149.251081,Coed,Comprehensive
8358,Tenterfield High School,75,High Street,Tenterfield,,New South Wales,2372,Australia,Secondary School,Year 7 to Year 12,-29.053727,152.016829,Coed,Comprehensive
8360,Finley High School,52,Tocumwal Street,Finley,,New South Wales,2713,Australia,Secondary School,Year 7 to Year 12,-35.640413,145.571271,Coed,Comprehensive
8362,Maclean High School,14,Cameron Street,Maclean,,New South Wales,2463,Australia,Secondary School,Year 7 to Year 12,-29.466440,153.201490,Coed,Comprehensive
8364,"Hastings Secondary College, Port Macquarie Campus",16,Owen Street,Port Macquarie,,New South Wales,2444,Australia,Secondary School,Year 7 to Year 12,-31.433295,152.920690,Coed,Comprehensive
8368,Moruya High School,97,Albert Street,Moruya,,New South Wales,2537,Australia,Secondary School,Year 7 to Year 12,-35.920195,150.080150,Coed,Comprehensive
8370,Tweed River High School,10,Heffron Street,Tweed Heads South,,New South Wales,2486,Australia,Secondary School,Year 7 to Year 12,-28.195651,153.541012,Coed,Comprehensive
8371,Gloucester High School,129,Ravenshaw Street,Gloucester,,New South Wales,2422,Australia,Secondary School,Year 7 to Year 12,-32.016661,151.959556,Coed,Comprehensive
8372,The Forest High School,NULL,NULL,Frenchs Forest,,New South Wales,2086,Australia,Secondary School,Year 7 to Year 12,-33.750298,151.229800,Coed,Comprehensive
8373,Five Islands Secondary College,192,Military Road,Port Kembla,,New South Wales,2505,Australia,Secondary School,Year 10 to Year 12,-34.489274,150.913541,Coed,Senior College
8374,Brisbane Water Secondary College Woy Woy Campus,NULL,NULL,Woy Woy,,New South Wales,2256,Australia,Secondary School,Year 10 to Year 12,-33.492687,151.323582,Coed,Senior College
8377,Picnic Point High School,7,Shari Avenue,Picnic Point,,New South Wales,2213,Australia,Secondary School,Year 7 to Year 12,-33.964344,151.011457,Coed,Comprehensive
8379,Pittwater High School,NULL,NULL,NULL,,New South Wales,NULL,Australia,Secondary School,Year 7 to Year 12,-33.668259,151.302664,Coed,Comprehensive
8381,Bankstown Senior College,27,High Street,Bankstown,,New South Wales,2200,Australia,Secondary School,Year 10 to Year 12,-33.929121,151.022569,Coed,Senior College
8382,Castle Hill High School,18,Bimbil Place,Castle Hill,,New South Wales,2154,Australia,Secondary School,Year 7 to Year 12,-33.726635,150.999534,Coed,Comprehensive
8383,Nepean Creative and Performing Arts High School,119,Great Western Highway,Emu Plains,,New South Wales,2750,Australia,Secondary School,Year 7 to Year 12,-33.747745,150.668882,Coed,Performing Arts
8384,Westfields Sports High School,7,Jansz Place,Fairfield West,,New South Wales,2165,Australia,Secondary School,Year 7 to Year 12,-33.866933,150.920432,Coed,Sports
8385,Greystanes High School,NULL,NULL,Greystanes,,New South Wales,2145,Australia,Secondary School,Year 7 to Year 12,-33.812495,150.940352,Coed,Comprehensive
8386,Gymea Technology High School,2A,Talara Road,Gymea,,New South Wales,2227,Australia,Secondary School,Year 7 to Year 12,-34.029985,151.083380,Coed,Technology
8388,Moss Vale High School,28,Woodville Road,Moss Vale,,New South Wales,2577,Australia,Secondary School,Year 7 to Year 12,-34.551483,150.385294,Coed,Comprehensive
8389,Swansea High School,70,Park Avenue,Caves Beach,,New South Wales,2281,Australia,Secondary School,Year 7 to Year 12,-33.104232,151.639823,Coed,Comprehensive
8390,Whitebridge High School,2,Koolbury Close,Whitebridge,,New South Wales,2290,Australia,Secondary School,Year 7 to Year 12,-32.972025,151.712234,Coed,Comprehensive
8391,Wingham High School,9,Rowley Street,Wingham,,New South Wales,2429,Australia,Secondary School,Year 7 to Year 12,-31.867397,152.382261,Coed,Comprehensive
8392,West Wyalong High School,30,Dumaresq Street,West Wyalong,,New South Wales,2671,Australia,Secondary School,Year 7 to Year 12,-33.915793,147.202014,Coed,Comprehensive
8393,Canley Vale High School,NULL,NULL,Canley Vale,,New South Wales,2166,Australia,Secondary School,Year 7 to Year 12,-33.884644,150.951658,Coed,Comprehensive
8394,Miller High School,60,Cabramatta Avenue,Miller,,New South Wales,2168,Australia,Secondary School,Year 7 to Year 12,-33.923589,150.881139,Coed,Technology
8395,Pendle Hill High School,NULL,NULL,Toongabbie,,New South Wales,2146,Australia,Secondary School,Year 7 to Year 12,-33.793877,150.962194,Coed,Comprehensive
8396,Windsor High School,NULL,NULL,Mulgrave,,New South Wales,2756,Australia,Secondary School,Year 7 to Year 12,-33.618653,150.833554,Coed,Comprehensive
8397,Ashcroft High School,16,Stanwell Crescent,Ashcroft,,New South Wales,2168,Australia,Secondary School,Year 7 to Year 12,-33.920414,150.897272,Coed,Comprehensive
8398,Condell Park High School,83,Townsend Street,Condell Park,,New South Wales,2200,Australia,Secondary School,Year 7 to Year 12,-33.923579,151.001755,Coed,Comprehensive
8399,Doonside High School,15-39,Power Street,Doonside,,New South Wales,2767,Australia,Secondary School,Year 7 to Year 12,-33.754708,150.874186,Coed,Technology
8400,St Ives High School,2,Waterhouse Avenue,Saint Ives,,New South Wales,2075,Australia,Secondary School,Year 7 to Year 12,-33.740147,151.167078,Coed,Comprehensive
8401,Lurnea High School,48,Napier Avenue,Lurnea,,New South Wales,2170,Australia,Secondary School,Year 7 to Year 12,-33.941743,150.896043,Coed,Comprehensive
8403,Mitchell High School,24,Yale Place,Blacktown,,New South Wales,2148,Australia,Secondary School,Year 7 to Year 12,-33.784795,150.915971,Coed,Comprehensive
8404,Endeavour Sports High School,14,Kumulla Road,Miranda,,New South Wales,2228,Australia,Secondary School,Year 7 to Year 12,-34.030083,151.117251,Coed,Sports
8405,Erina High School,152,The Entrance Road,Erina,,New South Wales,2250,Australia,Secondary School,Year 7 to Year 12,-33.440279,151.381503,Coed,Comprehensive
8406,South Grafton High School,5,Skinner Street,South Grafton,,New South Wales,2460,Australia,Secondary School,Year 7 to Year 12,-29.714229,152.929362,Coed,Comprehensive
8407,Mount Austin High School,NULL,NULL,Mount Austin,,New South Wales,2650,Australia,Secondary School,Year 7 to Year 12,-35.141908,147.353865,Coed,Comprehensive
8408,Georges River College Peakhurst Campus,NULL,NULL,Peakhurst,,New South Wales,2210,Australia,Secondary School,Year 7 to Year 10,-33.966882,151.056013,Coed,Junior College
8409,Scone High School,3,Bottlebrush Place,Scone,,New South Wales,2337,Australia,Secondary School,Year 7 to Year 12,-32.058130,150.873111,Coed,Comprehensive
8410,Woonona High School,17,Austin Street,Woonona,,New South Wales,2517,Australia,Secondary School,Year 7 to Year 12,-34.345037,150.910102,Coed,Comprehensive
8411,West Wallsend High School,2,Appletree Road,Holmesville,,New South Wales,2286,Australia,Secondary School,Year 7 to Year 12,-32.910565,151.581083,Coed,Comprehensive
8412,The Hills Sports High School,56,Best Road,Seven Hills,,New South Wales,2147,Australia,Secondary School,Year 7 to Year 12,-33.782184,150.938834,Coed,Sports
8413,Morisset High School,133,Bridge Street,Morisset,,New South Wales,2264,Australia,Secondary School,Year 7 to Year 12,-33.104657,151.486629,Coed,Comprehensive
8414,Chatham High School,7,Davis Street,Taree,,New South Wales,2430,Australia,Secondary School,Year 7 to Year 12,-31.895770,152.480875,Coed,Comprehensive
8415,Ryde Secondary College,5,Malvina Street,Ryde,,New South Wales,2112,Australia,Secondary School,Year 7 to Year 12,-33.813316,151.119176,Coed,Comprehensive
8416,Ku-ring-gai High School,NULL,NULL,North Turramurra,,New South Wales,2074,Australia,Secondary School,Year 7 to Year 12,-33.690973,151.153809,Coed,Creative Arts
8417,Dubbo College South Campus,351,Fitzroy Street,Dubbo,,New South Wales,2830,Australia,Secondary School,Year 7 to Year 10,-32.270837,148.610687,Coed,Junior College
8418,Warilla High School,18,Sammat Avenue,Barrack Heights,,New South Wales,2528,Australia,Secondary School,Year 7 to Year 12,-34.563813,150.857991,Coed,Comprehensive
8420,Evans High School,166,Walters Road,Blacktown,,New South Wales,2148,Australia,Secondary School,Year 7 to Year 12,-33.786512,150.889725,Coed,Comprehensive
8422,Killarney Heights High School,136,Melwood Avenue,Killarney Heights,,New South Wales,2087,Australia,Secondary School,Year 7 to Year 12,-33.771925,151.215215,Coed,Comprehensive
8423,Kotara High School,21,Madison Drive,Adamstown Heights,,New South Wales,2289,Australia,Secondary School,Year 7 to Year 12,-32.947137,151.706868,Coed,Comprehensive
8424,Holroyd High School,7,Cumberland Road,Greystanes,,New South Wales,2145,Australia,Secondary School,Year 7 to Year 12,-33.832906,150.951137,Coed,Comprehensive
8432,Engadine High School,2,Porter Road,Engadine,,New South Wales,2233,Australia,Secondary School,Year 7 to Year 12,-34.062141,151.019341,Coed,Comprehensive
8433,Woolooware High School,2R,Woolooware Road,Woolooware,,New South Wales,2230,Australia,Secondary School,Year 7 to Year 12,-34.039811,151.145595,Coed,Comprehensive
8435,Turramurra High School,5,Robin Avenue,South Turramurra,,New South Wales,2074,Australia,Secondary School,Year 7 to Year 12,-33.757307,151.114786,Coed,Comprehensive
8436,Granville South Creative and Performing Arts High School,53,Rowley Road,Guildford,,New South Wales,2161,Australia,Secondary School,Year 7 to Year 12,-33.860626,150.997598,Coed,Performing Arts
8437,Kirrawee High School,NULL,NULL,Kirrawee,,New South Wales,2232,Australia,Secondary School,Year 7 to Year 12,-34.043480,151.073475,Coed,Language
8438,Pennant Hills High School,98,Boundary Road,Pennant Hills,,New South Wales,2120,Australia,Secondary School,Year 7 to Year 12,-33.733692,151.061087,Coed,Comprehensive
8439,Francis Greenway High School,5,Bangalay Close,Woodberry,,New South Wales,2322,Australia,Secondary School,Year 7 to Year 12,-32.796980,151.660770,Coed,Comprehensive
8440,Warners Bay High School,NULL,NULL,Warners Bay,,New South Wales,2282,Australia,Secondary School,Year 7 to Year 12,-32.967703,151.653691,Coed,Comprehensive
8442,Gundagai High School,157,Hanley Street,Gundagai,,New South Wales,2722,Australia,Secondary School,Year 7 to Year 12,-35.057144,148.099421,Coed,Comprehensive
8443,Colyton High School,37-53,Carpenter Street,Colyton,,New South Wales,2760,Australia,Secondary School,Year 7 to Year 12,-33.777602,150.797336,Coed,Comprehensive
8444,Canobolas Rural Technology High School,18,Wakeford Street,Orange,,New South Wales,2800,Australia,Secondary School,Year 7 to Year 12,-33.291759,149.121741,Coed,Rural Technology
8446,Springwood High School,16,Chapman Parade,Faulconbridge,,New South Wales,2776,Australia,Secondary School,Year 7 to Year 12,-33.685057,150.550608,Coed,Comprehensive
8447,Carlingford High School,NULL,NULL,Carlingford,,New South Wales,2118,Australia,Secondary School,Year 7 to Year 12,-33.765412,151.050764,Coed,Comprehensive
8448,Bomaderry High School,7,Shanklin Close,Bomaderry,,New South Wales,2541,Australia,Secondary School,Year 7 to Year 12,-34.844038,150.602725,Coed,Comprehensive
8449,Figtree High School,NULL,NULL,Figtree,,New South Wales,2525,Australia,Secondary School,Year 7 to Year 12,-34.438352,150.855197,Coed,Comprehensive
8450,Tumbarumba High School,29,William Street,Tumbarumba,,New South Wales,2653,Australia,Secondary School,Year 7 to Year 12,-35.783098,148.018245,Coed,Comprehensive
8451,Coonamble High School,15,Maule Street,Coonamble,,New South Wales,2829,Australia,Secondary School,Year 7 to Year 12,-30.955763,148.391351,Coed,Comprehensive
8452,Crookwell High School,4,King Road,Crookwell,,New South Wales,2583,Australia,Secondary School,Year 7 to Year 12,-34.452754,149.466967,Coed,Comprehensive
8453,Dorrigo High School,NULL,Waterfall Way,Dorrigo,,New South Wales,2453,Australia,Secondary School,Year 7 to Year 12,-30.339222,152.705492,Coed,Comprehensive
8454,Barrenjoey High School,1,Coonanga Road,Avalon Beach,,New South Wales,2107,Australia,Secondary School,Year 7 to Year 12,-33.631170,151.333926,Coed,Comprehensive
8455,Oxley High School,NULL,NULL,East Tamworth,,New South Wales,2340,Australia,Secondary School,Year 7 to Year 12,-31.077903,150.939078,Coed,Comprehensive
8456,Fairvale High School,1,Thorney Road,Fairfield West,,New South Wales,2165,Australia,Secondary School,Year 7 to Year 12,-33.873614,150.929459,Coed,Comprehensive
8457,Killara High School,NULL,NULL,East Killara,,New South Wales,2071,Australia,Secondary School,Year 7 to Year 12,-33.756575,151.174102,Coed,Comprehensive
8458,Kingswood High School,131,Bringelly Road,Kingswood,,New South Wales,2747,Australia,Secondary School,Year 7 to Year 12,-33.770416,150.715263,Coed,Comprehensive
8459,Chifley College Mount Druitt Campus,27,Pangari Crescent,Dharruk,,New South Wales,2770,Australia,Secondary School,Year 7 to Year 10,-33.744657,150.812884,Coed,Junior College
8460,James Busby High School,64,Starling Street,Green Valley,,New South Wales,2168,Australia,Secondary School,Year 7 to Year 12,-33.908964,150.874039,Coed,Comprehensive
8461,Barham High School,98,Punt Road,Barham,,New South Wales,2732,Australia,Secondary School,Year 7 to Year 12,-35.623000,144.132055,Coed,Comprehensive
8462,Narromine High School,8,Meringo Street,Narromine,,New South Wales,2821,Australia,Secondary School,Year 7 to Year 12,-32.229655,148.242585,Coed,Comprehensive
8463,Sylvania High School,17,Bellingara Road,Sylvania,,New South Wales,2224,Australia,Secondary School,Year 7 to Year 12,-34.017367,151.103529,Coed,Comprehensive
8464,Baulkham Hills High School,9A,Christopher Street,Baulkham Hills,,New South Wales,2153,Australia,Secondary School,Year 7 to Year 12,-33.750227,150.991499,Coed,Comprehensive
8465,Tuggerah Lakes Secondary College The Entrance Campus,6,Laird Close,Shelly Beach,,New South Wales,2261,Australia,Secondary School,Year 11 to Year 12,-33.371256,151.476613,Coed,Senior College
8466,Glendale High School,30,Oakland Street,Glendale,,New South Wales,2285,Australia,Secondary School,Year 7 to Year 12,-32.925928,151.642938,Coed,Technology
8467,Henry Kendall High School,NULL,NULL,Gosford,,New South Wales,2250,Australia,Secondary School,Year 7 to Year 12,-33.420757,151.334496,Coed,Comprehensive
8468,Mulwaree High School,40,McDermott Drive,Goulburn,,New South Wales,2580,Australia,Secondary School,Year 7 to Year 12,-34.728245,149.730169,Coed,Comprehensive
8469,Orara High School,NULL,NULL,Coffs Harbour,,New South Wales,2450,Australia,Secondary School,Year 7 to Year 12,-30.282811,153.112879,Coed,Comprehensive
8470,Wade High School,33,Clifton Boulevard,Griffith,,New South Wales,2680,Australia,Secondary School,Year 7 to Year 12,-34.282315,146.070718,Coed,Comprehensive
8471,Moree Secondary College Carol Ave Campus,27,Carol Avenue,Moree,,New South Wales,2400,Australia,Secondary School,Year 7 to Year 9,-29.482075,149.840761,Coed,Junior College
8472,Dungog High School,126,Eloiza Street,Dungog,,New South Wales,2420,Australia,Secondary School,Year 7 to Year 12,-32.396819,151.750417,Coed,Comprehensive
8473,Chifley College Senior Campus,91,North Parade,Rooty Hill,,New South Wales,2766,Australia,Secondary School,Year 11 to Year 12,-33.769305,150.829855,Coed,Senior College
8474,Lake Illawarra High School,16,Moras Place,Lake Illawarra,,New South Wales,2528,Australia,Secondary School,Year 7 to Year 12,-34.541828,150.850426,Coed,Comprehensive
8475,Walgett Community College - High School,51,Dewhurst Street,Walgett,,New South Wales,2832,Australia,Secondary School,Year 7 to Year 12,-30.027113,148.118967,Coed,Comprehensive
8476,Casula High School,16,Throsby Street,Casula,,New South Wales,2170,Australia,Secondary School,Year 7 to Year 12,-33.951230,150.893700,Coed,Comprehensive
8477,Kellyville High School,44,Hayes Avenue,Kellyville,,New South Wales,2155,Australia,Secondary School,Year 7 to Year 12,-33.707777,150.969921,Coed,Comprehensive
8479,Davidson High School,1,Kawana Street,Frenchs Forest,,New South Wales,2086,Australia,Secondary School,Year 7 to Year 12,-33.744680,151.205465,Coed,Comprehensive
8480,Warrawong High School,147,Flagstaff Road,Warrawong,,New South Wales,2502,Australia,Secondary School,Year 7 to Year 12,-34.480163,150.875178,Coed,Comprehensive
8481,Galston High School,403,Galston Road,Galston,,New South Wales,2159,Australia,Secondary School,Year 7 to Year 12,-33.660931,151.042348,Coed,Comprehensive
8482,Lambton High School,NULL,NULL,New Lambton,,New South Wales,2305,Australia,Secondary School,Year 7 to Year 12,-32.917918,151.722034,Coed,Comprehensive
8483,Kooringal High School,NULL,NULL,Kooringal,,New South Wales,2650,Australia,Secondary School,Year 7 to Year 12,-35.142886,147.381528,Coed,Comprehensive
8484,Sydney Secondary College Balmain Campus,NULL,NULL,Rozelle,,New South Wales,2039,Australia,Secondary School,Year 7 to Year 10,-33.858506,151.170052,Coed,Junior College
8485,Hoxton Park High School,40,Wilson Road,Hinchinbrook,,New South Wales,2168,Australia,Secondary School,Year 7 to Year 12,-33.920000,150.861620,Coed,Comprehensive
8486,Bombala High School,20,Bright Street,Bombala,,New South Wales,2632,Australia,Secondary School,Year 7 to Year 12,-36.917647,149.231927,Coed,Comprehensive
8487,Eden Marine High School,9-21,Barclay Street,Eden,,New South Wales,2551,Australia,Secondary School,Year 7 to Year 12,-37.055009,149.907310,Coed,Marine Technology
8488,Chifley College Dunheved Campus,124A,Maple Road,North Saint Marys,,New South Wales,2760,Australia,Secondary School,Year 7 to Year 10,-33.749646,150.783093,Coed,Junior College
8489,Kanahooka High School,35,Robert Street,Dapto,,New South Wales,2530,Australia,Secondary School,Year 7 to Year 12,-34.494652,150.805362,Coed,Comprehensive
8490,Macintyre High School,39,Brissett Street,Inverell,,New South Wales,2360,Australia,Secondary School,Year 7 to Year 12,-29.767546,151.129187,Coed,Comprehensive
8491,Willyama High School,652,McGowen Street,Broken Hill,,New South Wales,2880,Australia,Secondary School,Year 7 to Year 12,-31.936552,141.473022,Coed,Comprehensive
8492,Duval High School,3,Grandview Crescent,Armidale,,New South Wales,2350,Australia,Secondary School,Year 7 to Year 12,-30.494387,151.664264,Coed,Comprehensive
8493,Airds High School,2,Briar Road,Airds,,New South Wales,2560,Australia,Secondary School,Year 7 to Year 12,-34.086883,150.827109,Coed,Comprehensive
8494,Coomealla High School,1553,Silver City Highway,Coomealla,,New South Wales,2717,Australia,Secondary School,Year 7 to Year 12,-34.095980,142.060295,Coed,Comprehensive
8495,Ulladulla High School,123,Camden Street,Ulladulla,,New South Wales,2539,Australia,Secondary School,Year 7 to Year 12,-35.358210,150.470240,Coed,Comprehensive
8496,Chifley College Shalvey Campus,NULL,NULL,Shalvey,,New South Wales,2770,Australia,Secondary School,Year 7 to Year 10,-33.730804,150.805740,Coed,Junior College
8497,James Meehan High School,58,Harold Street,Macquarie Fields,,New South Wales,2564,Australia,Secondary School,Year 7 to Year 12,-33.988351,150.892287,Coed,Comprehensive
8498,Muirfield High School,NULL,NULL,North Rocks,,New South Wales,2151,Australia,Secondary School,Year 7 to Year 12,-33.764695,151.022294,Coed,Comprehensive
8499,Model Farms High School,NULL,NULL,Baulkham Hills,,New South Wales,2153,Australia,Secondary School,Year 7 to Year 12,-33.769430,150.971394,Coed,Comprehensive
8500,Girraween High School,110,Gilba Road,Girraween,,New South Wales,2145,Australia,Secondary School,Year 7 to Year 12,-33.799890,150.944577,Coed,Comprehensive
8501,Moorebank High School,NULL,NULL,Chipping Norton,,New South Wales,2170,Australia,Secondary School,Year 7 to Year 12,-33.925772,150.958685,Coed,Comprehensive
8502,Tomaree High School,NULL,NULL,Salamander Bay,,New South Wales,2317,Australia,Secondary School,Year 7 to Year 12,-32.735884,152.112200,Coed,Comprehensive
8503,Billabong High School,64,Munro Street,Culcairn,,New South Wales,2660,Australia,Secondary School,Year 7 to Year 12,-35.660874,147.043931,Coed,Comprehensive
8504,Fort Street High School,30,Andreas Street,Petersham,,New South Wales,2049,Australia,Secondary School,Year 7 to Year 12,-33.890196,151.152900,Coed,Comprehensive
8505,Murray High School,568,Iluka Crescent,Lavington,,New South Wales,2641,Australia,Secondary School,Year 7 to Year 12,-36.035173,146.946383,Coed,Comprehensive
8506,Tempe High School,23,Toyer Street,Tempe,,New South Wales,2044,Australia,Secondary School,Year 7 to Year 12,-33.919750,151.160940,Coed,Language
8507,Sydney Secondary College Leichhardt Campus,210,Balmain Road,Leichhardt,,New South Wales,2040,Australia,Secondary School,Year 7 to Year 10,-33.879463,151.159003,Coed,Junior College
8508,Callaghan College Waratah Technology Campus,59,Turton Road,Waratah,,New South Wales,2298,Australia,Secondary School,Year 7 to Year 10,-32.904742,151.729165,Coed,Technology
8509,Newcastle High School,NULL,NULL,Newcastle West,,New South Wales,2302,Australia,Secondary School,Year 7 to Year 12,-32.931677,151.758378,Coed,Comprehensive
8510,Merewether High School,16,School Street,Broadmeadow,,New South Wales,2292,Australia,Secondary School,Year 7 to Year 12,-32.929684,151.734749,Coed,Comprehensive
