SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,StateName,PostCode,CountryName,LevelOfSchooling,SchoolSubType,LocationLatitude,LocationLongitude,SchoolGender,SchoolSpecialityType
5527,St George School,NULL,NULL,Kogarah,,New South Wales,2217,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.969055,151.137532,Coed,Comprehensive
5529,Broderick Gillawarna School,34,Victoria Street,Revesby,,New South Wales,2212,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.942493,151.015897,Coed,Comprehensive
5538,Arndell School,10,Third Avenue,North Ryde,,New South Wales,2113,Australia,Schools for Specific Purposes,Emotional disturbance,-33.803223,151.125535,Coed,Comprehensive
5540,Bridge Road School,127,Parramatta Road,Camperdown,,New South Wales,2050,Australia,Schools for Specific Purposes,Emotional disturbance,-33.887445,151.175254,Coed,Comprehensive
5543,Royal Prince Alfred Hospital School,39,Dunblane Street,Camperdown,,New South Wales,2050,Australia,Schools for Specific Purposes,Hospital School,-33.889314,151.180245,Coed,Comprehensive
5544,Royal North Shore Hospital School,10,Westbourne Street,St Leonards,,New South Wales,2064,Australia,Schools for Specific Purposes,Hospital School,-33.820685,151.190790,Coed,Comprehensive
5545,Sydney Childrens Hospital School,143,Barker Street,Randwick,,New South Wales,2031,Australia,Schools for Specific Purposes,Hospital School,-33.919053,151.239067,Coed,Comprehensive
5546,Sutherland Hospital School,126,Kingsway,Caringbah,,New South Wales,2229,Australia,Schools for Specific Purposes,Hospital School,-34.038034,151.114597,Coed,Comprehensive
5548,Bankstown Hospital School,21,Artegall Street,Bankstown,,New South Wales,2200,Australia,Schools for Specific Purposes,Hospital School,-33.933446,151.021069,Coed,Comprehensive
5550,Willans Hill School,40,Coleman Street,Turvey Park,,New South Wales,2650,Australia,Schools for Specific Purposes,Medium / High Support needs,-35.126266,147.369416,Coed,Comprehensive
5551,Illawarra Hospital School,NULL,NULL,Wollongong,,New South Wales,2500,Australia,Schools for Specific Purposes,Hospital School,-34.424793,150.883935,Coed,Comprehensive
5556,Liverpool Hospital School,1,Campbell Street,Liverpool,,New South Wales,2170,Australia,Schools for Specific Purposes,Hospital School,-33.919912,150.931084,Coed,Comprehensive
5558,John Hunter Hospital School,NULL,Unnamed Road,New Lambton Heights,,New South Wales,2305,Australia,Schools for Specific Purposes,Hospital School,-32.921378,151.697398,Coed,Comprehensive
5559,Redbank School,NULL,NULL,Westmead,,New South Wales,2145,Australia,Schools for Specific Purposes,Emotional disturbance,-33.800809,150.987659,Coed,Comprehensive
5562,Fowler Road School,72,Fowler Road,Merrylands,,New South Wales,2160,Australia,Schools for Specific Purposes,Emotional disturbance,-33.841497,150.975533,Coed,Comprehensive
5563,Passfield Park School,90,Guernsey Avenue,Minto,,New South Wales,2566,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.027163,150.852353,Coed,Comprehensive
5568,Wangee Park School,12,Second Avenue,Campsie,,New South Wales,2194,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.908248,151.095881,Coed,Comprehensive
5569,Bullimbal School,101a,Johnston Street,North Tamworth,,New South Wales,2340,Australia,Schools for Specific Purposes,Medium / High Support needs,-31.075417,150.920900,Coed,Comprehensive
5573,Caldera School,37,Corporation Circuit,Tweed Heads South,,New South Wales,2486,Australia,Schools for Specific Purposes,Behaviour Disorder,-28.207696,153.538777,Coed,Comprehensive
5574,Casuarina School,100,Garfield Road East,Riverstone,,New South Wales,2765,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.677516,150.866346,Coed,Comprehensive
5575,Cook School,1,Pitt Street,Loftus,,New South Wales,2232,Australia,Schools for Specific Purposes,Behaviour Disorder,-34.041709,151.052545,Coed,Comprehensive
5576,Highlands School,NULL,Radio Road,Renwick,,New South Wales,2575,Australia,Schools for Specific Purposes,Behaviour Disorder,-34.455042,150.477057,Coed,Comprehensive
5577,Mian School,72,Bultje Street,Dubbo,,New South Wales,2830,Australia,Schools for Specific Purposes,Behaviour Disorder,-32.251353,148.606555,Coed,Comprehensive
5578,Naremburn School,250,Willoughby Road,Naremburn,,New South Wales,2065,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.819372,151.200343,Coed,Comprehensive
5579,The Beach School,34,Orara Road,Allambie Heights,,New South Wales,2100,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.772011,151.262488,Coed,Comprehensive
5580,Parry School,55-57,Denison Street,West Tamworth,,New South Wales,2340,Australia,Schools for Specific Purposes,Behaviour Disorder,-31.092212,150.916851,Coed,Comprehensive
5581,Karningul School,1a,Auburn Road,Regents Park,,New South Wales,2143,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.885010,151.023804,Coed,Comprehensive
5582,Wakefield School,37,School Road,Wakefield,,New South Wales,2278,Australia,Schools for Specific Purposes,Behaviour Disorder,-32.956712,151.564430,Coed,Comprehensive
5583,Verona School,24,Ellis Parade,Yennora,,New South Wales,2161,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.868235,150.970900,Coed,Comprehensive
5606,Cairnsfoot School,NULL,NULL,Turrella,,New South Wales,2205,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.932080,151.144121,Coed,Comprehensive
5609,Woniora Road School,83-85,Woniora Road,Hurstville,,New South Wales,2220,Australia,Schools for Specific Purposes,Emotional disturbance,-33.971003,151.103173,Coed,Comprehensive
5610,Carenne School,168,Browning Street,Mitchell,,New South Wales,2795,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.426015,149.565755,Coed,Comprehensive
5614,William Rose School,1,Morris Street,Seven Hills,,New South Wales,2147,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.769095,150.937493,Coed,Comprehensive
5616,Minerva School,60,Eton Street,Sutherland,,New South Wales,2232,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.034965,151.058739,Coed,Comprehensive
5621,Kurrambee School,NULL,Water Street,Werrington,,New South Wales,2747,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.766384,150.758912,Coed,Comprehensive
5625,Anson Street School,94,Anson Street,Orange,,New South Wales,2800,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.296478,149.097489,Coed,Comprehensive
5627,Glenvale School,109,Manns Road,Narara,,New South Wales,2250,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.406580,151.335729,Coed,Comprehensive
5630,Mainsbridge School,119,Flowerdale Road,Liverpool,,New South Wales,2170,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.925783,150.907516,Coed,Comprehensive
5631,Wairoa School,NULL,Brighton Boulevard,North Bondi,,New South Wales,2026,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.886632,151.278496,Coed,Comprehensive
5632,Lawrence Hargrave School,19,Lawrence Hargrave Road,Warwick Farm,,New South Wales,2170,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.908215,150.935355,Coed,Comprehensive
5633,Holroyd School,13,Willara Avenue,Merrylands,,New South Wales,2160,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.828906,150.981664,Coed,Comprehensive
5634,The Crescent School,15,Mount Street,Goulburn,,New South Wales,2580,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.744593,149.710549,Coed,Comprehensive
5637,Coreen School,NULL,NULL,Blacktown,,New South Wales,2148,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.773150,150.911039,Coed,Comprehensive
5642,Halinda School,1C,Mimika Avenue,Whalan,,New South Wales,2770,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.759020,150.807065,Coed,Comprehensive
5643,Niland School,235,Popondetta Road,Blackett,,New South Wales,2770,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.736791,150.813357,Coed,Comprehensive
5644,Para Meadows School,42A,Porter Street,North Wollongong,,New South Wales,2500,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.411196,150.888605,Coed,Comprehensive
5647,Bates Drive School,2G,Bates Drive,Kareela,,New South Wales,2232,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.022243,151.085270,Coed,Comprehensive
5650,Palm Avenue School,NULL,NULL,Westmead,,New South Wales,2145,Australia,Schools for Specific Purposes,Diagnostic remedial reading assesment,-33.802574,150.985185,Coed,Comprehensive
5652,Caroline Chisholm School,22,Napoli Street,Padstow,,New South Wales,2211,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.936108,151.025210,Coed,Comprehensive
5653,Wewak Street School,978,Wewak Street,North Albury,,New South Wales,2640,Australia,Schools for Specific Purposes,Medium / High Support needs,-36.058451,146.929575,Coed,Comprehensive
5654,Rivendell School,NULL,Unnamed Road,Concord West,,New South Wales,2138,Australia,Schools for Specific Purposes,Emotional disturbance,-33.832948,151.098450,Coed,Comprehensive
5655,Clarke Road School,NULL,NULL,Hornsby,,New South Wales,2077,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.712072,151.095647,Coed,Comprehensive
5656,Arranounbai School,37,Madison Way,Allambie Heights,,New South Wales,2100,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.756784,151.241291,Coed,Comprehensive
5666,Peterborough School,41,William Avenue,Warilla,,New South Wales,2528,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.555992,150.854963,Coed,Comprehensive
5667,Wooglemai Environmental Education Centre,NULL,Sheehys Creek Firetrail,Lakesland,,New South Wales,2572,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-34.134567,150.499162,Coed,Comprehensive
5670,Karonga School,221,Ray Road,Epping,,New South Wales,2121,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.770806,151.060640,Coed,Comprehensive
5674,Gadara School,53,Bundara Crescent,Tumut,,New South Wales,2720,Australia,Schools for Specific Purposes,Medium / High Support needs,-35.316654,148.232519,Coed,Comprehensive
5675,Sir Eric Woodward Memorial School,75,Ayres Road,Saint Ives,,New South Wales,2075,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.719579,151.179755,Coed,Comprehensive
5679,Bournda Environmental Education Centre,NULL,Unnamed Road,Wallagoot,,New South Wales,2550,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-36.790800,149.927120,Coed,Comprehensive
5680,Thalgarrah Environmental Education Centre,NULL,Rockvale Road,Thalgarrah,,New South Wales,2350,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-30.447933,151.824750,Coed,Comprehensive
5681,Wambangalang Environmental Education Centre,273R,Obley Road,Wambangalang,,New South Wales,2830,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-32.487980,148.554792,Coed,Comprehensive
5682,Awabakal Environmental Education Centre,31,Boundary Street,Dudley,,New South Wales,2290,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-32.990629,151.716639,Coed,Comprehensive
5683,Dorroughby Environmental Education Centre,2101,Dunoon Road,Dorroughby,,New South Wales,2480,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-28.656556,153.351740,Coed,Comprehensive
5684,Tangara School,68,Bong Bong Road,Renwick,,New South Wales,2575,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.451869,150.469424,Coed,Comprehensive
5685,G S Kidd Memorial School,14A,Walter Rodd Street,Gunnedah,,New South Wales,2380,Australia,Schools for Specific Purposes,Medium / High Support needs,-30.991687,150.252499,Coed,Comprehensive
5686,Lakeside School,10,The Crescent,Gateshead,,New South Wales,2290,Australia,Schools for Specific Purposes,Medium / High Support needs,-32.983678,151.692016,Coed,Comprehensive
5687,Hunter River Community School,1-17,Melaleuca Drive,Metford,,New South Wales,2323,Australia,Schools for Specific Purposes,Medium / High Support needs,-32.765018,151.612507,Coed,Comprehensive
5688,The Hills School,5,Watson Place,Northmead,,New South Wales,2152,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.779745,151.003951,Coed,Comprehensive
5689,Wilson Park School,230,Wyrallah Road,East Lismore,,New South Wales,2480,Australia,Schools for Specific Purposes,Medium / High Support needs,-28.831923,153.293313,Coed,Comprehensive
5690,Longneck Lagoon Environmental Education Centre,NULL,Lagoon Walking Track,Maraylya,,New South Wales,2765,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.576219,150.892806,Coed,Comprehensive
5691,Royal National Park Environmental Education Centre,159,Farnell Avenue,Royal National Park,,New South Wales,2233,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-34.062820,151.057682,Coed,Comprehensive
5694,Brewongle Environmental Education Centre,730,Sackville Ferry Road,Sackville North,,New South Wales,2756,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.481670,150.891511,Coed,Comprehensive
5696,Sandon Public School,1,Niagara Street,Armidale,,New South Wales,2350,Australia,Primary School,Kinder to Year 6,-30.497063,151.655990,Coed,Comprehensive
5698,Havenlee School,NULL,NULL,North Nowra,,New South Wales,2541,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.855204,150.576325,Coed,Comprehensive
5699,Kalinda School,20,Merrigal Street,Griffith,,New South Wales,2680,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.292355,146.037841,Coed,Comprehensive
5701,Newcastle Middle School,145,Christo Road,Waratah,,New South Wales,2298,Australia,Schools for Specific Purposes,Medium / High Support needs,-32.909430,151.720351,Coed,Comprehensive
5703,Carinya School,30,Coleborne Avenue,Mortdale,,New South Wales,2223,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.973766,151.082222,Coed,Comprehensive
5704,Newcastle Junior School,64,Hillsborough Road,Hillsborough,,New South Wales,2290,Australia,Schools for Specific Purposes,Medium / High Support needs,-32.958850,151.680211,Coed,Comprehensive
5711,Shepherds Park School,186,Fernleigh Road,Mount Austin,,New South Wales,2650,Australia,Schools for Specific Purposes,Juvenile Justice establishment,-35.130108,147.344225,Boys,Comprehensive
5712,Les Powell School,99,Townview Road,Mount Pritchard,,New South Wales,2170,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.904340,150.912370,Coed,Comprehensive
5713,Lucas Gardens School,NULL,NULL,Canada Bay,,New South Wales,2046,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.868897,151.114304,Coed,Comprehensive
5714,Gibberagong Environmental Education Centre,NULL,Bobbin Head Road,Mount Colah,,New South Wales,2079,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.667445,151.141740,Coed,Comprehensive
5721,Mary Brooksbank School,NULL,NULL,Rosemeadow,,New South Wales,2560,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.097820,150.792742,Coed,Comprehensive
5723,Five Islands School,14,Marmong Street,Booragul,,New South Wales,2284,Australia,Schools for Specific Purposes,Medium / High Support needs,-32.974054,151.611684,Coed,Comprehensive
5730,Gralee School,70,Currawang Avenue,Leeton,,New South Wales,2705,Australia,Schools for Specific Purposes,Medium / High Support needs,-34.563497,146.412229,Coed,Comprehensive
5731,Cascade Environmental Education Centre,700,Briggsvale Road,Cascade,,New South Wales,2453,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-30.233457,152.789665,Coed,Comprehensive
5732,Warrumbungle National Park Environmental Education Centre,NULL,NULL,Warrumbungle,,New South Wales,2828,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-31.254590,148.981077,Coed,Comprehensive
5734,Riverina Environmental Education Centre,NULL,NULL,Moorong,,New South Wales,2650,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-35.124919,147.316837,Coed,Comprehensive
5735,Campbell House School,NULL,NULL,Glenfield,,New South Wales,2167,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.968196,150.882009,Coed,Comprehensive
5736,Holman Place School,8,Holman Place,Cowra,,New South Wales,2794,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.824253,148.694013,Coed,Comprehensive
5737,Edgeware School,4,Burnett Street,Hurlstone Park,,New South Wales,2193,Australia,Schools for Specific Purposes,Emotional disturbance,-33.913582,151.131342,Coed,Comprehensive
5738,Kotara School,197,Park Avenue,Kotara,,New South Wales,2289,Australia,Schools for Specific Purposes,Emotional disturbance,-32.942830,151.700379,Coed,Comprehensive
5740,Rumbalara Environmental Education Centre,NULL,NULL,Gosford,,New South Wales,2250,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.428082,151.347464,Coed,Comprehensive
5741,Botany Bay Environmental Education Centre,21,Cape Solander Drive,Kurnell,,New South Wales,2231,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-34.003706,151.221169,Coed,Comprehensive
5743,Illawarra Environmental Education Centre,NULL,NULL,Shell Cove,,New South Wales,2529,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-34.610625,150.854786,Coed,Comprehensive
5744,Kandeer School,413,Fallon Street,North Albury,,New South Wales,2640,Australia,Schools for Specific Purposes,Emotional disturbance,-36.062278,146.927949,Coed,Comprehensive
5745,Observatory Hill Environmental Education Centre,NULL,Cahill Expressway,Millers Point,,New South Wales,2000,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.860863,151.204832,Coed,Comprehensive
5748,Ajuga School,NULL,Unnamed Road,Glenfield,,New South Wales,2167,Australia,Schools for Specific Purposes,Emotional disturbance,-33.969521,150.878033,Coed,Comprehensive
5749,Budawang School,32,Camden Street,Ulladulla,,New South Wales,2539,Australia,Schools for Specific Purposes,Medium / High Support needs,-35.349710,150.471311,Coed,Comprehensive
5750,Red Hill Environmental Education Centre,41,White Street,Gulgong,,New South Wales,2852,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-32.364632,149.536274,Coed,Comprehensive
5751,The Childrens Hospital School,NULL,NULL,Westmead,,New South Wales,2145,Australia,Schools for Specific Purposes,Hospital School,-33.802243,150.991834,Coed,Comprehensive
5752,Penrith Lakes Environmental Education Centre,NULL,Old Castlereagh Road,Penrith,,New South Wales,2750,Australia,Environmental Education Centre,Environmental Education Centre (formerly Field Stu,-33.728553,150.686511,Coed,Comprehensive
5753,Lomandra School,100,Beverley Road,Campbelltown,,New South Wales,2560,Australia,Schools for Specific Purposes,Behaviour Disorder,-34.061730,150.824344,Coed,Comprehensive
5754,Plumpton House School,327,Rooty Hill Road North,Plumpton,,New South Wales,2761,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.750290,150.840732,Coed,Comprehensive
5755,HopeTown School,175,Pollock Avenue,Wyong,,New South Wales,2259,Australia,Schools for Specific Purposes,Emotional disturbance,-33.280982,151.448585,Coed,Comprehensive
5756,Induna School,21,Induna Street,South Grafton,,New South Wales,2460,Australia,Schools for Specific Purposes,Juvenile Justice establishment,-29.722447,152.946390,Coed,Comprehensive
5757,Lincoln School,12R,Narromine Road,Dubbo,,New South Wales,2830,Australia,Schools for Specific Purposes,Juvenile Justice establishment,-32.231300,148.578400,Coed,Comprehensive
5758,The Bidgee School,10,Grandview Avenue,Turvey Park,,New South Wales,2650,Australia,Schools for Specific Purposes,Behaviour Disorder,-35.124587,147.364173,Coed,Comprehensive
5759,Canterbury Vale School,30,Wangee Road,Lakemba,,New South Wales,2195,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.915685,151.074514,Coed,Comprehensive
5760,North Gosford Learning Centre,20,Jarrett Street,North Gosford,,New South Wales,2250,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.416874,151.350370,Coed,Comprehensive
5761,Penrith Valley Learning Centre,12,Water Street,Werrington,,New South Wales,2747,Australia,Schools for Specific Purposes,Behaviour Disorder,-33.766114,150.756700,Coed,Comprehensive
5762,Barwon Learning Centre,400,Boston Street,Moree,,New South Wales,2400,Australia,Schools for Specific Purposes,Behaviour Disorder,-29.482103,149.842223,Coed,Comprehensive
5763,Coffs Harbour Learning Centre,17,Ringtail Close,Boambee East,,New South Wales,2452,Australia,Schools for Specific Purposes,Behaviour Disorder,-30.347588,153.071794,Coed,Comprehensive
5764,Woodberry Learning Centre,3,Hyde Street,Woodberry,,New South Wales,2322,Australia,Schools for Specific Purposes,Behaviour Disorder,-32.791554,151.671217,Coed,Comprehensive
5765,The Ponds School,201,The Ponds Boulevard,The Ponds,,New South Wales,2769,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.698000,150.911601,Coed,Comprehensive
5767,George Bass School,745,A22,Bass Hill,,New South Wales,2197,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.898788,150.994974,Coed,Comprehensive
5768,Fernhill School,25,Ridgetop Drive,Glenmore Park,,New South Wales,2745,Australia,Schools for Specific Purposes,Medium / High Support needs,-33.796286,150.676955,Coed,Comprehensive
7301,Canowindra Public School,43,Suttor Street,Canowindra,,New South Wales,2804,Australia,Primary School,Kinder to Year 6,-33.566198,148.664921,Coed,Comprehensive
7302,Carlingford Public School,263A,Marsden Road,Carlingford,,New South Wales,2118,Australia,Primary School,Kinder to Year 6,-33.780094,151.055153,Coed,Comprehensive
7303,Gloucester Public School,64,Barrington Street,Gloucester,,New South Wales,2422,Australia,Primary School,Kinder to Year 6,-32.010211,151.961099,Coed,Comprehensive
7305,Manilla Central School,24,Wilga Avenue,Manilla,,New South Wales,2346,Australia,Central/Community School,Kinder to Year 12,-30.750947,150.728435,Coed,Comprehensive
7307,Orange Public School,10,Sale Street,Orange,,New South Wales,2800,Australia,Primary School,Kinder to Year 6,-33.286264,149.096584,Coed,Comprehensive
7308,Plattsburg Public School,1,Ranclaud Street,Wallsend,,New South Wales,2287,Australia,Primary School,Kinder to Year 6,-32.896354,151.669186,Coed,Comprehensive
7311,Scone Public School,82-98,Liverpool Street,Scone,,New South Wales,2337,Australia,Primary School,Kinder to Year 6,-32.049446,150.863855,Coed,Comprehensive
7314,Wingham Public School,111,Murray Road,Wingham,,New South Wales,2429,Australia,Primary School,Kinder to Year 6,-31.863383,152.350225,Coed,Comprehensive
7316,Dorrigo Public School,3,Tyringham Street,Dorrigo,,New South Wales,2453,Australia,Primary School,Kinder to Year 6,-30.343091,152.710330,Coed,Comprehensive
7401,Arncliffe Public School,168,Princes Highway,Arncliffe,,New South Wales,2205,Australia,Primary School,Kinder to Year 6,-33.940540,151.147550,Coed,Comprehensive
7403,Auburn Public School,NULL,NULL,Auburn,,New South Wales,2144,Australia,Primary School,Kinder to Year 6,-33.854000,151.032953,Coed,Comprehensive
7404,Balmain Public School,1,Eaton Street,Balmain,,New South Wales,2041,Australia,Primary School,Kinder to Year 6,-33.859166,151.183417,Coed,Comprehensive
7405,Bankstown Public School,NULL,NULL,Bankstown,,New South Wales,2200,Australia,Primary School,Kinder to Year 6,-33.921122,151.034168,Coed,Comprehensive
7406,Bexley Public School,200,Frederick Street,Rockdale,,New South Wales,2216,Australia,Primary School,Kinder to Year 6,-33.947687,151.128861,Coed,Comprehensive
7407,Bondi Public School,32,Moore Street,Bondi,,New South Wales,2026,Australia,Primary School,Kinder to Year 6,-33.892625,151.264753,Coed,Comprehensive
7408,Bourke Street Public School,15,Mort Street,Surry Hills,,New South Wales,2010,Australia,Primary School,Kinder to Year 6,-33.890534,151.215737,Coed,Comprehensive
7409,Chatswood Public School,1A,James Street,Chatswood,,New South Wales,2067,Australia,Primary School,Kinder to Year 6,-33.798242,151.177590,Coed,Comprehensive
7411,Croydon Public School,39,Young Street,Croydon,,New South Wales,2132,Australia,Primary School,Kinder to Year 6,-33.879793,151.114887,Coed,Comprehensive
7412,Croydon Park Public School,81-113,Georges River Road,Croydon Park,,New South Wales,2133,Australia,Primary School,Kinder to Year 6,-33.894695,151.108395,Coed,Comprehensive
7413,Daceyville Public School,14,Joffre Crescent,Daceyville,,New South Wales,2032,Australia,Primary School,Kinder to Year 6,-33.929548,151.227984,Coed,Comprehensive
7414,Darlinghurst Public School,130,Womerah Avenue,Darlinghurst,,New South Wales,2010,Australia,Primary School,Kinder to Year 6,-33.878599,151.223432,Coed,Comprehensive
7416,Eastwood Public School,NULL,NULL,Eastwood,,New South Wales,2122,Australia,Primary School,Kinder to Year 6,-33.792743,151.078474,Coed,Comprehensive
7418,Gardeners Road Public School,827,Botany Road,Rosebery,,New South Wales,2018,Australia,Primary School,Kinder to Year 6,-33.920643,151.198034,Coed,Comprehensive
7419,Glebe Public School,NULL,NULL,Glebe,,New South Wales,2037,Australia,Primary School,Kinder to Year 6,-33.883685,151.190970,Coed,Comprehensive
7420,Hamilton Public School,1A,Dixon Street,Hamilton,,New South Wales,2303,Australia,Primary School,Kinder to Year 6,-32.924141,151.743310,Coed,Comprehensive
7422,Kurri Kurri Public School,150,Rawson Street,Kurri Kurri,,New South Wales,2327,Australia,Primary School,Kinder to Year 6,-32.821099,151.478156,Coed,Comprehensive
7423,Leichhardt Public School,14,McDonald Street,Leichhardt,,New South Wales,2040,Australia,Primary School,Kinder to Year 6,-33.884270,151.158140,Coed,Comprehensive
7424,Liverpool Public School,251,Bigge Street,Liverpool,,New South Wales,2170,Australia,Primary School,Kinder to Year 6,-33.923572,150.925924,Coed,Comprehensive
7427,Maroubra Junction Public School,96,Storey Street,Maroubra,,New South Wales,2035,Australia,Primary School,Kinder to Year 6,-33.936072,151.236652,Coed,Comprehensive
7430,Mosman Public School,27,Belmont Road,Mosman,,New South Wales,2088,Australia,Primary School,Kinder to Year 6,-33.828052,151.241198,Coed,Comprehensive
7431,Newtown Public School,5,Gibbes Street,Newtown,,New South Wales,2042,Australia,Primary School,Kinder to Year 6,-33.899991,151.179405,Coed,Comprehensive
7432,Paddington Public School,30,Gordon Street,Paddington,,New South Wales,2021,Australia,Primary School,Kinder to Year 6,-33.887603,151.230188,Coed,Comprehensive
7435,Rozelle Public School,661,Darling Street,Rozelle,,New South Wales,2039,Australia,Primary School,Kinder to Year 6,-33.862581,151.169749,Coed,Comprehensive
7436,Stanmore Public School,135,Cambridge Street,Stanmore,,New South Wales,2048,Australia,Primary School,Kinder to Year 6,-33.895506,151.165283,Coed,Comprehensive
7442,Woollahra Public School,354,Edgecliff Road,Woollahra,,New South Wales,2025,Australia,Primary School,Kinder to Year 6,-33.886379,151.241190,Coed,Comprehensive
7444,Rosehill Public School,19,Virginia Street,Rosehill,,New South Wales,2142,Australia,Primary School,Kinder to Year 6,-33.824229,151.018376,Coed,Comprehensive
7445,Woy Woy Public School,23,Bowden Road,Woy Woy,,New South Wales,2256,Australia,Primary School,Kinder to Year 6,-33.491705,151.328247,Coed,Comprehensive
8101,Albury High School,646,Jones Street,Albury,,New South Wales,2640,Australia,Secondary School,Year 7 to Year 12,-36.072846,146.915442,Coed,Comprehensive
8102,Armidale High School,187,Mossman Street,Armidale,,New South Wales,2350,Australia,Secondary School,Year 7 to Year 12,-30.519371,151.650348,Coed,Comprehensive
8103,"Denison College of Secondary Education, Bathurst High Campus",216,Peel Street,Bathurst,,New South Wales,2795,Australia,Secondary School,Year 7 to Year 12,-33.413383,149.569679,Coed,Comprehensive
8104,Bowral High School,10,Aitken Road,Bowral,,New South Wales,2576,Australia,Secondary School,Year 7 to Year 12,-34.488816,150.423432,Coed,Comprehensive
8105,Broken Hill High School,76,Garnet Street,Broken Hill,,New South Wales,2880,Australia,Secondary School,Year 7 to Year 12,-31.960105,141.456986,Coed,Comprehensive
8107,Canterbury Boys High School,79,Hardy Street,Ashbury,,New South Wales,2193,Australia,Secondary School,Year 7 to Year 12,-33.904178,151.123884,Boys,Comprehensive
8108,Cessnock High School,2,Greta Street,Aberdare,,New South Wales,2325,Australia,Secondary School,Year 7 to Year 12,-32.842954,151.368528,Coed,Comprehensive
8109,Coffs Harbour High School,NULL,Harbour Drive,Coffs Harbour,,New South Wales,2450,Australia,Secondary School,Year 7 to Year 12,-30.305319,153.135846,Coed,Comprehensive
8110,Dubbo College Senior Campus,8,Tony McGrane Place,Dubbo,,New South Wales,2830,Australia,Secondary School,Year 11 to Year 12,-32.233022,148.625549,Coed,Senior College
8111,Farrer Memorial Agricultural High School,NULL,Unnamed Road,Calala,,New South Wales,2340,Australia,Secondary School,Year 7 to Year 12,-31.138453,150.979996,Boys,Agricultural
