StateCode,State,District,City,Suburb,PostCode,Location,PropertyMedianValue,UpdatedYear,UpdatedMonth
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mitchells Flat,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Olive,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Royal,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Thorley,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Obanvale,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Putty,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ravensworth,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Redbournberry,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Reedy Creek,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rixs Creek,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Roughit,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Scotts Flat,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sedgefield,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Singleton,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Singleton Heights,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,St Clair,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warkworth,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wattle Ponds,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Westbrook,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Whittingham,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wollemi,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wylies Flat,2330,NULL,397500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Baerami,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Baerami Creek,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bengalla,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Castle Rock,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Edderton,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gungal,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kayuga,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Liddell,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Manobalai,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mccullys Gap,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Muscle Creek,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Muswellbrook,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sandy Hollow,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wybong,2333,NULL,283250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Greta,2334,NULL,371500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Belford,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Branxton,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dalwood,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,East Branxton,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Elderslie,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lambs Valley,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Leconfield,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lower Belford,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,North Rothbury,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Stanhope,2335,NULL,395000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Aberdeen,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dartbrook,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Davis Creek,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rossgole,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rouchel,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rouchel Brook,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Upper Dartbrook,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Upper Rouchel,2336,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Belltrees,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brawboy,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bunnan,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dry Creek,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ellerston,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Glenbawn,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Glenrock,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gundy,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kars Springs,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Middle Brook,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moobi,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moonan Brook,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moonan Flat,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Murulla,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Omadale,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Owens Gap,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pages Creek,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Parkville,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Scone,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Segenhoe,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Stewarts Brook,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tomalla,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Waverly,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wingen,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woolooma,2337,NULL,318000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ardglen,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Blandford,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Crawney,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Green Creek,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Murrurundi,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pages River,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sandy Creek,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Scotts Creek,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Timor,2338,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Big Jacks Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Braefield,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cattle Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Chilcotts Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Little Jacks Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Macdonalds Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Parraweena,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warrah,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warrah Creek,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Willow Tree,2339,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Appleby,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barry,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bective,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bithramere,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bowling Alley Point,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Calala,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Carroll,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Daruka,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Duncans Creek,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dungowan,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,TAMWORTH,East Tamworth,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Garoo,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gidley,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Goonoo Goonoo,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gowrie,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hallsville,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hanging Rock,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hillvue,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Keepit,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kingswood,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Loomberah,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moore Creek,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nemingha,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,TAMWORTH,North Tamworth,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nundle,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ogunbil,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Oxley Vale,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Piallamore,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Somerton,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,TAMWORTH,South Tamworth,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Taminda,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,TAMWORTH,Tamworth,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Timbumburi,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wallamore,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warral,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Weabonga,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,TAMWORTH,West Tamworth,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Westdale,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woolomin,2340,NULL,333000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Werris Creek,2341,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Blackville,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bundella,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Caroona,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Colly Blue,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Coomoo Coomoo,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pine Ridge,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Quipolly,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Quirindi,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Spring Ridge,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wallabadah,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warrah Ridge,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Windy,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yannergee,2343,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Duri,2344,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Winton,2344,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Attunga,2345,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Garthowen,2345,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Borah Creek,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Halls Creek,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Klori,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Manilla,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Namoi River,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,New Mexico,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rushes Creek,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Upper Manilla,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warrabah,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wongo Creek,2346,NULL,313750.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Banoon,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barraba,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Caroda,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cobbadah,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gulf Creek,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gundamulda,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ironbark,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lindesay,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Longarm,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mayvale,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Red Hill,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Thirloene,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Upper Horton,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodsreef,2347,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Aberfoyle,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Abington,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Argyle,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Armidale,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bona Vista,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Boorolong,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Castle Doyle,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dangarsleigh,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Donald Creek,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dumaresq,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Duval,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Enmore,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hillgrove,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Invergowrie,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jeogla,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kellys Plains,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lyndhurst,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Puddledock,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Saumarez,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Saumarez Ponds,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Thalgarrah,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tilbuster,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wards Mistake,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,West Armidale,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wollomombi,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wongwibinda,2350,NULL,356250.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kootingal,2352,NULL,340000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Limbri,2352,NULL,340000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mulla Creek,2352,NULL,340000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tintinhull,2352,NULL,340000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moonbi,2353,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Branga Plains,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kentucky,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kentucky South,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moona Plains,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Niangala,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nowendoc,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Walcha,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Walcha Road,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wollun,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woolbrook,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yarrowitch,2354,NULL,450000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bendemeer,2355,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Watsons Creek,2355,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bomera,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bugaldie,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Coonabarabran,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dandry,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gowang,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Purlewaugh,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rocky Glen,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tannabar,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ulamambri,2357,NULL,215000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Arding,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bakers Creek,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Balala,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Enmore,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gostwyck,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kingstown,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mihi,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rocky River,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Salisbury Plains,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Torryburn,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Uralla,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yarrowyck,2358,NULL,285000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Aberdeen,2359,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bundarra,2359,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Camerons Creek,2359,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Auburn Vale,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brodies Plains,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bukkulla,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cherry Tree Hill,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Copeton,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Elsmore,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gilgai,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Graman,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gum Flat,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Howell,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Inverell,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kings Plains,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Little Plain,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Long Plain,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Russell,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Newstead,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nullamanna,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Paradise,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rob Roy,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sapphire,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Spring Mountain,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Stanborough,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Swanbrook,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wallangra,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wandera,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodstock,2360,NULL,251000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ashford,2361,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Atholwood,2361,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bonshaw,2361,NULL,NULL,2017,6
