StateCode,State,District,City,Suburb,PostCode,Location,PropertyMedianValue,UpdatedYear,UpdatedMonth
NSW,NEW SOUTH WALES,NULL,SYDNEY,Fernhill,2519,NULL,842000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Ousley,2519,NULL,842000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Pleasant,2519,NULL,842000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Reidtown,2519,NULL,842000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Figtree,2525,NULL,750000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cordeaux,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cordeaux Heights,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dombarton,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Farmborough Heights,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kembla Grange,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kembla Heights,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Kembla,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Unanderra,2526,NULL,680000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Albion Park,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Albion Park Rail,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Calderwood,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Croom,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,North Macquarie,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tongarra,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tullimbar,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yellow Rock,2527,NULL,585000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barrack Heights,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barrack Point,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lake Illawarra,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mount Warrigal,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Warilla,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Windang,2528,NULL,566000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Blackbutt,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dunmore,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Flinders,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Oak Flats,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Shell Cove,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Shellharbour,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Shellharbour City Centre,2529,NULL,700000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Avondale,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brownsville,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cleveland,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dapto,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Haywards Bay,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Horsley,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Huntley,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kanahooka,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Koonawarra,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Marshall Mount,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Penrose,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wongawilli,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yallah,2530,NULL,600000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bombo,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Curramore,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jamberoo,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jerrara,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kiama,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kiama Downs,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kiama Heights,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Minnamurra,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Saddleback Mountain,2533,NULL,760000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Foxground,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gerringong,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Gerroa,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rose Valley,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Toolijooa,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Werri Beach,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Willow Vale,2534,NULL,895000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Back Forest,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bellawongarah,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Berry,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Berry Mountain,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brogers Creek,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Broughton,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Broughton Vale,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Broughton Village,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Budderoo,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bundewallah,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Coolangatta,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Far Meadow,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jaspers Brush,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SHOAL BAY,Shoalhaven Heads,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wattamolla,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodhill,2535,NULL,657500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Batehaven,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Batemans Bay,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Benandarah,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bimbimbie,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Buckenbowra,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Catalina,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Currowan,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Denhams Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Depot Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Durras North,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,East Lynne,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Guerilla Bay,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jeremadra,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lilli Pilli,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Long Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Maloneys Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Malua Bay,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mogo,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nelligen,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,North Batemans Bay,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pebbly Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Rosedale,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Runnyford,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,South Durras,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sunshine Bay,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Surf Beach,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Surfside,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodlands,2536,NULL,435000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bergalia,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bingie,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Broulee,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Coila,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Congo,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Deua,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Deua River Valley,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kiora,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Meringo,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mogendoura,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moruya,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moruya Heads,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mossy Point,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tomakin,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Turlinjah,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tuross Head,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wamban,2537,NULL,427500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brooman,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Little Forest,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Milton,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mogood,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Morton,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Porters Creek,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodburn,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woodstock,2538,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bawley Point,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bendalong,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Burrill Lake,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cockwhy,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Conjola,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Conjola Park,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Croobyar,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cunjurong Point,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dolphin Point,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Fishermans Paradise,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kings Point,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kioloa,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lake Conjola,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lake Tabourie,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Manyana,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mollymook,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mollymook Beach,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Narrawallee,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pointer Mountain,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pretty Beach,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Termeil,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ulladulla,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yadboro,2539,NULL,584600.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bamarang,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barringella,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Basin View,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Beecroft Peninsula,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Berrara,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bewong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bolong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Boolijah,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bream Beach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Browns Mountain,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brundee,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Buangla,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Burrier,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Callala Bay,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Callala Beach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cambewarra,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cambewarra Village,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Comberton,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Comerong Island,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cudmirrah,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Culburra Beach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Currarong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Erowal Bay,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Ettrema,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Falls Creek,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Greenwell Point,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hmas Albatross,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,NULL,Hmas Creswell,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Huskisson,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Hyams Beach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Illaroo,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Jerrawangala,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,NULL,Jervis Bay,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kinghorne,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Longreach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mayfield,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Meroo Meadow,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mondayong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Moollattoo,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mundamia,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Myola,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nowra Hill,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Numbaa,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Old Erowal Bay,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Orient Point,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Parma,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pyree,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sanctuary Point,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,St Georges Basin,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Sussex Inlet,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Swanhaven,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tapitallee,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Terara,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tomerong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tullarwalla,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Twelve Mile Peg,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Vincentia,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wandandian,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Watersleigh,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wollumboola,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Woollamia,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Worrigee,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Worrowing Heights,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wrights Beach,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yalwal,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yerriyong,2540,NULL,520000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bangalee,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bomaderry,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,North Nowra,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nowra,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nowra East,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nowra North,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,South Nowra,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,West Nowra,2541,NULL,440000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Belowra,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bodalla,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cadgee,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Eurobodalla,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nerrigundah,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Potato Point,2545,NULL,NULL,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Akolele,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Barragga Bay,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bermagui,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Central Tilba,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Corunna,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Cuttagee,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dalmeny,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Dignams Creek,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Kianga,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Mystery Bay,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Narooma,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,North Narooma,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tilba Tilba,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tinpot,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wadbilliga,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Wallaga Lake,2546,NULL,420000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Berrambool,2548,NULL,393500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Merimbula,2548,NULL,393500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Tura Beach,2548,NULL,393500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Yellow Pinch,2548,NULL,393500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bald Hills,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Broadwater,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Greigs Flat,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Lochiel,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Millingandi,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Nethercote,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pambula,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Pambula Beach,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,South Pambula,2549,NULL,452500.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Angledale,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bega,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bemboka,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Black Range,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bournda,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Brogo,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Buckajo,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Bunga,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Burragate,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Candelo,2550,NULL,419000.00,2017,6
NSW,NEW SOUTH WALES,NULL,SYDNEY,Chinnock,2550,NULL,419000.00,2017,6
