SchoolId,SchoolCode,SchoolName,StreetNumber,StreetName,Suburb,District,PostCode,State,Country,LevelOfSchooling,Latitude,Longitude,SchoolSpecialtyType,SchoolSubType,SchoolGender
803,4591,Glenmore Park Public School,33-41,The Lakes Drive,Glenmore Park,,2745,New South Wales,Australia,Primary School,-33.783388,150.681117,Comprehensive,Kinder to Year 6,Coed
804,2009,Glenmore Road Public School,20,Cambridge Street,Paddington,,2021,New South Wales,Australia,Primary School,-33.881385,151.230233,Comprehensive,Kinder to Year 6,Coed
805,2012,Glenorie Public School,23,Tecoma Drive,Glenorie,,2157,New South Wales,Australia,Primary School,-33.599444,151.008082,Comprehensive,Kinder to Year 6,Coed
806,2015,Glenquarry Public School,37,Tourist Road,Glenquarry,,2576,New South Wales,Australia,Primary School,-34.522335,150.483539,Comprehensive,Kinder to Year 6,Coed
807,2016,Glenreagh Public School,21,Dorrigo Street,Glenreagh,,2450,New South Wales,Australia,Primary School,-30.053582,152.976339,Comprehensive,Kinder to Year 6,Coed
808,4020,Glenroi Heights Public School,NULL,NULL,Orange,,2800,New South Wales,Australia,Primary School,-33.297205,149.112340,Comprehensive,Kinder to Year 6,Coed
809,4468,Glenroy Public School,NULL,NULL,Glenroy,,2640,New South Wales,Australia,Primary School,-36.054590,146.917314,Comprehensive,Kinder to Year 6,Coed
810,5627,Glenvale School,109,Manns Road,Narara,,2250,New South Wales,Australia,Schools for Specific Purposes,-33.406580,151.335729,Comprehensive,Medium / High Support needs,Coed
811,8268,Glenwood High School,NULL,NULL,Glenwood,,2768,New South Wales,Australia,Secondary School,-33.733029,150.937429,Comprehensive,Year 7 to Year 12,Coed
812,4529,Glenwood Public School,NULL,Belmont Road,Glenfield,,2167,New South Wales,Australia,Primary School,-33.974542,150.903028,Comprehensive,Kinder to Year 6,Coed
813,2021,Glossodia Public School,148,Golden Valley Drive,Glossodia,,2756,New South Wales,Australia,Primary School,-33.530504,150.765471,Comprehensive,Kinder to Year 6,Coed
814,8371,Gloucester High School,129,Ravenshaw Street,Gloucester,,2422,New South Wales,Australia,Secondary School,-32.016661,151.959556,Comprehensive,Year 7 to Year 12,Coed
815,7303,Gloucester Public School,64,Barrington Street,Gloucester,,2422,New South Wales,Australia,Primary School,-32.010211,151.961099,Comprehensive,Kinder to Year 6,Coed
816,2027,Gol Gol Public School,53,William Street,Gol Gol,,2738,New South Wales,Australia,Primary School,-34.179608,142.222652,Comprehensive,Kinder to Year 6,Coed
817,2033,Goodooga Central School,NULL,Walgett Street,Goodooga,,2838,New South Wales,Australia,Central/Community School,-29.115865,147.455532,Comprehensive,Kinder to Year 12,Coed
818,2035,Goolgowi Public School,32,Moira Street,Goolgowi,,2652,New South Wales,Australia,Primary School,-33.975710,145.709221,Comprehensive,Kinder to Year 6,Coed
819,2036,Goolma Public School,16,Gollan Road,Goolma,,2852,New South Wales,Australia,Primary School,-32.368800,149.269010,Comprehensive,Kinder to Year 6,Coed
820,2037,Goolmangar Public School,1301,Nimbin Road,Koonorigan,,2480,New South Wales,Australia,Primary School,-28.709747,153.231690,Comprehensive,Kinder to Year 6,Coed
821,2038,Gooloogong Public School,9,Cowra Street,Gooloogong,,2805,New South Wales,Australia,Primary School,-33.617104,148.436422,Comprehensive,Kinder to Year 6,Coed
822,2041,Goonellabah Public School,595,Ballina Road,Goonellabah,,2480,New South Wales,Australia,Primary School,-28.818329,153.322306,Comprehensive,Kinder to Year 6,Coed
823,2042,Goonengerry Public School,16,Goonengerry Road,Goonengerry,,2482,New South Wales,Australia,Primary School,-28.609512,153.439753,Comprehensive,Kinder to Year 6,Coed
824,3985,Gordon East Public School,62,Rosedale Road,Gordon,,2072,New South Wales,Australia,Primary School,-33.745820,151.156203,Comprehensive,Kinder to Year 6,Coed
825,3943,Gordon West Public School,146,Ryde Road,Pymble,,2073,New South Wales,Australia,Primary School,-33.760318,151.139223,Comprehensive,Kinder to Year 6,Coed
826,8515,Gorokan High School,3,Forrow Drive,Lake Haven,,2263,New South Wales,Australia,Secondary School,-33.242182,151.508233,Comprehensive,Year 7 to Year 12,Coed
827,4517,Gorokan Public School,32,Robson Avenue,Gorokan,,2263,New South Wales,Australia,Primary School,-33.252454,151.510205,Comprehensive,Kinder to Year 6,Coed
828,4218,Gosford East Public School,45-47,York Street,East Gosford,,2250,New South Wales,Australia,Primary School,-33.437558,151.348883,Comprehensive,Kinder to Year 6,Coed
829,8115,Gosford High School,NULL,NULL,Gosford,,2250,New South Wales,Australia,Secondary School,-33.417183,151.341388,Comprehensive,Year 7 to Year 12,Coed
830,2049,Gosford Public School,NULL,NULL,Gosford,,2250,New South Wales,Australia,Primary School,-33.420750,151.334490,Comprehensive,Kinder to Year 6,Coed
831,2054,Goulburn East Public School,35,May Street,Goulburn,,2580,New South Wales,Australia,Primary School,-34.762600,149.730388,Comprehensive,Kinder to Year 6,Coed
832,8116,Goulburn High School,132,Goldsmith Street,Goulburn,,2580,New South Wales,Australia,Secondary School,-34.746861,149.711241,Comprehensive,Year 7 to Year 12,Coed
833,2055,Goulburn North Public School,16,Chatsbury Street,Goulburn,,2580,New South Wales,Australia,Primary School,-34.744579,149.735043,Comprehensive,Kinder to Year 6,Coed
834,2053,Goulburn Public School,95,Clifford Street,Goulburn,,2580,New South Wales,Australia,Primary School,-34.750563,149.717773,Comprehensive,Kinder to Year 6,Coed
835,2056,Goulburn South Public School,2,Addison Street,Goulburn,,2580,New South Wales,Australia,Primary School,-34.760040,149.712314,Comprehensive,Kinder to Year 6,Coed
836,3741,Goulburn West Public School,106,Combermere Street,Goulburn,,2580,New South Wales,Australia,Primary School,-34.759172,149.700707,Comprehensive,Kinder to Year 6,Coed
837,4567,Governor Philip King Public School,61,Allambie Road,Edensor Park,,2176,New South Wales,Australia,Primary School,-33.873793,150.879107,Comprehensive,Kinder to Year 6,Coed
838,8117,Grafton High School,97,Mary Street,Grafton,,2460,New South Wales,Australia,Secondary School,-29.682105,152.932509,Comprehensive,Year 7 to Year 12,Coed
839,2060,Grafton Public School,86,Queen Street,Grafton,,2460,New South Wales,Australia,Primary School,-29.684990,152.933325,Comprehensive,Kinder to Year 6,Coed
840,4609,Grahamstown Public School,12,Kirkton Close,Raymond Terrace,,2324,New South Wales,Australia,Primary School,-32.759083,151.774477,Comprehensive,Kinder to Year 6,Coed
841,5730,Gralee School,70,Currawang Avenue,Leeton,,2705,New South Wales,Australia,Schools for Specific Purposes,-34.563497,146.412229,Comprehensive,Medium / High Support needs,Coed
842,8811,Granville Boys High School,6,Maud Street,Granville,,2142,New South Wales,Australia,Secondary School,-33.834618,151.008817,Comprehensive,Year 7 to Year 12,Boys
843,5236,Granville East Public School,NULL,NULL,South Granville,,2142,New South Wales,Australia,Primary School,-33.848270,151.009981,Comprehensive,Kinder to Year 6,Coed
844,2064,Granville Public School,NULL,NULL,Granville,,2142,New South Wales,Australia,Primary School,-33.834264,151.004671,Comprehensive,Kinder to Year 6,Coed
845,8436,Granville South Creative and Performing Arts High School,53,Rowley Road,Guildford,,2161,New South Wales,Australia,Secondary School,-33.860626,150.997598,Performing Arts,Year 7 to Year 12,Coed
846,2066,Granville South Public School,NULL,NULL,Guildford,,2161,New South Wales,Australia,Primary School,-33.848289,150.995883,Comprehensive,Kinder to Year 6,Coed
847,2068,Gravesend Public School,14,Gwydir Street,Gravesend,,2401,New South Wales,Australia,Primary School,-29.585367,150.332417,Comprehensive,Kinder to Year 6,Coed
848,3914,Grays Point Public School,109,Angle Road,Grays Point,,2232,New South Wales,Australia,Primary School,-34.058656,151.072300,Comprehensive,Kinder to Year 6,Coed
849,8534,Great Lakes College Forster Campus,12,Adina Close,Forster,,2428,New South Wales,Australia,Secondary School,-32.215652,152.527880,Junior College,Year 7 to Year 10,Coed
850,8281,Great Lakes College Senior Campus,62,Wharf Street,Tuncurry,,2428,New South Wales,Australia,Secondary School,-32.170528,152.501170,Senior College,Year 11 to Year 12,Coed
851,8289,Great Lakes College Tuncurry Campus,62,Wharf Street,Tuncurry,,2428,New South Wales,Australia,Secondary School,-32.170596,152.501308,Junior College,Year 7 to Year 10,Coed
852,2071,Green Hill Public School,204,River Street,Greenhill,,2440,New South Wales,Australia,Primary School,-31.059616,152.802757,Comprehensive,Kinder to Year 6,Coed
853,5460,Green Square School,237,Botany Road,Waterloo,,2017,New South Wales,Australia,Schools for Specific Purposes,-33.904025,151.203108,Comprehensive,Behaviour Disorder,Coed
854,2075,Green Valley Public School,20,Triller Street,Green Valley,,2168,New South Wales,Australia,Primary School,-33.900740,150.868972,Comprehensive,Kinder to Year 6,Coed
855,1123,Greenacre Public School,114,Chaseling Street,Greenacre,,2190,New South Wales,Australia,Primary School,-33.911161,151.057581,Comprehensive,Kinder to Year 6,Coed
856,2070,Greenethorpe Public School,3,Chapple Street,Greenethorpe,,2809,New South Wales,Australia,Primary School,-33.997714,148.400139,Comprehensive,Kinder to Year 6,Coed
857,4624,Greenway Park Public School,11,Chapman Street,West Hoxton,,2171,New South Wales,Australia,Primary School,-33.938001,150.837554,Comprehensive,Kinder to Year 6,Coed
858,3872,Greenwell Point Public School,75,Greenwell Point Road,Greenwell Point,,2540,New South Wales,Australia,Primary School,-34.907445,150.730396,Comprehensive,Kinder to Year 6,Coed
859,2076,Greenwich Public School,32,Kingslangley Road,Greenwich,,2065,New South Wales,Australia,Primary School,-33.825870,151.183252,Comprehensive,Kinder to Year 6,Coed
860,2082,Grenfell Public School,9,Warraderry Street,Grenfell,,2810,New South Wales,Australia,Primary School,-33.892296,148.167544,Comprehensive,Kinder to Year 6,Coed
861,2083,Gresford Public School,NULL,NULL,Gresford,,2311,New South Wales,Australia,Primary School,-32.427628,151.538335,Comprehensive,Kinder to Year 6,Coed
862,2084,Greta Public School,2,Wyndham Street,Greta,,2334,New South Wales,Australia,Primary School,-32.680083,151.387210,Comprehensive,Kinder to Year 6,Coed
863,8385,Greystanes High School,NULL,NULL,Greystanes,,2145,New South Wales,Australia,Secondary School,-33.812495,150.940352,Comprehensive,Year 7 to Year 12,Coed
864,2086,Greystanes Public School,NULL,NULL,Greystanes,,2145,New South Wales,Australia,Primary School,-33.828043,150.941111,Comprehensive,Kinder to Year 6,Coed
865,4268,Griffith East Public School,141,Wakaden Street,Griffith,,2680,New South Wales,Australia,Primary School,-34.286141,146.061792,Comprehensive,Kinder to Year 6,Coed
866,8118,Griffith High School,88,Coolah Street,Griffith,,2680,New South Wales,Australia,Secondary School,-34.292249,146.039628,Comprehensive,Year 7 to Year 12,Coed
867,4027,Griffith North Public School,5,Kooba Street,Griffith,,2680,New South Wales,Australia,Primary School,-34.279922,146.047903,Comprehensive,Kinder to Year 6,Coed
868,2087,Griffith Public School,100,Coolah Street,Griffith,,2680,New South Wales,Australia,Primary School,-34.291396,146.036252,Comprehensive,Kinder to Year 6,Coed
869,4483,Grose View Public School,249,Grose Wold Road,Grose Wold,,2753,New South Wales,Australia,Primary School,-33.594468,150.664850,Comprehensive,Kinder to Year 6,Coed
870,2093,Guildford Public School,1,Apia Street,Guildford,,2161,New South Wales,Australia,Primary School,-33.855821,150.981983,Comprehensive,Kinder to Year 6,Coed
871,4000,Guildford West Public School,50,Princes Street,Guildford West,,2161,New South Wales,Australia,Primary School,-33.847672,150.966496,Comprehensive,Kinder to Year 6,Coed
872,4461,Guise Public School,11,Belah Place,Macquarie Fields,,2564,New South Wales,Australia,Primary School,-33.987448,150.896920,Comprehensive,Kinder to Year 6,Coed
873,2094,Gulargambone Central School,14,Yalcogrin Street,Gulargambone,,2828,New South Wales,Australia,Central/Community School,-31.332240,148.475758,Comprehensive,Kinder to Year 12,Coed
874,8546,Gulgong High School,39,Belmore Street,Gulgong,,2852,New South Wales,Australia,Secondary School,-32.360172,149.540002,Comprehensive,Year 7 to Year 12,Coed
875,2097,Gulgong Public School,59,Belmore Street,Gulgong,,2852,New South Wales,Australia,Primary School,-32.359746,149.537692,Comprehensive,Kinder to Year 6,Coed
876,2099,Gulmarrad Public School,466,Brooms Head Road,Gulmarrad,,2463,New South Wales,Australia,Primary School,-29.489242,153.233572,Comprehensive,Kinder to Year 6,Coed
877,2100,Gum Flat Public School,958,Copeton Dam Road,Gum Flat,,2360,New South Wales,Australia,Primary School,-29.779563,150.979221,Comprehensive,Kinder to Year 6,Coed
878,8442,Gundagai High School,157,Hanley Street,Gundagai,,2722,New South Wales,Australia,Secondary School,-35.057144,148.099421,Comprehensive,Year 7 to Year 12,Coed
879,2102,Gundagai Public School,16,Lawson Drive,Gundagai,,2722,New South Wales,Australia,Primary School,-35.052146,148.109174,Comprehensive,Kinder to Year 6,Coed
880,2103,Gundagai South Public School,50,Luke Street,South Gundagai,,2722,New South Wales,Australia,Primary School,-35.080802,148.103086,Comprehensive,Kinder to Year 6,Coed
881,2104,Gundaroo Public School,9,Morning Street,Gundaroo,,2620,New South Wales,Australia,Primary School,-35.029909,149.267076,Comprehensive,Kinder to Year 6,Coed
882,8188,Gunnedah High School,NULL,NULL,Gunnedah,,2380,New South Wales,Australia,Secondary School,-30.982637,150.248768,Comprehensive,Year 7 to Year 12,Coed
883,2109,Gunnedah Public School,63,Elgin Street,Gunnedah,,2380,New South Wales,Australia,Primary School,-30.977491,150.256335,Comprehensive,Kinder to Year 6,Coed
884,4018,Gunnedah South Public School,107,Stock Road,Gunnedah,,2380,New South Wales,Australia,Primary School,-30.991999,150.250486,Comprehensive,Kinder to Year 6,Coed
885,2111,Gunning Public School,115,Yass Street,Gunning,,2581,New South Wales,Australia,Primary School,-34.783525,149.265602,Comprehensive,Kinder to Year 6,Coed
886,2114,Guyra Central School,27,Marne Street,Guyra,,2365,New South Wales,Australia,Central/Community School,-30.222577,151.677369,Comprehensive,Kinder to Year 12,Coed
887,2115,Gwabegar Public School,NULL,Cox Street,Gwabegar,,2356,New South Wales,Australia,Primary School,-30.611489,148.974999,Comprehensive,Kinder to Year 6,Coed
888,4320,Gwandalan Public School,31,Orana Road,Gwandalan,,2259,New South Wales,Australia,Primary School,-33.135468,151.582444,Comprehensive,Kinder to Year 6,Coed
889,3826,Gwynneville Public School,16A,Berkeley Road,Gwynneville,,2500,New South Wales,Australia,Primary School,-34.417233,150.879364,Comprehensive,Kinder to Year 6,Coed
890,2116,Gymea Bay Public School,13,First Avenue,Gymea Bay,,2227,New South Wales,Australia,Primary School,-34.046905,151.082825,Comprehensive,Kinder to Year 6,Coed
891,4389,Gymea North Public School,12,Opal Place,Gymea,,2227,New South Wales,Australia,Primary School,-34.026457,151.088321,Comprehensive,Kinder to Year 6,Coed
892,8386,Gymea Technology High School,2A,Talara Road,Gymea,,2227,New South Wales,Australia,Secondary School,-34.029985,151.083380,Technology,Year 7 to Year 12,Coed
893,2117,Haberfield Public School,154,Bland Street,Haberfield,,2045,New South Wales,Australia,Primary School,-33.879467,151.134002,Comprehensive,Kinder to Year 6,Coed
894,5642,Halinda School,1C,Mimika Avenue,Whalan,,2770,New South Wales,Australia,Schools for Specific Purposes,-33.759020,150.807065,Comprehensive,Medium / High Support needs,Coed
895,4611,Hallidays Point Public School,38,Saltwater Crescent,Diamond Beach,,2430,New South Wales,Australia,Primary School,-32.041385,152.537553,Comprehensive,Kinder to Year 6,Coed
896,4590,Hambledon Public School,35,Bali Drive,Quakers Hill,,2763,New South Wales,Australia,Primary School,-33.716450,150.887211,Comprehensive,Kinder to Year 6,Coed
897,3897,Hamilton North Public School,34,Jackson Street,Broadmeadow,,2292,New South Wales,Australia,Primary School,-32.917442,151.734207,Comprehensive,Kinder to Year 6,Coed
898,7420,Hamilton Public School,1A,Dixon Street,Hamilton,,2303,New South Wales,Australia,Primary School,-32.924141,151.743310,Comprehensive,Kinder to Year 6,Coed
899,3795,Hamilton South Public School,96,Kenrick Street,Merewether,,2291,New South Wales,Australia,Primary School,-32.933440,151.753489,Comprehensive,Kinder to Year 6,Coed
900,2128,Hammondville Public School,49,Walder Road,Hammondville,,2170,New South Wales,Australia,Primary School,-33.947273,150.954525,Comprehensive,Kinder to Year 6,Coed
